DATE,MODE**,PARTICULARS,DEPOSITS,WITHDRAWALS,BALANCE
23-06-2023,MOBILE BANKING,MMT/IMPS/593132550233/VIKRAM NAIR/HDFC BANK LTD,18500.0,,552506.59
23-06-2023,MOBILE BANKING,MMT/IMPS/315131191839/NAVEEN KUMAR/HDFC BANK LTD,7500.0,,560006.59
24-06-2023,UPI,UPI/610853988343/UPI/priyanair379@oksbi/State Bank Of I/,,5200.0,554806.59
25-06-2023,OTHER ATMS,NFS/59034226/CASH WDL/25-06-23,,310.0,554496.59
25-06-2023,INTEREST,CREDIT INTEREST CAPITALISED,64.66,,554561.25
25-06-2023,CHARGES,GST ON BANK CHARGES,,17.7,554543.55
25-06-2023,MOBILE BANKING,MMT/IMPS/517628636229/VENKAT RAO/HDFC BANK LTD,4800.0,,559343.55
28-06-2023,UPI,UPI/724731137542/UPI/harishmeno739@okaxis/State Bank Of I/,,120.0,559223.55
28-06-2023,OTHER ATMS,NFS/79266634/CASH WDL/28-06-23,,2380.0,556843.55
28-06-2023,BILL,BIL/INFT/911096608282/DMART/PAYMENT,,999.0,555844.55
29-06-2023,OTHER ATMS,NFS/88719193/CASH WDL/29-06-23,,1250.0,554594.55
29-06-2023,BILL,BIL/INFT/422150483718/AMAZON/PAYMENT,,310.0,554284.55
30-06-2023,BILL,BIL/INFT/305895619687/HPCL/PAYMENT,,120.0,554164.55
01-07-2023,OTHER ATMS,NFS/79937854/CASH WDL/01-07-23,,449.0,553715.55
01-07-2023,DEBIT CARD,VPS/OLA/318544660732/MANGALURU,,2380.0,551335.55
01-07-2023,DEBIT CARD,VPS/MEDPLUS/996590255747/MYSURU,,449.0,550886.55
02-07-2023,MOBILE BANKING,MMT/IMPS/068669953693/TARA SINGH/HDFC BANK LTD,1200.0,,552086.55
02-07-2023,BILL,BIL/INFT/150643816156/AIRTEL/PAYMENT,,49.0,552037.55
02-07-2023,OTHER ATMS,NFS/53285771/CASH WDL/02-07-23,,850.0,551187.55
03-07-2023,MOBILE BANKING,MMT/IMPS/066091450596/KAVERI MENON/HDFC BANK LTD,24000.0,,575187.55
03-07-2023,SALARY,NEFT-007175405869-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0689230,77250.0,,652437.55
03-07-2023,NEFT,NEFT DR-HDFC0150991-SMITHA RAO-364974182512-RENT,,22000.0,630437.55
03-07-2023,OTHER ATMS,NFS/34903968/CASH WDL/03-07-23,,249.0,630188.55
04-07-2023,MOBILE BANKING,MMT/IMPS/609381113571/KIRAN REDDY/HDFC BANK LTD,2500.0,,632688.55
04-07-2023,BILL,BIL/INFT/865753184656/DMART/PAYMENT,,2380.0,630308.55
04-07-2023,MOBILE BANKING,MMT/IMPS/372649596578/PRIYA NAIR/HDFC BANK LTD,500.0,,630808.55
04-07-2023,BILL,BIL/INFT/657841029556/HPCL/PAYMENT,,999.0,629809.55
04-07-2023,BILL,BIL/INFT/519537089946/APOLLO PHARMACY/PAYMENT,,1680.0,628129.55
06-07-2023,MOBILE BANKING,MMT/IMPS/882362689729/ANAND KUMAR/HDFC BANK LTD,24000.0,,652129.55
06-07-2023,UPI,UPI/863089865306/UPI/reshmakhan123@oksbi/State Bank Of I/,,449.0,651680.55
06-07-2023,BILL,BIL/INFT/860119659792/APOLLO PHARMACY/PAYMENT,,249.0,651431.55
07-07-2023,BILL,BIL/INFT/926188157891/PVR CINEMAS/PAYMENT,,1680.0,649751.55
07-07-2023,MOBILE BANKING,MMT/IMPS/886279777539/IMRAN KHAN/HDFC BANK LTD,24000.0,,673751.55
08-07-2023,DEBIT CARD,VPS/AMAZON/935000857027/BTM LAYOUT,,310.0,673441.55
09-07-2023,UPI,UPI/647784038447/UPI/kiranreddy615@oksbi/State Bank Of I/,,79.0,673362.55
10-07-2023,BILL,BIL/INFT/423136986886/ZOMATO/PAYMENT,,850.0,672512.55
11-07-2023,UPI,UPI/564739609674/UPI/priyanair739@okhdfcbank/State Bank Of I/,,120.0,672392.55
12-07-2023,BILL,BIL/INFT/164978087825/APOLLO PHARMACY/PAYMENT,,1250.0,671142.55
12-07-2023,DEBIT CARD,VPS/BPCL/997909652222/PUNE,,310.0,670832.55
12-07-2023,UPI,UPI/938507663728/UPI/rajeshverm841@okhdfcbank/State Bank Of I/,,449.0,670383.55
13-07-2023,DEBIT CARD,VPS/APOLLO PHA/435697727836/MARATHAHALLI,,49.0,670334.55
13-07-2023,BILL,BIL/INFT/705990529547/RELIANCE FRESH/PAYMENT,,79.0,670255.55
13-07-2023,OTHER ATMS,NFS/52975824/CASH WDL/13-07-23,,310.0,669945.55
13-07-2023,BILL,BIL/INFT/815106078754/UBER/PAYMENT,,449.0,669496.55
14-07-2023,BILL,BIL/INFT/795670979007/JIO/PAYMENT,,120.0,669376.55
14-07-2023,BILL,BIL/INFT/117645018601/AMAZON/PAYMENT,,999.0,668377.55
14-07-2023,OTHER ATMS,NFS/86135709/CASH WDL/14-07-23,,310.0,668067.55
14-07-2023,MOBILE BANKING,MMT/IMPS/451122991264/KAVERI MENON/HDFC BANK LTD,11200.0,,679267.55
14-07-2023,MOBILE BANKING,MMT/IMPS/116192441665/FATIMA SHEIKH/HDFC BANK LTD,4800.0,,684067.55
15-07-2023,BILL,BIL/INFT/114753810601/BESCOM/PAYMENT,,2380.0,681687.55
15-07-2023,BILL,BIL/INFT/336376289666/BOOKMYSHOW/PAYMENT,,249.0,681438.55
16-07-2023,UPI,UPI/825635292331/UPI/meerapilla659@ybl/State Bank Of I/,,699.0,680739.55
16-07-2023,DEBIT CARD,VPS/SWIGGY/563470187552/HSR LAYOUT,,120.0,680619.55
19-07-2023,MOBILE BANKING,MMT/IMPS/130816930142/NADIA HUSSAIN/HDFC BANK LTD,850.0,,681469.55
19-07-2023,UPI,UPI/735757997789/UPI/ayeshakhan314@paytm/State Bank Of I/,,1680.0,679789.55
19-07-2023,BILL,BIL/INFT/426089653220/PVR CINEMAS/PAYMENT,,249.0,679540.55
19-07-2023,UPI,UPI/272369207426/UPI/arjunmehta471@okaxis/State Bank Of I/,,7800.0,671740.55
20-07-2023,BILL,BIL/INFT/095891075658/BOOKMYSHOW/PAYMENT,,249.0,671491.55
20-07-2023,BILL,BIL/INFT/698754448268/AIRTEL/PAYMENT,,699.0,670792.55
21-07-2023,OTHER ATMS,NFS/14532832/CASH WDL/21-07-23,,3499.0,667293.55
22-07-2023,OTHER ATMS,NFS/89241568/CASH WDL/22-07-23,,249.0,667044.55
22-07-2023,BILL,BIL/INFT/066773055631/UBER/PAYMENT,,79.0,666965.55
22-07-2023,BILL,BIL/INFT/101956929418/BOOKMYSHOW/PAYMENT,,5200.0,661765.55
23-07-2023,BILL,BIL/INFT/881182418627/JIO/PAYMENT,,310.0,661455.55
23-07-2023,MOBILE BANKING,MMT/IMPS/159921863148/SUNITA DEVI/HDFC BANK LTD,2500.0,,663955.55
24-07-2023,UPI,UPI/515530644735/UPI/mohandas667@paytm/State Bank Of I/,,310.0,663645.55
24-07-2023,BILL,BIL/INFT/340467621644/ZOMATO/PAYMENT,,999.0,662646.55
26-07-2023,UPI,UPI/458726007271/UPI/smitharao637@ybl/State Bank Of I/,,5200.0,657446.55
27-07-2023,OTHER ATMS,NFS/60791665/CASH WDL/27-07-23,,5200.0,652246.55
28-07-2023,MOBILE BANKING,MMT/IMPS/502302634335/SANJANA HEGDE/HDFC BANK LTD,7500.0,,659746.55
28-07-2023,MOBILE BANKING,MMT/IMPS/105565479598/SURESH BABU/HDFC BANK LTD,4800.0,,664546.55
28-07-2023,MOBILE BANKING,MMT/IMPS/740951158946/RESHMA KHAN/HDFC BANK LTD,24000.0,,688546.55
29-07-2023,MOBILE BANKING,MMT/IMPS/619015149471/ARUN SHARMA/HDFC BANK LTD,11200.0,,699746.55
30-07-2023,UPI,UPI/419460745531/UPI/vikramnair281@paytm/State Bank Of I/,,850.0,698896.55
31-07-2023,OTHER ATMS,NFS/29875698/CASH WDL/31-07-23,,7800.0,691096.55
01-08-2023,DEBIT CARD,VPS/JIO/106454089052/MUMBAI,,699.0,690397.55
01-08-2023,SALARY,NEFT-257097394590-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0209136,78000.0,,768397.55
02-08-2023,MOBILE BANKING,MMT/IMPS/961662935825/RAJENDRA PRASAD/HDFC BANK LTD,11200.0,,779597.55
02-08-2023,BILL,BIL/INFT/820539124412/AMAZON/PAYMENT,,1680.0,777917.55
03-08-2023,DEBIT CARD,VPS/RELIANCE F/088925225239/PUNE,,120.0,777797.55
04-08-2023,UPI,UPI/292568413028/UPI/naveenkuma547@oksbi/State Bank Of I/,,3499.0,774298.55
05-08-2023,DEBIT CARD,VPS/HPCL/422088960249/BTM LAYOUT,,699.0,773599.55
06-08-2023,MOBILE BANKING,MMT/IMPS/885847389714/ARJUN MEHTA/HDFC BANK LTD,18500.0,,792099.55
06-08-2023,NEFT,NEFT DR-HDFC0661833-NAVEEN KUMAR-756266900351-RENT,,31000.0,761099.55
07-08-2023,MOBILE BANKING,MMT/IMPS/654739261571/SUNITA DEVI/HDFC BANK LTD,2500.0,,763599.55
07-08-2023,BILL,BIL/INFT/662622137948/HPCL/PAYMENT,,249.0,763350.55
09-08-2023,MOBILE BANKING,MMT/IMPS/698126467830/RAJESH VERMA/HDFC BANK LTD,7500.0,,770850.55
09-08-2023,DEBIT CARD,VPS/RELIANCE F/822068857310/WHITEFIELD,,1250.0,769600.55
09-08-2023,MOBILE BANKING,MMT/IMPS/602014766705/ARCHANA PILLAI/HDFC BANK LTD,18500.0,,788100.55
10-08-2023,UPI,UPI/662372735227/UPI/arjunmehta306@okhdfcbank/State Bank Of I/,,249.0,787851.55
12-08-2023,OTHER ATMS,NFS/51813897/CASH WDL/12-08-23,,699.0,787152.55
12-08-2023,OTHER ATMS,NFS/21713984/CASH WDL/12-08-23,,999.0,786153.55
13-08-2023,BILL,BIL/INFT/453534622510/BPCL/PAYMENT,,850.0,785303.55
16-08-2023,UPI,UPI/579026800079/UPI/rajeshverm283@ybl/State Bank Of I/,,310.0,784993.55
17-08-2023,DEBIT CARD,VPS/APOLLO PHA/419644738419/INDIRANAGAR,,449.0,784544.55
19-08-2023,UPI,UPI/998820136680/UPI/smitharao381@okaxis/State Bank Of I/,,850.0,783694.55
19-08-2023,UPI,UPI/601090885375/UPI/kiranreddy339@paytm/State Bank Of I/,,449.0,783245.55
19-08-2023,OTHER ATMS,NFS/07796217/CASH WDL/19-08-23,,120.0,783125.55
20-08-2023,DEBIT CARD,VPS/AMAZON/192082011052/PUNE,,699.0,782426.55
23-08-2023,UPI,UPI/930016789911/UPI/santoshiye384@oksbi/State Bank Of I/,,1680.0,780746.55
23-08-2023,UPI,UPI/994787457775/UPI/sunilshett324@okaxis/State Bank Of I/,,120.0,780626.55
23-08-2023,UPI,UPI/682216054666/UPI/arjunmehta162@ybl/State Bank Of I/,,310.0,780316.55
24-08-2023,BILL,BIL/INFT/532372440744/UBER/PAYMENT,,1250.0,779066.55
25-08-2023,DEBIT CARD,VPS/OLA/947924356216/BANJARA HILLS,,5200.0,773866.55
25-08-2023,BILL,BIL/INFT/005494914371/PVR CINEMAS/PAYMENT,,999.0,772867.55
25-08-2023,DEBIT CARD,VPS/OLA/443297645529/BTM LAYOUT,,699.0,772168.55
26-08-2023,BILL,BIL/INFT/699001850614/UBER/PAYMENT,,5200.0,766968.55
26-08-2023,OTHER ATMS,NFS/21561602/CASH WDL/26-08-23,,850.0,766118.55
26-08-2023,UPI,UPI/360417447317/UPI/smitharao446@paytm/State Bank Of I/,,699.0,765419.55
26-08-2023,UPI,UPI/479651782191/UPI/kavyareddy298@okhdfcbank/State Bank Of I/,,449.0,764970.55
27-08-2023,UPI,UPI/710188922324/UPI/farhankhan564@oksbi/State Bank Of I/,,249.0,764721.55
28-08-2023,MOBILE BANKING,MMT/IMPS/723202572576/MOHAN DAS/HDFC BANK LTD,2500.0,,767221.55
30-08-2023,MOBILE BANKING,MMT/IMPS/853967144163/KARTHIK MENON/HDFC BANK LTD,2500.0,,769721.55
01-09-2023,MOBILE BANKING,MMT/IMPS/071419195776/SNEHA PATIL/HDFC BANK LTD,18500.0,,788221.55
02-09-2023,UPI,UPI/068138241307/UPI/kiranreddy650@okaxis/State Bank Of I/,,49.0,788172.55
02-09-2023,SALARY,NEFT-647208757288-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0091403,77250.0,,865422.55
02-09-2023,UPI,UPI/349352342248/UPI/naveenkuma85@ybl/State Bank Of I/,,249.0,865173.55
03-09-2023,BILL,BIL/INFT/413618934048/AMAZON/PAYMENT,,1250.0,863923.55
03-09-2023,DEBIT CARD,VPS/UBER/907607164135/MUMBAI,,850.0,863073.55
03-09-2023,DEBIT CARD,VPS/BOOKMYSHOW/530906025125/MUMBAI,,449.0,862624.55
04-09-2023,BILL,BIL/INFT/422159503875/SWIGGY/PAYMENT,,120.0,862504.55
04-09-2023,NEFT,NEFT DR-HDFC0800304-PRIYA NAIR-142433881371-RENT,,18000.0,844504.55
04-09-2023,OTHER ATMS,NFS/12713754/CASH WDL/04-09-23,,1680.0,842824.55
04-09-2023,OTHER ATMS,NFS/83089001/CASH WDL/04-09-23,,850.0,841974.55
05-09-2023,OTHER ATMS,NFS/66669856/CASH WDL/05-09-23,,699.0,841275.55
06-09-2023,OTHER ATMS,NFS/57290209/CASH WDL/06-09-23,,5200.0,836075.55
07-09-2023,OTHER ATMS,NFS/48611616/CASH WDL/07-09-23,,1250.0,834825.55
07-09-2023,BILL,BIL/INFT/609741542812/BOOKMYSHOW/PAYMENT,,120.0,834705.55
08-09-2023,DEBIT CARD,VPS/FLIPKART/880338385627/KORAMANGALA,,49.0,834656.55
09-09-2023,MOBILE BANKING,MMT/IMPS/815825954557/GEETA DEVI/HDFC BANK LTD,7500.0,,842156.55
09-09-2023,UPI,UPI/070012048074/UPI/santoshiye296@okhdfcbank/State Bank Of I/,,1250.0,840906.55
10-09-2023,OTHER ATMS,NFS/89573936/CASH WDL/10-09-23,,79.0,840827.55
11-09-2023,OTHER ATMS,NFS/61475982/CASH WDL/11-09-23,,2380.0,838447.55
12-09-2023,OTHER ATMS,NFS/09062383/CASH WDL/12-09-23,,49.0,838398.55
12-09-2023,DEBIT CARD,VPS/ZOMATO/708901523481/JAYANAGAR,,1680.0,836718.55
12-09-2023,MOBILE BANKING,MMT/IMPS/986976538341/ARJUN MEHTA/HDFC BANK LTD,2500.0,,839218.55
13-09-2023,OTHER ATMS,NFS/52087081/CASH WDL/13-09-23,,2380.0,836838.55
14-09-2023,UPI,UPI/495688457675/UPI/harishmeno287@okaxis/State Bank Of I/,,850.0,835988.55
15-09-2023,MOBILE BANKING,MMT/IMPS/183146000426/NAVEEN KUMAR/HDFC BANK LTD,500.0,,836488.55
15-09-2023,BILL,BIL/INFT/218947128889/IOCL/PAYMENT,,3499.0,832989.55
17-09-2023,DEBIT CARD,VPS/FLIPKART/603179043296/PUNE,,2380.0,830609.55
17-09-2023,OTHER ATMS,NFS/65146214/CASH WDL/17-09-23,,49.0,830560.55
19-09-2023,MOBILE BANKING,MMT/IMPS/911585601402/RAVI KUMAR/HDFC BANK LTD,4800.0,,835360.55
19-09-2023,DEBIT CARD,VPS/BESCOM/450553394166/JAYANAGAR,,699.0,834661.55
20-09-2023,MOBILE BANKING,MMT/IMPS/134737070949/USHA RANI/HDFC BANK LTD,11200.0,,845861.55
21-09-2023,OTHER ATMS,NFS/20022035/CASH WDL/21-09-23,,2380.0,843481.55
21-09-2023,OTHER ATMS,NFS/05154992/CASH WDL/21-09-23,,850.0,842631.55
23-09-2023,OTHER ATMS,NFS/31125989/CASH WDL/23-09-23,,1680.0,840951.55
24-09-2023,OTHER ATMS,NFS/04747609/CASH WDL/24-09-23,,699.0,840252.55
24-09-2023,OTHER ATMS,NFS/78297643/CASH WDL/24-09-23,,5200.0,835052.55
25-09-2023,INTEREST,CREDIT INTEREST CAPITALISED,62.44,,835114.99
25-09-2023,CHARGES,GST ON BANK CHARGES,,17.7,835097.29
25-09-2023,BILL,BIL/INFT/375297792068/OLA/PAYMENT,,699.0,834398.29
26-09-2023,MOBILE BANKING,MMT/IMPS/998659927851/PRAKASH RAO/HDFC BANK LTD,11200.0,,845598.29
26-09-2023,UPI,UPI/637245054776/UPI/rahulsingh60@paytm/State Bank Of I/,,850.0,844748.29
26-09-2023,MOBILE BANKING,MMT/IMPS/662523395121/DIVYA MENON/HDFC BANK LTD,11200.0,,855948.29
26-09-2023,OTHER ATMS,NFS/96783364/CASH WDL/26-09-23,,1250.0,854698.29
26-09-2023,UPI,UPI/429699090461/UPI/tarageorge244@okhdfcbank/State Bank Of I/,,999.0,853699.29
27-09-2023,DEBIT CARD,VPS/AIRTEL/505331069451/MYSURU,,249.0,853450.29
27-09-2023,OTHER ATMS,NFS/79262216/CASH WDL/27-09-23,,249.0,853201.29
28-09-2023,BILL,BIL/INFT/467996205207/MEDPLUS/PAYMENT,,999.0,852202.29
29-09-2023,OTHER ATMS,NFS/75024523/CASH WDL/29-09-23,,120.0,852082.29
29-09-2023,UPI,UPI/267605071727/UPI/vinaypatil281@okaxis/State Bank Of I/,,5200.0,846882.29
30-09-2023,BILL,BIL/INFT/990194371988/UBER/PAYMENT,,49.0,846833.29
01-10-2023,BILL,BIL/INFT/790633404169/FLIPKART/PAYMENT,,1250.0,845583.29
01-10-2023,BILL,BIL/INFT/141816780444/UBER/PAYMENT,,3499.0,842084.29
01-10-2023,SALARY,NEFT-633364679610-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0486292,77250.0,,919334.29
01-10-2023,DEBIT CARD,VPS/AMAZON/237296136129/HSR LAYOUT,,850.0,918484.29
02-10-2023,OTHER ATMS,NFS/57827955/CASH WDL/02-10-23,,5200.0,913284.29
02-10-2023,BILL,BIL/INFT/311639227768/SWIGGY/PAYMENT,,310.0,912974.29
03-10-2023,MOBILE BANKING,MMT/IMPS/327306204257/REKHA PILLAI/HDFC BANK LTD,7500.0,,920474.29
03-10-2023,BILL,BIL/INFT/458120457470/ZOMATO/PAYMENT,,449.0,920025.29
04-10-2023,NEFT,NEFT DR-HDFC0574573-DIVYA MENON-194002009020-RENT,,22000.0,898025.29
05-10-2023,BILL,BIL/INFT/627977790520/AIRTEL/PAYMENT,,999.0,897026.29
05-10-2023,MOBILE BANKING,MMT/IMPS/430288990010/ADITYA KUMAR/HDFC BANK LTD,18500.0,,915526.29
05-10-2023,DEBIT CARD,VPS/ZOMATO/002353462824/INDIRANAGAR,,850.0,914676.29
06-10-2023,DEBIT CARD,VPS/UBER/128619760355/KORAMANGALA,,49.0,914627.29
06-10-2023,MOBILE BANKING,MMT/IMPS/460596537724/SANTOSH KUMAR/HDFC BANK LTD,11200.0,,925827.29
07-10-2023,OTHER ATMS,NFS/44620945/CASH WDL/07-10-23,,449.0,925378.29
07-10-2023,BILL,BIL/INFT/491107848614/MEDPLUS/PAYMENT,,7800.0,917578.29
07-10-2023,MOBILE BANKING,MMT/IMPS/471216759311/PRADEEP SINGH/HDFC BANK LTD,7500.0,,925078.29
08-10-2023,BILL,BIL/INFT/371213270652/IOCL/PAYMENT,,1680.0,923398.29
08-10-2023,OTHER ATMS,NFS/48125724/CASH WDL/08-10-23,,449.0,922949.29
09-10-2023,MOBILE BANKING,MMT/IMPS/091048716174/KARTHIK MENON/HDFC BANK LTD,850.0,,923799.29
09-10-2023,DEBIT CARD,VPS/FLIPKART/659173051970/MANGALURU,,1680.0,922119.29
09-10-2023,NEFT,NEFT-568312252215-SOUTHERN RETAILS-REIMB-628984-HDFC0801301,18500.0,,940619.29
10-10-2023,BILL,BIL/INFT/825462307950/ZOMATO/PAYMENT,,2380.0,938239.29
11-10-2023,MOBILE BANKING,MMT/IMPS/510012646648/BABU LAL/HDFC BANK LTD,1200.0,,939439.29
13-10-2023,MOBILE BANKING,MMT/IMPS/201436485659/BINDHU NAIR/HDFC BANK LTD,18500.0,,957939.29
13-10-2023,OTHER ATMS,NFS/33615157/CASH WDL/13-10-23,,699.0,957240.29
13-10-2023,UPI,UPI/860922490290/UPI/rohitsharm677@okaxis/State Bank Of I/,,249.0,956991.29
14-10-2023,MOBILE BANKING,MMT/IMPS/071144079175/RAMESH PILLAI/HDFC BANK LTD,18500.0,,975491.29
14-10-2023,OTHER ATMS,NFS/18639518/CASH WDL/14-10-23,,850.0,974641.29
15-10-2023,BILL,BIL/INFT/937251702166/UBER/PAYMENT,,5200.0,969441.29
16-10-2023,OTHER ATMS,NFS/56773668/CASH WDL/16-10-23,,5200.0,964241.29
16-10-2023,DEBIT CARD,VPS/RELIANCE F/844326083852/KORAMANGALA,,249.0,963992.29
17-10-2023,UPI,UPI/253720824149/UPI/divyamenon282@okhdfcbank/State Bank Of I/,,7800.0,956192.29
17-10-2023,DEBIT CARD,VPS/OLA/901911299780/KORAMANGALA,,249.0,955943.29
18-10-2023,MOBILE BANKING,MMT/IMPS/113010306305/RANJIT SINGH/HDFC BANK LTD,11200.0,,967143.29
18-10-2023,MOBILE BANKING,MMT/IMPS/993384646774/VENKAT RAO/HDFC BANK LTD,4800.0,,971943.29
18-10-2023,MOBILE BANKING,MMT/IMPS/583906446896/SURESH NAIR/HDFC BANK LTD,850.0,,972793.29
19-10-2023,OTHER ATMS,NFS/87908462/CASH WDL/19-10-23,,1680.0,971113.29
20-10-2023,MOBILE BANKING,MMT/IMPS/167535324022/MEENA IYER/HDFC BANK LTD,2500.0,,973613.29
21-10-2023,MOBILE BANKING,MMT/IMPS/822739567077/NAVEEN KUMAR/HDFC BANK LTD,4800.0,,978413.29
21-10-2023,UPI,UPI/417480026503/UPI/meerapilla42@ybl/State Bank Of I/,,49.0,978364.29
21-10-2023,DEBIT CARD,VPS/IOCL/543346322683/MARATHAHALLI,,310.0,978054.29
21-10-2023,MOBILE BANKING,MMT/IMPS/634629893101/SNEHA PATIL/HDFC BANK LTD,500.0,,978554.29
21-10-2023,BILL,BIL/INFT/001557231715/IRCTC/PAYMENT,,699.0,977855.29
21-10-2023,MOBILE BANKING,MMT/IMPS/287724067071/VINAY PATIL/HDFC BANK LTD,850.0,,978705.29
23-10-2023,UPI,UPI/609243750387/UPI/poojasharm305@ybl/State Bank Of I/,,2380.0,976325.29
23-10-2023,DEBIT CARD,VPS/AIRTEL/319265801117/MYSURU,,2380.0,973945.29
24-10-2023,OTHER ATMS,NFS/94068782/CASH WDL/24-10-23,,249.0,973696.29
24-10-2023,MOBILE BANKING,MMT/IMPS/813176877619/POOJA SHARMA/HDFC BANK LTD,11200.0,,984896.29
24-10-2023,DEBIT CARD,VPS/AIRTEL/686644468320/INDIRANAGAR,,79.0,984817.29
25-10-2023,UPI,UPI/508581254214/UPI/vikramnair550@ybl/State Bank Of I/,,2380.0,982437.29
25-10-2023,MOBILE BANKING,MMT/IMPS/956183819150/SHEELA DEVI/HDFC BANK LTD,1200.0,,983637.29
25-10-2023,BILL,BIL/INFT/728920232492/PVR CINEMAS/PAYMENT,,3499.0,980138.29
26-10-2023,OTHER ATMS,NFS/52634046/CASH WDL/26-10-23,,5200.0,974938.29
26-10-2023,MOBILE BANKING,MMT/IMPS/989091910202/AYESHA KHAN/HDFC BANK LTD,4800.0,,979738.29
26-10-2023,OTHER ATMS,NFS/21018832/CASH WDL/26-10-23,,310.0,979428.29
26-10-2023,DEBIT CARD,VPS/APOLLO PHA/246580336657/KORAMANGALA,,699.0,978729.29
30-10-2023,BILL,BIL/INFT/996547577092/MEDPLUS/PAYMENT,,49.0,978680.29
30-10-2023,BILL,BIL/INFT/388564658877/APOLLO PHARMACY/PAYMENT,,49.0,978631.29
30-10-2023,BILL,BIL/INFT/385294819526/FLIPKART/PAYMENT,,699.0,977932.29
01-11-2023,SALARY,NEFT-513612783282-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0534405,77250.0,,1055182.29
01-11-2023,UPI,UPI/582919058247/UPI/arjunmehta643@okaxis/State Bank Of I/,,449.0,1054733.29
02-11-2023,OTHER ATMS,NFS/96172075/CASH WDL/02-11-23,,310.0,1054423.29
02-11-2023,BILL,BIL/INFT/762187101729/FLIPKART/PAYMENT,,999.0,1053424.29
02-11-2023,MOBILE BANKING,MMT/IMPS/584246005105/KAVYA REDDY/HDFC BANK LTD,7500.0,,1060924.29
03-11-2023,BILL,BIL/INFT/017698283582/MEDPLUS/PAYMENT,,699.0,1060225.29
03-11-2023,MOBILE BANKING,MMT/IMPS/240902573570/AYESHA KHAN/HDFC BANK LTD,500.0,,1060725.29
04-11-2023,MOBILE BANKING,MMT/IMPS/644836700757/ARCHANA PILLAI/HDFC BANK LTD,2500.0,,1063225.29
05-11-2023,NEFT,NEFT DR-HDFC0934649-POOJA SHARMA-515084169087-RENT,,31000.0,1032225.29
05-11-2023,UPI,UPI/912119500976/UPI/santoshiye493@ybl/State Bank Of I/,,999.0,1031226.29
06-11-2023,UPI,UPI/783751774180/UPI/vikramnair845@okaxis/State Bank Of I/,,1250.0,1029976.29
06-11-2023,BILL,BIL/INFT/339106299634/RELIANCE FRESH/PAYMENT,,1680.0,1028296.29
06-11-2023,OTHER ATMS,NFS/89274708/CASH WDL/06-11-23,,5200.0,1023096.29
08-11-2023,BILL,BIL/INFT/086475228752/BESCOM/PAYMENT,,7800.0,1015296.29
08-11-2023,MOBILE BANKING,MMT/IMPS/909163685682/FATIMA SHEIKH/HDFC BANK LTD,850.0,,1016146.29
10-11-2023,UPI,UPI/579398681663/UPI/meerapilla307@okhdfcbank/State Bank Of I/,,7800.0,1008346.29
12-11-2023,BILL,BIL/INFT/331192477486/AMAZON/PAYMENT,,1680.0,1006666.29
13-11-2023,UPI,UPI/746722361834/UPI/anjalirao449@ybl/State Bank Of I/,,79.0,1006587.29
13-11-2023,NEFT,NEFT-740201012335-SOUTHERN RETAILS-REIMB-628984-HDFC0582526,24000.0,,1030587.29
13-11-2023,DEBIT CARD,VPS/RELIANCE F/162436417887/MANGALURU,,1680.0,1028907.29
14-11-2023,MOBILE BANKING,MMT/IMPS/051392884181/SUNIL YADAV/HDFC BANK LTD,1200.0,,1030107.29
15-11-2023,BILL,BIL/INFT/673824570667/RELIANCE FRESH/PAYMENT,,850.0,1029257.29
15-11-2023,MOBILE BANKING,MMT/IMPS/337469338249/KAVITHA RAO/HDFC BANK LTD,11200.0,,1040457.29
15-11-2023,BILL,BIL/INFT/319710074782/PVR CINEMAS/PAYMENT,,449.0,1040008.29
16-11-2023,OTHER ATMS,NFS/60000881/CASH WDL/16-11-23,,1250.0,1038758.29
16-11-2023,OTHER ATMS,NFS/62957152/CASH WDL/16-11-23,,449.0,1038309.29
16-11-2023,MOBILE BANKING,MMT/IMPS/331897684898/SUNIL SHETTY/HDFC BANK LTD,11200.0,,1049509.29
16-11-2023,OTHER ATMS,NFS/46589588/CASH WDL/16-11-23,,1680.0,1047829.29
17-11-2023,DEBIT CARD,VPS/SWIGGY/492242825692/HYDERABAD,,249.0,1047580.29
17-11-2023,UPI,UPI/627580435010/UPI/poojasharm328@oksbi/State Bank Of I/,,850.0,1046730.29
18-11-2023,DEBIT CARD,VPS/IOCL/597951852728/WHITEFIELD,,249.0,1046481.29
20-11-2023,OTHER ATMS,NFS/71366548/CASH WDL/20-11-23,,3499.0,1042982.29
20-11-2023,DEBIT CARD,VPS/ZOMATO/353665387303/KUKATPALLY,,850.0,1042132.29
21-11-2023,OTHER ATMS,NFS/20694858/CASH WDL/21-11-23,,699.0,1041433.29
22-11-2023,UPI,UPI/919321465308/UPI/vinaypatil585@oksbi/State Bank Of I/,,1680.0,1039753.29
22-11-2023,MOBILE BANKING,MMT/IMPS/150354835711/ARUN SHARMA/HDFC BANK LTD,4800.0,,1044553.29
