Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
17/08/23,POS 416021XXXXXX3772 BESCOM POS DEBIT,897151349307,17/08/23,79.0,,427987.16
17/08/23,UPI-628963401748-santoshiye794@ybl-OK,628963401748,17/08/23,3499.0,,424488.16
19/08/23,POS 416021XXXXXX4007 APOLLO PHARMACY POS DEBIT,306605799751,19/08/23,1250.0,,423238.16
19/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5115 IB211733451010,211733451010,19/08/23,999.0,,422239.16
19/08/23,UPI-692229696350-meerapilla706@okaxis-OK,692229696350,19/08/23,699.0,,421540.16
20/08/23,IMPS-260766992579-FARHANKHAN-HDFC-XXXXXXXXXX7002-PERSONAL,0000260766992579,20/08/23,,500.0,422040.16
20/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6409 IB807854328120,807854328120,20/08/23,49.0,,421991.16
22/08/23,UPI-184518848674-arjunmehta155@oksbi-OK,184518848674,22/08/23,120.0,,421871.16
22/08/23,IMPS-899122667600-AYESHAKHAN-HDFC-XXXXXXXXXX1069-PERSONAL,0000899122667600,22/08/23,,2500.0,424371.16
22/08/23,NWD-416021XXXXXX3884-S15563-JAYANAGAR,513446067267,22/08/23,310.0,,424061.16
23/08/23,UPI-071582337458-reshmakhan594@okaxis-OK,071582337458,23/08/23,7800.0,,416261.16
23/08/23,IMPS-448220717099-RAJENDRAPRASAD-HDFC-XXXXXXXXXX3648-PERSONAL,0000448220717099,23/08/23,,500.0,416761.16
26/08/23,POS 416021XXXXXX3751 APOLLO PHARMACY POS DEBIT,075229744944,26/08/23,1680.0,,415081.16
27/08/23,POS 416021XXXXXX1255 PVR CINEMAS POS DEBIT,429299414925,27/08/23,2380.0,,412701.16
27/08/23,IMPS-533252945751-ROHITSHARMA-HDFC-XXXXXXXXXX1768-PERSONAL,0000533252945751,27/08/23,,850.0,413551.16
28/08/23,POS 416021XXXXXX9565 IRCTC POS DEBIT,459206948229,28/08/23,1250.0,,412301.16
28/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3529 IB860144567515,860144567515,28/08/23,1680.0,,410621.16
29/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5797 IB250592111159,250592111159,29/08/23,310.0,,410311.16
30/08/23,POS 416021XXXXXX9769 BPCL POS DEBIT,146729457689,30/08/23,310.0,,410001.16
30/08/23,POS 416021XXXXXX0626 IOCL POS DEBIT,898590346049,30/08/23,79.0,,409922.16
01/09/23,IMPS-531272010174-PRAKASHRAO-HDFC-XXXXXXXXXX3758-PERSONAL,0000531272010174,01/09/23,,4800.0,414722.16
02/09/23,IMPS-220695699539-SUNILYADAV-HDFC-XXXXXXXXXX4816-PERSONAL,0000220695699539,02/09/23,,500.0,415222.16
02/09/23,IMPS-519053234445-BABULAL-HDFC-XXXXXXXXXX8397-PERSONAL,0000519053234445,02/09/23,,850.0,416072.16
02/09/23,UPI-139343079137-mohandas535@oksbi-OK,139343079137,02/09/23,3499.0,,412573.16
05/09/23,POS 416021XXXXXX9036 APOLLO PHARMACY POS DEBIT,454914817172,05/09/23,2380.0,,410193.16
05/09/23,NWD-416021XXXXXX1995-S12993-MARATHAHALLI,718273999358,05/09/23,249.0,,409944.16
07/09/23,POS 416021XXXXXX7704 AMAZON POS DEBIT,276495036490,07/09/23,1250.0,,408694.16
07/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0655 IB667779034251,667779034251,07/09/23,1680.0,,407014.16
08/09/23,IMPS-080716089306-VIKRAMNAIR-HDFC-XXXXXXXXXX5671-PERSONAL,0000080716089306,08/09/23,,11200.0,418214.16
09/09/23,NWD-416021XXXXXX7793-S14055-HYDERABAD,425162506187,09/09/23,249.0,,417965.16
09/09/23,IMPS-158961559142-PRADEEPSINGH-HDFC-XXXXXXXXXX2343-PERSONAL,0000158961559142,09/09/23,,18500.0,436465.16
11/09/23,POS 416021XXXXXX8981 JIO POS DEBIT,771912036487,11/09/23,2380.0,,434085.16
12/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5200 IB163474854678,163474854678,12/09/23,999.0,,433086.16
12/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5705 IB365073502654,365073502654,12/09/23,449.0,,432637.16
14/09/23,IMPS-894772620364-RAHULSINGH-HDFC-XXXXXXXXXX0332-PERSONAL,0000894772620364,14/09/23,,850.0,433487.16
14/09/23,POS 416021XXXXXX7944 BESCOM POS DEBIT,384469990989,14/09/23,79.0,,433408.16
15/09/23,IMPS-502890619829-SHEELADEVI-HDFC-XXXXXXXXXX3228-PERSONAL,0000502890619829,15/09/23,,24000.0,457408.16
15/09/23,IMPS-627343524413-NADIAHUSSAIN-HDFC-XXXXXXXXXX2909-PERSONAL,0000627343524413,15/09/23,,11200.0,468608.16
17/09/23,IMPS-508766158279-LATHAMURTHY-HDFC-XXXXXXXXXX5170-PERSONAL,0000508766158279,17/09/23,,850.0,469458.16
18/09/23,IMPS-811246055797-LALITHADEVI-HDFC-XXXXXXXXXX3202-PERSONAL,0000811246055797,18/09/23,,11200.0,480658.16
18/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1071 IB322935320022,322935320022,18/09/23,5200.0,,475458.16
18/09/23,POS 416021XXXXXX9964 MEDPLUS POS DEBIT,615096561659,18/09/23,249.0,,475209.16
19/09/23,NWD-416021XXXXXX5584-S10345-MANGALURU,981304493341,19/09/23,699.0,,474510.16
19/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2109 IB196752342625,196752342625,19/09/23,1250.0,,473260.16
20/09/23,UPI-861056582238-smitharao96@okhdfcbank-OK,861056582238,20/09/23,999.0,,472261.16
20/09/23,POS 416021XXXXXX7312 DMART POS DEBIT,072241673771,20/09/23,699.0,,471562.16
21/09/23,POS 416021XXXXXX1029 APOLLO PHARMACY POS DEBIT,514614955623,21/09/23,49.0,,471513.16
24/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3184 IB888391634812,888391634812,24/09/23,79.0,,471434.16
25/09/23,CREDIT INTEREST CAPITALISED,767258332144,25/09/23,,190.84,471625.0
25/09/23,GST ON BANK CHARGES,360026374100,25/09/23,17.7,,471607.3
26/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8969 IB826829408253,826829408253,26/09/23,1680.0,,469927.3
27/09/23,UPI-816925734569-ayeshakhan227@okaxis-OK,816925734569,27/09/23,1250.0,,468677.3
27/09/23,UPI-799837367971-mohandas785@paytm-OK,799837367971,27/09/23,850.0,,467827.3
01/10/23,UPI-906626283108-priyanair858@ybl-OK,906626283108,01/10/23,3499.0,,464328.3
02/10/23,IMPS-022730634523-GOPALVERMA-HDFC-XXXXXXXXXX1998-PERSONAL,0000022730634523,02/10/23,,500.0,464828.3
03/10/23,IMPS-106423204125-SMITHAPILLAI-HDFC-XXXXXXXXXX3122-PERSONAL,0000106423204125,03/10/23,,24000.0,488828.3
03/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7891 IB852433597505,852433597505,03/10/23,249.0,,488579.3
04/10/23,NWD-416021XXXXXX9304-S16199-MANGALURU,802605664010,04/10/23,310.0,,488269.3
05/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3700 IB800383955983,800383955983,05/10/23,49.0,,488220.3
05/10/23,IMPS-188597104947-RAHULSINGH-HDFC-XXXXXXXXXX1624-PERSONAL,0000188597104947,05/10/23,,4800.0,493020.3
06/10/23,UPI-162588395294-naveenkuma519@oksbi-OK,162588395294,06/10/23,3499.0,,489521.3
06/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6852 IB478479739410,478479739410,06/10/23,49.0,,489472.3
06/10/23,IMPS-883912762297-PREETHIIYER-HDFC-XXXXXXXXXX5134-PERSONAL,0000883912762297,06/10/23,,11200.0,500672.3
07/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2699 IB156500433694,156500433694,07/10/23,49.0,,500623.3
09/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9658 IB415501666788,415501666788,09/10/23,999.0,,499624.3
10/10/23,NWD-416021XXXXXX8314-S10283-BANJARA HILLS,851430466426,10/10/23,120.0,,499504.3
12/10/23,POS 416021XXXXXX4457 JIO POS DEBIT,936567734291,12/10/23,2380.0,,497124.3
12/10/23,POS 416021XXXXXX3269 JIO POS DEBIT,367000356802,12/10/23,5200.0,,491924.3
12/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6698 IB072937178272,072937178272,12/10/23,79.0,,491845.3
13/10/23,UPI-297320778397-reshmakhan604@ybl-OK,297320778397,13/10/23,449.0,,491396.3
13/10/23,UPI-282078107722-harishmeno775@okaxis-OK,282078107722,13/10/23,249.0,,491147.3
14/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4831 IB090935767081,090935767081,14/10/23,49.0,,491098.3
14/10/23,UPI-687625686337-mohandas371@okhdfcbank-OK,687625686337,14/10/23,5200.0,,485898.3
15/10/23,UPI-807607810225-divyamenon265@okaxis-OK,807607810225,15/10/23,310.0,,485588.3
17/10/23,IMPS-172397116400-KAVERIMENON-HDFC-XXXXXXXXXX8559-PERSONAL,0000172397116400,17/10/23,,7500.0,493088.3
21/10/23,POS 416021XXXXXX5084 IRCTC POS DEBIT,968176900476,21/10/23,699.0,,492389.3
21/10/23,IMPS-428977093529-RESHMAKHAN-HDFC-XXXXXXXXXX8765-PERSONAL,0000428977093529,21/10/23,,4800.0,497189.3
22/10/23,IMPS-105092639810-NILESHKULKARNI-HDFC-XXXXXXXXXX3332-PERSONAL,0000105092639810,22/10/23,,4800.0,501989.3
22/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6169 IB135644801817,135644801817,22/10/23,79.0,,501910.3
23/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1152 IB873647268333,873647268333,23/10/23,2380.0,,499530.3
24/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8686 IB762510614791,762510614791,24/10/23,3499.0,,496031.3
25/10/23,IMPS-931839364446-RAMESHPILLAI-HDFC-XXXXXXXXXX2477-PERSONAL,0000931839364446,25/10/23,,850.0,496881.3
26/10/23,POS 416021XXXXXX5034 HPCL POS DEBIT,789647558249,26/10/23,310.0,,496571.3
27/10/23,NWD-416021XXXXXX6108-S11221-SECUNDERABAD,708677702136,27/10/23,79.0,,496492.3
28/10/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8518 IB800406567846,800406567846,28/10/23,699.0,,495793.3
28/10/23,POS 416021XXXXXX9442 FLIPKART POS DEBIT,377947449183,28/10/23,3499.0,,492294.3
29/10/23,UPI-431316968049-tarageorge229@paytm-OK,431316968049,29/10/23,310.0,,491984.3
29/10/23,POS 416021XXXXXX3581 DMART POS DEBIT,902187555144,29/10/23,5200.0,,486784.3
30/10/23,NWD-416021XXXXXX8911-S13246-MUMBAI,626329378678,30/10/23,310.0,,486474.3
01/11/23,UPI-976023257124-rajeshverm18@paytm-OK,976023257124,01/11/23,999.0,,485475.3
02/11/23,NWD-416021XXXXXX7711-S11971-KUKATPALLY,280904727641,02/11/23,699.0,,484776.3
02/11/23,POS 416021XXXXXX0034 AMAZON POS DEBIT,820422639686,02/11/23,999.0,,483777.3
03/11/23,NWD-416021XXXXXX6572-S19496-MARATHAHALLI,927680754452,03/11/23,3499.0,,480278.3
05/11/23,IMPS-310357308561-RAHULSINGH-HDFC-XXXXXXXXXX5324-PERSONAL,0000310357308561,05/11/23,,4800.0,485078.3
05/11/23,IMPS-087574911265-LATHAMURTHY-HDFC-XXXXXXXXXX9328-PERSONAL,0000087574911265,05/11/23,,4800.0,489878.3
06/11/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3193 IB021106868541,021106868541,06/11/23,699.0,,489179.3
06/11/23,POS 416021XXXXXX1790 RELIANCE FRESH POS DEBIT,751650683507,06/11/23,79.0,,489100.3
07/11/23,IMPS-614890043694-ROHITSHARMA-HDFC-XXXXXXXXXX5128-PERSONAL,0000614890043694,07/11/23,,7500.0,496600.3
12/11/23,IMPS-137140219011-RESHMAKHAN-HDFC-XXXXXXXXXX6479-PERSONAL,0000137140219011,12/11/23,,1200.0,497800.3
15/11/23,IMPS-147354552095-PADMARAO-HDFC-XXXXXXXXXX9109-PERSONAL,0000147354552095,15/11/23,,850.0,498650.3
16/11/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8142 IB673080471508,673080471508,16/11/23,120.0,,498530.3
16/11/23,NWD-416021XXXXXX1838-S13732-BANJARA HILLS,958284391473,16/11/23,79.0,,498451.3
18/11/23,NWD-416021XXXXXX2259-S10370-JAYANAGAR,787599039280,18/11/23,699.0,,497752.3
18/11/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1261 IB479077486961,479077486961,18/11/23,850.0,,496902.3
19/11/23,UPI-420457245818-reshmakhan271@paytm-OK,420457245818,19/11/23,49.0,,496853.3
19/11/23,IMPS-158576760841-RESHMAKHAN-HDFC-XXXXXXXXXX8314-PERSONAL,0000158576760841,19/11/23,,1200.0,498053.3
20/11/23,IMPS-503839818212-ARJUNMEHTA-HDFC-XXXXXXXXXX9325-PERSONAL,0000503839818212,20/11/23,,7500.0,505553.3
20/11/23,IMPS-287277038258-SMITHAPILLAI-HDFC-XXXXXXXXXX0682-PERSONAL,0000287277038258,20/11/23,,850.0,506403.3
20/11/23,NWD-416021XXXXXX1573-S13515-MUMBAI,837312106908,20/11/23,79.0,,506324.3
22/11/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9020 IB644902068728,644902068728,22/11/23,249.0,,506075.3
22/11/23,POS 416021XXXXXX4997 AIRTEL POS DEBIT,397269302530,22/11/23,699.0,,505376.3
22/11/23,NWD-416021XXXXXX0036-S17588-HYDERABAD,932647663114,22/11/23,5200.0,,500176.3
23/11/23,IMPS-266956163289-KAVITHARAO-HDFC-XXXXXXXXXX9800-PERSONAL,0000266956163289,23/11/23,,1200.0,501376.3
23/11/23,IMPS-379509593278-GANESHKUMAR-HDFC-XXXXXXXXXX7007-PERSONAL,0000379509593278,23/11/23,,18500.0,519876.3
23/11/23,IMPS-118552341712-MALLIKADAS-HDFC-XXXXXXXXXX3316-PERSONAL,0000118552341712,23/11/23,,850.0,520726.3
23/11/23,UPI-037330895516-vikramnair366@paytm-OK,037330895516,23/11/23,310.0,,520416.3
24/11/23,IMPS-101585312494-KAVITHARAO-HDFC-XXXXXXXXXX4744-PERSONAL,0000101585312494,24/11/23,,850.0,521266.3
24/11/23,POS 416021XXXXXX0131 RELIANCE FRESH POS DEBIT,125459002428,24/11/23,7800.0,,513466.3
25/11/23,IMPS-366379636396-RANJITSINGH-HDFC-XXXXXXXXXX6241-PERSONAL,0000366379636396,25/11/23,,11200.0,524666.3
25/11/23,POS 416021XXXXXX9966 AIRTEL POS DEBIT,517005263616,25/11/23,120.0,,524546.3
25/11/23,IMPS-545688740991-ARJUNMEHTA-HDFC-XXXXXXXXXX7547-PERSONAL,0000545688740991,25/11/23,,7500.0,532046.3
25/11/23,NWD-416021XXXXXX1640-S18634-BANJARA HILLS,270360016613,25/11/23,249.0,,531797.3
25/11/23,IMPS-827477538182-ADITYAKUMAR-HDFC-XXXXXXXXXX2695-PERSONAL,0000827477538182,25/11/23,,850.0,532647.3
28/11/23,IMPS-541277962678-SURESHBABU-HDFC-XXXXXXXXXX2094-PERSONAL,0000541277962678,28/11/23,,1200.0,533847.3
28/11/23,IMPS-356068366998-NIKHILGUPTA-HDFC-XXXXXXXXXX5588-PERSONAL,0000356068366998,28/11/23,,18500.0,552347.3
01/12/23,UPI-461347855785-gopalnaik699@ybl-OK,461347855785,01/12/23,699.0,,551648.3
02/12/23,POS 416021XXXXXX4577 SWIGGY POS DEBIT,734229319414,02/12/23,1680.0,,549968.3
02/12/23,POS 416021XXXXXX7771 MEDPLUS POS DEBIT,538899476573,02/12/23,2380.0,,547588.3
02/12/23,UPI-573625626625-vinaypatil166@paytm-OK,573625626625,02/12/23,5200.0,,542388.3
02/12/23,UPI-828049721536-poojasharm851@okhdfcbank-OK,828049721536,02/12/23,2380.0,,540008.3
03/12/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4949 IB313187552373,313187552373,03/12/23,699.0,,539309.3
04/12/23,UPI-055119570465-reshmakhan923@okhdfcbank-OK,055119570465,04/12/23,999.0,,538310.3
04/12/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0470 IB196801061031,196801061031,04/12/23,5200.0,,533110.3
05/12/23,NWD-416021XXXXXX2271-S17770-KORAMANGALA,056894338951,05/12/23,49.0,,533061.3
12/12/23,IMPS-256206354004-SANTOSHKUMAR-HDFC-XXXXXXXXXX1206-PERSONAL,0000256206354004,12/12/23,,24000.0,557061.3
13/12/23,POS 416021XXXXXX6187 UBER POS DEBIT,286053248271,13/12/23,999.0,,556062.3
14/12/23,UPI-169136211365-priyanair190@oksbi-OK,169136211365,14/12/23,249.0,,555813.3
15/12/23,UPI-338333843586-tarageorge316@ybl-OK,338333843586,15/12/23,999.0,,554814.3
17/12/23,IMPS-124911144943-TARASINGH-HDFC-XXXXXXXXXX0646-PERSONAL,0000124911144943,17/12/23,,500.0,555314.3
17/12/23,NWD-416021XXXXXX9891-S15778-MARATHAHALLI,981415413102,17/12/23,5200.0,,550114.3
19/12/23,IMPS-117176501485-KAVERIMENON-HDFC-XXXXXXXXXX5368-PERSONAL,0000117176501485,19/12/23,,850.0,550964.3
20/12/23,POS 416021XXXXXX7588 AIRTEL POS DEBIT,606546794163,20/12/23,310.0,,550654.3
20/12/23,IMPS-441928381338-RAHULSINGH-HDFC-XXXXXXXXXX9865-PERSONAL,0000441928381338,20/12/23,,11200.0,561854.3
21/12/23,IMPS-298055187924-DIVYAMENON-HDFC-XXXXXXXXXX9832-PERSONAL,0000298055187924,21/12/23,,7500.0,569354.3
21/12/23,UPI-901149384711-tarageorge687@oksbi-OK,901149384711,21/12/23,310.0,,569044.3
23/12/23,UPI-442793923600-arjunmehta967@okhdfcbank-OK,442793923600,23/12/23,5200.0,,563844.3
24/12/23,UPI-114687355871-ayeshakhan620@ybl-OK,114687355871,24/12/23,2380.0,,561464.3
26/12/23,IMPS-379054088110-SURESHNAIR-HDFC-XXXXXXXXXX7995-PERSONAL,0000379054088110,26/12/23,,4800.0,566264.3
27/12/23,POS 416021XXXXXX1172 BESCOM POS DEBIT,054727788394,27/12/23,79.0,,566185.3
28/12/23,NWD-416021XXXXXX0207-S15441-SECUNDERABAD,260403967099,28/12/23,249.0,,565936.3
28/12/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6631 IB034683786646,034683786646,28/12/23,449.0,,565487.3
28/12/23,UPI-839279665200-anjalirao524@okaxis-OK,839279665200,28/12/23,120.0,,565367.3
31/12/23,IMPS-280791000638-LAKSHMIVENKAT-HDFC-XXXXXXXXXX5461-PERSONAL,0000280791000638,31/12/23,,1200.0,566567.3
31/12/23,NWD-416021XXXXXX2255-S19252-SECUNDERABAD,326933364022,31/12/23,1680.0,,564887.3
07/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5510 IB117828609873,117828609873,07/01/24,3499.0,,561388.3
07/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX1409 IB849276192600,849276192600,07/01/24,3499.0,,557889.3
09/01/24,IMPS-957877027746-MEERAPILLAI-HDFC-XXXXXXXXXX7335-PERSONAL,0000957877027746,09/01/24,,500.0,558389.3
09/01/24,NWD-416021XXXXXX0569-S16864-KORAMANGALA,998868188398,09/01/24,1250.0,,557139.3
09/01/24,POS 416021XXXXXX0776 BESCOM POS DEBIT,883863500671,09/01/24,1250.0,,555889.3
09/01/24,IMPS-674558523123-RAHULSINGH-HDFC-XXXXXXXXXX7667-PERSONAL,0000674558523123,09/01/24,,1200.0,557089.3
11/01/24,NWD-416021XXXXXX9321-S19135-KORAMANGALA,120663504506,11/01/24,1680.0,,555409.3
12/01/24,IMPS-909645135630-ARCHANAPILLAI-HDFC-XXXXXXXXXX1099-PERSONAL,0000909645135630,12/01/24,,7500.0,562909.3
12/01/24,IMPS-499818621143-TANVIRAO-HDFC-XXXXXXXXXX6304-PERSONAL,0000499818621143,12/01/24,,500.0,563409.3
12/01/24,IMPS-958493377825-ADITYAKUMAR-HDFC-XXXXXXXXXX6679-PERSONAL,0000958493377825,12/01/24,,18500.0,581909.3
13/01/24,IMPS-525392987211-KIRANREDDY-HDFC-XXXXXXXXXX4738-PERSONAL,0000525392987211,13/01/24,,4800.0,586709.3
14/01/24,IMPS-546823552016-CHANDANSHARMA-HDFC-XXXXXXXXXX7241-PERSONAL,0000546823552016,14/01/24,,4800.0,591509.3
15/01/24,POS 416021XXXXXX8741 BPCL POS DEBIT,702201833886,15/01/24,49.0,,591460.3
15/01/24,IMPS-412102282004-KIRANREDDY-HDFC-XXXXXXXXXX3115-PERSONAL,0000412102282004,15/01/24,,500.0,591960.3
16/01/24,POS 416021XXXXXX2790 RELIANCE FRESH POS DEBIT,136904876073,16/01/24,999.0,,590961.3
16/01/24,UPI-583551922395-arjunmehta150@oksbi-OK,583551922395,16/01/24,79.0,,590882.3
16/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4499 IB963543754487,963543754487,16/01/24,310.0,,590572.3
16/01/24,POS 416021XXXXXX6280 ZOMATO POS DEBIT,021638674753,16/01/24,1250.0,,589322.3
17/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4920 IB924426244858,924426244858,17/01/24,5200.0,,584122.3
18/01/24,POS 416021XXXXXX9809 SWIGGY POS DEBIT,214131162694,18/01/24,699.0,,583423.3
19/01/24,NWD-416021XXXXXX1923-S13334-KORAMANGALA,557520832494,19/01/24,449.0,,582974.3
19/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5701 IB457107941365,457107941365,19/01/24,449.0,,582525.3
20/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9099 IB749795324656,749795324656,20/01/24,999.0,,581526.3
22/01/24,POS 416021XXXXXX4167 AMAZON POS DEBIT,804755650180,22/01/24,79.0,,581447.3
22/01/24,IMPS-830119464075-LATHADEVI-HDFC-XXXXXXXXXX8443-PERSONAL,0000830119464075,22/01/24,,500.0,581947.3
22/01/24,IMPS-103203072189-VIKRAMNAIR-HDFC-XXXXXXXXXX9118-PERSONAL,0000103203072189,22/01/24,,11200.0,593147.3
25/01/24,POS 416021XXXXXX1943 JIO POS DEBIT,811825829897,25/01/24,7800.0,,585347.3
25/01/24,IMPS-453135586636-FARHANKHAN-HDFC-XXXXXXXXXX5817-PERSONAL,0000453135586636,25/01/24,,1200.0,586547.3
26/01/24,UPI-879498750509-rohitsharm583@okaxis-OK,879498750509,26/01/24,120.0,,586427.3
29/01/24,POS 416021XXXXXX1803 FLIPKART POS DEBIT,451330342537,29/01/24,999.0,,585428.3
29/01/24,IB BILLPAY DR-HDFCPE-545964XXXXXX0108 IB311880927425,311880927425,29/01/24,2380.0,,583048.3
30/01/24,NWD-416021XXXXXX5785-S18134-WHITEFIELD,675987733589,30/01/24,1250.0,,581798.3
01/02/24,IMPS-346744088483-BINDHUNAIR-HDFC-XXXXXXXXXX2960-PERSONAL,0000346744088483,01/02/24,,500.0,582298.3
01/02/24,IMPS-900462713292-SHAHIDKHAN-HDFC-XXXXXXXXXX2706-PERSONAL,0000900462713292,01/02/24,,11200.0,593498.3
01/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX3633 IB720254326221,720254326221,01/02/24,1680.0,,591818.3
05/02/24,POS 416021XXXXXX7174 UBER POS DEBIT,945896598441,05/02/24,999.0,,590819.3
05/02/24,NWD-416021XXXXXX1724-S10013-MANGALURU,254710571525,05/02/24,2380.0,,588439.3
06/02/24,IMPS-421579516590-RESHMAKHAN-HDFC-XXXXXXXXXX2227-PERSONAL,0000421579516590,06/02/24,,4800.0,593239.3
07/02/24,POS 416021XXXXXX1935 ZOMATO POS DEBIT,337690027481,07/02/24,850.0,,592389.3
08/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4757 IB454984380157,454984380157,08/02/24,699.0,,591690.3
10/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX3526 IB612087463490,612087463490,10/02/24,79.0,,591611.3
14/02/24,NWD-416021XXXXXX3219-S19042-BANJARA HILLS,772846758153,14/02/24,449.0,,591162.3
19/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9111 IB397287327551,397287327551,19/02/24,310.0,,590852.3
21/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX3496 IB575353997224,575353997224,21/02/24,79.0,,590773.3
21/02/24,UPI-182053516602-kiranreddy676@paytm-OK,182053516602,21/02/24,449.0,,590324.3
22/02/24,NWD-416021XXXXXX5259-S16268-MYSURU,982752282796,22/02/24,999.0,,589325.3
23/02/24,UPI-462454643215-meerapilla412@okaxis-OK,462454643215,23/02/24,120.0,,589205.3
24/02/24,POS 416021XXXXXX7694 BESCOM POS DEBIT,218266194527,24/02/24,310.0,,588895.3
25/02/24,POS 416021XXXXXX2996 AIRTEL POS DEBIT,439551566121,25/02/24,5200.0,,583695.3
25/02/24,NWD-416021XXXXXX8218-S15834-KORAMANGALA,988719692155,25/02/24,249.0,,583446.3
25/02/24,POS 416021XXXXXX6349 UBER POS DEBIT,898472719973,25/02/24,449.0,,582997.3
26/02/24,POS 416021XXXXXX7807 APOLLO PHARMACY POS DEBIT,390247195067,26/02/24,449.0,,582548.3
27/02/24,POS 416021XXXXXX9618 BESCOM POS DEBIT,386842743970,27/02/24,2380.0,,580168.3
27/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX8985 IB141146163462,141146163462,27/02/24,1680.0,,578488.3
28/02/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5551 IB379942009433,379942009433,28/02/24,449.0,,578039.3
01/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX8648 IB048821053382,048821053382,01/03/24,3499.0,,574540.3
01/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX2656 IB411180395967,411180395967,01/03/24,2380.0,,572160.3
02/03/24,POS 416021XXXXXX1034 HPCL POS DEBIT,981876088711,02/03/24,3499.0,,568661.3
03/03/24,IMPS-700489658698-RAVIKUMAR-HDFC-XXXXXXXXXX8330-PERSONAL,0000700489658698,03/03/24,,2500.0,571161.3
04/03/24,NWD-416021XXXXXX8649-S16129-BTM LAYOUT,453086724744,04/03/24,1250.0,,569911.3
04/03/24,UPI-504339837884-vikramnair902@oksbi-OK,504339837884,04/03/24,2380.0,,567531.3
07/03/24,IMPS-869631289117-ARJUNMEHTA-HDFC-XXXXXXXXXX2901-PERSONAL,0000869631289117,07/03/24,,7500.0,575031.3
08/03/24,UPI-769647588690-harishmeno942@oksbi-OK,769647588690,08/03/24,850.0,,574181.3
09/03/24,IMPS-402532547122-POOJASHARMA-HDFC-XXXXXXXXXX4861-PERSONAL,0000402532547122,09/03/24,,7500.0,581681.3
12/03/24,NWD-416021XXXXXX5055-S13697-WHITEFIELD,879205096219,12/03/24,699.0,,580982.3
12/03/24,POS 416021XXXXXX6838 ZOMATO POS DEBIT,965108935464,12/03/24,3499.0,,577483.3
12/03/24,UPI-743076467178-poojasharm817@oksbi-OK,743076467178,12/03/24,850.0,,576633.3
12/03/24,POS 416021XXXXXX2702 UBER POS DEBIT,687438634274,12/03/24,449.0,,576184.3
14/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX1027 IB444574371470,444574371470,14/03/24,1250.0,,574934.3
15/03/24,POS 416021XXXXXX9125 OLA POS DEBIT,672087081131,15/03/24,2380.0,,572554.3
15/03/24,UPI-018089479462-divyamenon997@okhdfcbank-OK,018089479462,15/03/24,999.0,,571555.3
16/03/24,IMPS-867083214204-TARAGEORGE-HDFC-XXXXXXXXXX0828-PERSONAL,0000867083214204,16/03/24,,7500.0,579055.3
