Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
22/05/23,POS 416021XXXXXX5870 OLA POS DEBIT,714541231567,22/05/23,2380.0,,452166.33
22/05/23,POS 416021XXXXXX3898 OLA POS DEBIT,212576140958,22/05/23,310.0,,451856.33
23/05/23,IMPS-521886335562-ARUNSHARMA-HDFC-XXXXXXXXXX1329-PERSONAL,0000521886335562,23/05/23,,850.0,452706.33
23/05/23,NWD-416021XXXXXX9891-S17008-MANGALURU,240451611784,23/05/23,120.0,,452586.33
24/05/23,IMPS-239508510768-MEERAPILLAI-HDFC-XXXXXXXXXX5738-PERSONAL,0000239508510768,24/05/23,,18500.0,471086.33
24/05/23,POS 416021XXXXXX6878 BOOKMYSHOW POS DEBIT,373417051665,24/05/23,2380.0,,468706.33
25/05/23,UPI-436826594533-arjunmehta121@paytm-OK,436826594533,25/05/23,1680.0,,467026.33
25/05/23,UPI-116988590363-meerapilla480@okhdfcbank-OK,116988590363,25/05/23,3499.0,,463527.33
25/05/23,IMPS-337690353626-RESHMAKHAN-HDFC-XXXXXXXXXX9656-PERSONAL,0000337690353626,25/05/23,,2500.0,466027.33
26/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4409 IB103470352825,103470352825,26/05/23,310.0,,465717.33
27/05/23,POS 416021XXXXXX8196 PVR CINEMAS POS DEBIT,142695783969,27/05/23,3499.0,,462218.33
28/05/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5249 IB324969853191,324969853191,28/05/23,49.0,,462169.33
29/05/23,NWD-416021XXXXXX2097-S13319-MYSURU,687616001469,29/05/23,5200.0,,456969.33
29/05/23,IMPS-308639928810-PRADEEPSINGH-HDFC-XXXXXXXXXX8155-PERSONAL,0000308639928810,29/05/23,,18500.0,475469.33
30/05/23,IMPS-575090184285-DIVYAMENON-HDFC-XXXXXXXXXX5209-PERSONAL,0000575090184285,30/05/23,,24000.0,499469.33
31/05/23,NWD-416021XXXXXX0715-S14980-HSR LAYOUT,016431198249,31/05/23,999.0,,498470.33
01/06/23,IMPS-736270105631-RAJESHVERMA-HDFC-XXXXXXXXXX7618-PERSONAL,0000736270105631,01/06/23,,7500.0,505970.33
02/06/23,FT - CR - 633028883229 - SALARY CREDIT,314854617585,02/06/23,,78000.0,583970.33
02/06/23,UPI-087476615271-kiranreddy531@okaxis-OK,087476615271,02/06/23,79.0,,583891.33
02/06/23,POS 416021XXXXXX4460 AMAZON POS DEBIT,622566727232,02/06/23,1680.0,,582211.33
03/06/23,POS 416021XXXXXX8388 AMAZON POS DEBIT,649864850337,03/06/23,999.0,,581212.33
04/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4419 IB995039038564,995039038564,04/06/23,999.0,,580213.33
04/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2444 IB260523621433,260523621433,04/06/23,1680.0,,578533.33
05/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5644 IB669286384648,669286384648,05/06/23,120.0,,578413.33
05/06/23,IMPS-658933001351-ARUNSHARMA-HDFC-XXXXXXXXXX0475-PERSONAL,0000658933001351,05/06/23,,2500.0,580913.33
05/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0307 IB133360377051,133360377051,05/06/23,699.0,,580214.33
05/06/23,NWD-416021XXXXXX7513-S16267-MANGALURU,132429839198,05/06/23,7800.0,,572414.33
05/06/23,UPI-725845400824-meerapilla549@ybl-OK,725845400824,05/06/23,1250.0,,571164.33
07/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1380 IB916642584053,916642584053,07/06/23,1250.0,,569914.33
07/06/23,NEFT DR-HDFC0303076-VIKRAM NAIR-792867660019-RENT,395469928317,07/06/23,18000.0,,551914.33
07/06/23,POS 416021XXXXXX3920 DMART POS DEBIT,792199666466,07/06/23,1250.0,,550664.33
08/06/23,UPI-489314745829-divyamenon652@oksbi-OK,489314745829,08/06/23,79.0,,550585.33
08/06/23,IMPS-788215852268-GEETADEVI-HDFC-XXXXXXXXXX9723-PERSONAL,0000788215852268,08/06/23,,18500.0,569085.33
08/06/23,POS 416021XXXXXX4319 DMART POS DEBIT,974012156588,08/06/23,1680.0,,567405.33
09/06/23,POS 416021XXXXXX9038 BPCL POS DEBIT,307760163333,09/06/23,7800.0,,559605.33
10/06/23,NWD-416021XXXXXX6176-S16979-KORAMANGALA,019370019132,10/06/23,1680.0,,557925.33
10/06/23,POS 416021XXXXXX0335 IRCTC POS DEBIT,511204620375,10/06/23,1250.0,,556675.33
11/06/23,POS 416021XXXXXX6174 JIO POS DEBIT,319205786665,11/06/23,1250.0,,555425.33
11/06/23,IMPS-462356487669-RAMESHPILLAI-HDFC-XXXXXXXXXX8078-PERSONAL,0000462356487669,11/06/23,,18500.0,573925.33
12/06/23,UPI-665703579872-tarageorge406@paytm-OK,665703579872,12/06/23,5200.0,,568725.33
13/06/23,IMPS-401563629800-CHANDANSHARMA-HDFC-XXXXXXXXXX5459-PERSONAL,0000401563629800,13/06/23,,500.0,569225.33
14/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4392 IB033244866399,033244866399,14/06/23,3499.0,,565726.33
14/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4073 IB517594695053,517594695053,14/06/23,850.0,,564876.33
14/06/23,NWD-416021XXXXXX1798-S18778-PUNE,846052586396,14/06/23,5200.0,,559676.33
14/06/23,NWD-416021XXXXXX4494-S13667-BANJARA HILLS,925580599431,14/06/23,1250.0,,558426.33
14/06/23,NWD-416021XXXXXX2339-S11842-INDIRANAGAR,078337120544,14/06/23,310.0,,558116.33
14/06/23,NWD-416021XXXXXX4703-S19171-MANGALURU,647096033663,14/06/23,310.0,,557806.33
15/06/23,UPI-971530897047-kavyareddy863@ybl-OK,971530897047,15/06/23,699.0,,557107.33
15/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7442 IB203144179600,203144179600,15/06/23,249.0,,556858.33
16/06/23,NWD-416021XXXXXX3949-S16650-MARATHAHALLI,709925129787,16/06/23,2380.0,,554478.33
16/06/23,IMPS-152121291834-NAVEENKUMAR-HDFC-XXXXXXXXXX3896-PERSONAL,0000152121291834,16/06/23,,7500.0,561978.33
17/06/23,UPI-711405725216-divyamenon758@okhdfcbank-OK,711405725216,17/06/23,310.0,,561668.33
18/06/23,IMPS-567517875767-SUSHMARAO-HDFC-XXXXXXXXXX6865-PERSONAL,0000567517875767,18/06/23,,2500.0,564168.33
19/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5544 IB905028190121,905028190121,19/06/23,5200.0,,558968.33
19/06/23,IMPS-053281104846-PREETHIIYER-HDFC-XXXXXXXXXX1280-PERSONAL,0000053281104846,19/06/23,,850.0,559818.33
19/06/23,UPI-118922759311-lathadevi440@okaxis-OK,118922759311,19/06/23,449.0,,559369.33
21/06/23,IMPS-728913867635-PADMARAO-HDFC-XXXXXXXXXX6969-PERSONAL,0000728913867635,21/06/23,,11200.0,570569.33
21/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9529 IB117449280920,117449280920,21/06/23,2380.0,,568189.33
21/06/23,UPI-247485753811-divyamenon579@okhdfcbank-OK,247485753811,21/06/23,310.0,,567879.33
21/06/23,NWD-416021XXXXXX1668-S19508-JAYANAGAR,203799596488,21/06/23,120.0,,567759.33
22/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0503 IB019518178320,019518178320,22/06/23,850.0,,566909.33
24/06/23,NWD-416021XXXXXX5962-S10485-HSR LAYOUT,892744785085,24/06/23,120.0,,566789.33
25/06/23,CREDIT INTEREST CAPITALISED,122753615861,25/06/23,,97.53,566886.86
25/06/23,GST ON BANK CHARGES,239523591967,25/06/23,17.7,,566869.16
25/06/23,UPI-280569617052-smitharao557@ybl-OK,280569617052,25/06/23,1250.0,,565619.16
25/06/23,UPI-778665055761-tarageorge860@paytm-OK,778665055761,25/06/23,249.0,,565370.16
26/06/23,IMPS-418652147232-KAVYAREDDY-HDFC-XXXXXXXXXX9407-PERSONAL,0000418652147232,26/06/23,,7500.0,572870.16
26/06/23,NWD-416021XXXXXX7168-S11904-KUKATPALLY,258159136676,26/06/23,1250.0,,571620.16
27/06/23,NWD-416021XXXXXX8408-S11345-MANGALURU,014934701204,27/06/23,49.0,,571571.16
27/06/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5533 IB333098127275,333098127275,27/06/23,3499.0,,568072.16
27/06/23,NWD-416021XXXXXX8348-S18849-INDIRANAGAR,250503923962,27/06/23,310.0,,567762.16
01/07/23,NWD-416021XXXXXX8358-S13627-WHITEFIELD,971317422498,01/07/23,850.0,,566912.16
01/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5725 IB898590139497,898590139497,01/07/23,49.0,,566863.16
01/07/23,UPI-419614026568-rohitsharm513@paytm-OK,419614026568,01/07/23,699.0,,566164.16
01/07/23,IMPS-718401623725-SMITHAPILLAI-HDFC-XXXXXXXXXX6617-PERSONAL,0000718401623725,01/07/23,,24000.0,590164.16
02/07/23,UPI-897053496402-farhankhan263@ybl-OK,897053496402,02/07/23,249.0,,589915.16
02/07/23,FT - CR - 447970311428 - SALARY CREDIT,986930768185,02/07/23,,78500.0,668415.16
03/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7147 IB967105993250,967105993250,03/07/23,5200.0,,663215.16
04/07/23,IMPS-715320874990-ARCHANAPILLAI-HDFC-XXXXXXXXXX4687-PERSONAL,0000715320874990,04/07/23,,2500.0,665715.16
04/07/23,UPI-053651660694-reshmakhan203@paytm-OK,053651660694,04/07/23,2380.0,,663335.16
05/07/23,IMPS-003464476593-GEETADEVI-HDFC-XXXXXXXXXX7159-PERSONAL,0000003464476593,05/07/23,,24000.0,687335.16
06/07/23,IMPS-226702664644-RAJENDRAPRASAD-HDFC-XXXXXXXXXX7535-PERSONAL,0000226702664644,06/07/23,,850.0,688185.16
07/07/23,NWD-416021XXXXXX0203-S13663-JAYANAGAR,824096829206,07/07/23,999.0,,687186.16
07/07/23,NEFT DR-HDFC0272264-MEERA PILLAI-385434888333-RENT,305607974611,07/07/23,18000.0,,669186.16
07/07/23,NWD-416021XXXXXX4740-S16134-SECUNDERABAD,690270102119,07/07/23,120.0,,669066.16
08/07/23,IMPS-194844669923-BINDHUNAIR-HDFC-XXXXXXXXXX4151-PERSONAL,0000194844669923,08/07/23,,18500.0,687566.16
09/07/23,UPI-528350760936-ayeshakhan390@oksbi-OK,528350760936,09/07/23,3499.0,,684067.16
09/07/23,IMPS-577276060648-PRIYANAIR-HDFC-XXXXXXXXXX7063-PERSONAL,0000577276060648,09/07/23,,500.0,684567.16
09/07/23,POS 416021XXXXXX7017 DMART POS DEBIT,344662369411,09/07/23,699.0,,683868.16
09/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1812 IB177962450709,177962450709,09/07/23,49.0,,683819.16
10/07/23,IMPS-774816259038-LAKSHMIVENKAT-HDFC-XXXXXXXXXX2761-PERSONAL,0000774816259038,10/07/23,,24000.0,707819.16
11/07/23,UPI-817385934974-mohandas445@okhdfcbank-OK,817385934974,11/07/23,79.0,,707740.16
11/07/23,NWD-416021XXXXXX4687-S18526-PUNE,364748558517,11/07/23,3499.0,,704241.16
12/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4818 IB286399186230,286399186230,12/07/23,449.0,,703792.16
13/07/23,IMPS-900147418767-SNEHAPATIL-HDFC-XXXXXXXXXX5861-PERSONAL,0000900147418767,13/07/23,,850.0,704642.16
14/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8243 IB844826676469,844826676469,14/07/23,310.0,,704332.16
14/07/23,NWD-416021XXXXXX3020-S19387-INDIRANAGAR,678434263248,14/07/23,850.0,,703482.16
15/07/23,NWD-416021XXXXXX1306-S17814-KUKATPALLY,118796864894,15/07/23,1680.0,,701802.16
15/07/23,NWD-416021XXXXXX3273-S18382-KUKATPALLY,912130976793,15/07/23,79.0,,701723.16
16/07/23,UPI-017325175813-vinaypatil898@okhdfcbank-OK,017325175813,16/07/23,2380.0,,699343.16
16/07/23,POS 416021XXXXXX1767 SWIGGY POS DEBIT,587649879800,16/07/23,120.0,,699223.16
17/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX4426 IB660269852857,660269852857,17/07/23,1250.0,,697973.16
18/07/23,UPI-886808630779-reshmakhan374@okhdfcbank-OK,886808630779,18/07/23,3499.0,,694474.16
18/07/23,UPI-602759711031-lathadevi250@oksbi-OK,602759711031,18/07/23,850.0,,693624.16
19/07/23,IMPS-319102559975-SMITHARAO-HDFC-XXXXXXXXXX6997-PERSONAL,0000319102559975,19/07/23,,7500.0,701124.16
20/07/23,POS 416021XXXXXX7403 SWIGGY POS DEBIT,324003472754,20/07/23,120.0,,701004.16
20/07/23,POS 416021XXXXXX7377 BOOKMYSHOW POS DEBIT,417454434234,20/07/23,2380.0,,698624.16
21/07/23,NWD-416021XXXXXX1680-S11591-KUKATPALLY,462139296083,21/07/23,999.0,,697625.16
21/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7487 IB646611850017,646611850017,21/07/23,249.0,,697376.16
21/07/23,UPI-458773668919-vinaypatil96@paytm-OK,458773668919,21/07/23,120.0,,697256.16
22/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6226 IB731335202420,731335202420,22/07/23,5200.0,,692056.16
23/07/23,UPI-342597448557-divyamenon51@ybl-OK,342597448557,23/07/23,850.0,,691206.16
24/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7540 IB669486983074,669486983074,24/07/23,49.0,,691157.16
24/07/23,UPI-117333071078-anjalirao766@oksbi-OK,117333071078,24/07/23,310.0,,690847.16
25/07/23,IMPS-698000022957-RAJENDRAPRASAD-HDFC-XXXXXXXXXX9721-PERSONAL,0000698000022957,25/07/23,,11200.0,702047.16
25/07/23,POS 416021XXXXXX2756 IRCTC POS DEBIT,093928439104,25/07/23,999.0,,701048.16
25/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX2291 IB731730017015,731730017015,25/07/23,249.0,,700799.16
25/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5999 IB474553170394,474553170394,25/07/23,2380.0,,698419.16
25/07/23,IB BILLPAY DR-HDFCPE-545964XXXXXX8627 IB712180507617,712180507617,25/07/23,999.0,,697420.16
26/07/23,NWD-416021XXXXXX1572-S15343-JAYANAGAR,303507387640,26/07/23,120.0,,697300.16
26/07/23,POS 416021XXXXXX7223 FLIPKART POS DEBIT,169443393723,26/07/23,7800.0,,689500.16
27/07/23,NWD-416021XXXXXX6733-S11329-PUNE,901636246371,27/07/23,49.0,,689451.16
29/07/23,IMPS-776343028102-RANJITSINGH-HDFC-XXXXXXXXXX1173-PERSONAL,0000776343028102,29/07/23,,850.0,690301.16
29/07/23,IMPS-691069140776-SANTOSHKUMAR-HDFC-XXXXXXXXXX8664-PERSONAL,0000691069140776,29/07/23,,11200.0,701501.16
31/07/23,NWD-416021XXXXXX9648-S10689-HSR LAYOUT,893144937836,31/07/23,120.0,,701381.16
01/08/23,FT - CR - 782838488805 - SALARY CREDIT,765177608800,01/08/23,,78500.0,779881.16
01/08/23,IMPS-156047488908-ADITYAKUMAR-HDFC-XXXXXXXXXX6116-PERSONAL,0000156047488908,01/08/23,,1200.0,781081.16
02/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5378 IB181397285306,181397285306,02/08/23,999.0,,780082.16
03/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5937 IB333568689165,333568689165,03/08/23,120.0,,779962.16
03/08/23,POS 416021XXXXXX3608 PVR CINEMAS POS DEBIT,581970871883,03/08/23,49.0,,779913.16
04/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1022 IB164716448987,164716448987,04/08/23,449.0,,779464.16
05/08/23,NWD-416021XXXXXX2784-S16638-MANGALURU,785295519840,05/08/23,7800.0,,771664.16
06/08/23,NEFT DR-HDFC0735758-VIKRAM NAIR-963437750261-RENT,797008353616,06/08/23,22000.0,,749664.16
06/08/23,IMPS-525170916014-PRADEEPSINGH-HDFC-XXXXXXXXXX4101-PERSONAL,0000525170916014,06/08/23,,7500.0,757164.16
06/08/23,POS 416021XXXXXX0391 IOCL POS DEBIT,609845507323,06/08/23,999.0,,756165.16
06/08/23,NWD-416021XXXXXX8833-S18451-PUNE,005361213025,06/08/23,5200.0,,750965.16
07/08/23,IMPS-756843538226-TANVIRAO-HDFC-XXXXXXXXXX8964-PERSONAL,0000756843538226,07/08/23,,500.0,751465.16
08/08/23,IMPS-309724470930-MEENAIYER-HDFC-XXXXXXXXXX3687-PERSONAL,0000309724470930,08/08/23,,11200.0,762665.16
08/08/23,IMPS-508894292729-LALITHADEVI-HDFC-XXXXXXXXXX4190-PERSONAL,0000508894292729,08/08/23,,850.0,763515.16
10/08/23,UPI-468323466649-priyanair443@okaxis-OK,468323466649,10/08/23,850.0,,762665.16
10/08/23,NEFT-333364831720-SOUTHERN RETAILS-REIMB-448934-HDFC0547708,082623008600,10/08/23,,12000.0,774665.16
10/08/23,IMPS-570623985257-SANTOSHKUMAR-HDFC-XXXXXXXXXX4597-PERSONAL,0000570623985257,10/08/23,,4800.0,779465.16
10/08/23,IMPS-407748066737-CHANDANSHARMA-HDFC-XXXXXXXXXX5849-PERSONAL,0000407748066737,10/08/23,,18500.0,797965.16
11/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0962 IB062938161386,062938161386,11/08/23,249.0,,797716.16
12/08/23,UPI-534285341161-lathadevi188@ybl-OK,534285341161,12/08/23,3499.0,,794217.16
13/08/23,UPI-094037217941-harishmeno157@paytm-OK,094037217941,13/08/23,120.0,,794097.16
13/08/23,IMPS-892040735566-CHANDANSHARMA-HDFC-XXXXXXXXXX4805-PERSONAL,0000892040735566,13/08/23,,850.0,794947.16
14/08/23,UPI-773355059976-farhankhan82@okhdfcbank-OK,773355059976,14/08/23,310.0,,794637.16
16/08/23,POS 416021XXXXXX5432 HPCL POS DEBIT,913098481702,16/08/23,120.0,,794517.16
16/08/23,IMPS-160656273169-SUSHMARAO-HDFC-XXXXXXXXXX9717-PERSONAL,0000160656273169,16/08/23,,11200.0,805717.16
17/08/23,IMPS-357104649043-SUNITADEVI-HDFC-XXXXXXXXXX3586-PERSONAL,0000357104649043,17/08/23,,500.0,806217.16
17/08/23,UPI-202229860767-divyamenon997@oksbi-OK,202229860767,17/08/23,49.0,,806168.16
18/08/23,IMPS-883069972113-LAKSHMIVENKAT-HDFC-XXXXXXXXXX8998-PERSONAL,0000883069972113,18/08/23,,1200.0,807368.16
19/08/23,POS 416021XXXXXX3222 MEDPLUS POS DEBIT,995423384714,19/08/23,3499.0,,803869.16
20/08/23,UPI-438911524371-mohandas496@paytm-OK,438911524371,20/08/23,2380.0,,801489.16
21/08/23,NWD-416021XXXXXX5307-S16411-HYDERABAD,843057566867,21/08/23,2380.0,,799109.16
21/08/23,UPI-737687579265-sunilshett830@okaxis-OK,737687579265,21/08/23,2380.0,,796729.16
21/08/23,NWD-416021XXXXXX1216-S18584-JAYANAGAR,212530302259,21/08/23,3499.0,,793230.16
21/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3857 IB465509630441,465509630441,21/08/23,1680.0,,791550.16
24/08/23,UPI-263706019628-rajeshverm27@okaxis-OK,263706019628,24/08/23,449.0,,791101.16
24/08/23,UPI-190656474866-rajeshverm726@ybl-OK,190656474866,24/08/23,120.0,,790981.16
25/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX1462 IB761733453793,761733453793,25/08/23,999.0,,789982.16
25/08/23,NWD-416021XXXXXX1012-S10563-HYDERABAD,688108398833,25/08/23,120.0,,789862.16
25/08/23,UPI-115312041789-divyamenon492@ybl-OK,115312041789,25/08/23,3499.0,,786363.16
26/08/23,NWD-416021XXXXXX3190-S17142-BANJARA HILLS,511142031476,26/08/23,699.0,,785664.16
26/08/23,POS 416021XXXXXX8119 APOLLO PHARMACY POS DEBIT,619001915228,26/08/23,1250.0,,784414.16
26/08/23,IMPS-999886007981-KIRANREDDY-HDFC-XXXXXXXXXX5453-PERSONAL,0000999886007981,26/08/23,,24000.0,808414.16
27/08/23,POS 416021XXXXXX4321 ZOMATO POS DEBIT,495943456906,27/08/23,49.0,,808365.16
28/08/23,POS 416021XXXXXX7080 UBER POS DEBIT,064498176542,28/08/23,999.0,,807366.16
30/08/23,IB BILLPAY DR-HDFCPE-545964XXXXXX5304 IB443837615728,443837615728,30/08/23,1250.0,,806116.16
30/08/23,IMPS-201238245750-RESHMAKHAN-HDFC-XXXXXXXXXX3711-PERSONAL,0000201238245750,30/08/23,,24000.0,830116.16
30/08/23,IMPS-175544728759-LALITHADEVI-HDFC-XXXXXXXXXX7722-PERSONAL,0000175544728759,30/08/23,,7500.0,837616.16
31/08/23,UPI-080978114326-tarageorge467@okhdfcbank-OK,080978114326,31/08/23,999.0,,836617.16
01/09/23,POS 416021XXXXXX0950 OLA POS DEBIT,852489445962,01/09/23,49.0,,836568.16
01/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX0373 IB878487215590,878487215590,01/09/23,3499.0,,833069.16
02/09/23,NWD-416021XXXXXX7940-S13131-PUNE,151140242451,02/09/23,999.0,,832070.16
02/09/23,NWD-416021XXXXXX1390-S12654-BTM LAYOUT,973791759791,02/09/23,3499.0,,828571.16
03/09/23,FT - CR - 443382296329 - SALARY CREDIT,305010719744,03/09/23,,78500.0,907071.16
03/09/23,POS 416021XXXXXX0346 SWIGGY POS DEBIT,091870197832,03/09/23,310.0,,906761.16
03/09/23,NEFT DR-HDFC0546244-HARISH MENON-726255087243-RENT,076389353127,03/09/23,31000.0,,875761.16
03/09/23,POS 416021XXXXXX6859 APOLLO PHARMACY POS DEBIT,474587214764,03/09/23,5200.0,,870561.16
04/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX7497 IB685686798748,685686798748,04/09/23,850.0,,869711.16
06/09/23,UPI-381454649820-ayeshakhan387@paytm-OK,381454649820,06/09/23,1680.0,,868031.16
06/09/23,POS 416021XXXXXX4853 ZOMATO POS DEBIT,304806104203,06/09/23,2380.0,,865651.16
06/09/23,NWD-416021XXXXXX9232-S13816-WHITEFIELD,000353861675,06/09/23,310.0,,865341.16
06/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX6578 IB239959604884,239959604884,06/09/23,699.0,,864642.16
08/09/23,IMPS-024774038082-SURESHNAIR-HDFC-XXXXXXXXXX5035-PERSONAL,0000024774038082,08/09/23,,500.0,865142.16
08/09/23,POS 416021XXXXXX3286 ZOMATO POS DEBIT,435969374117,08/09/23,120.0,,865022.16
08/09/23,POS 416021XXXXXX5069 UBER POS DEBIT,931578597649,08/09/23,3499.0,,861523.16
09/09/23,UPI-536563051958-vikramnair458@okaxis-OK,536563051958,09/09/23,7800.0,,853723.16
09/09/23,UPI-676488876056-naveenkuma290@okhdfcbank-OK,676488876056,09/09/23,3499.0,,850224.16
10/09/23,IMPS-390252138193-LALITHADEVI-HDFC-XXXXXXXXXX4423-PERSONAL,0000390252138193,10/09/23,,11200.0,861424.16
11/09/23,POS 416021XXXXXX5960 FLIPKART POS DEBIT,398317758583,11/09/23,699.0,,860725.16
11/09/23,NWD-416021XXXXXX9344-S17970-MANGALURU,187526443550,11/09/23,5200.0,,855525.16
12/09/23,UPI-446096027405-gopalnaik91@oksbi-OK,446096027405,12/09/23,7800.0,,847725.16
14/09/23,POS 416021XXXXXX4793 FLIPKART POS DEBIT,556703105135,14/09/23,310.0,,847415.16
15/09/23,POS 416021XXXXXX6082 IOCL POS DEBIT,458396484477,15/09/23,79.0,,847336.16
15/09/23,POS 416021XXXXXX1003 ZOMATO POS DEBIT,609055184886,15/09/23,249.0,,847087.16
16/09/23,NWD-416021XXXXXX1972-S17413-MYSURU,005035355036,16/09/23,850.0,,846237.16
16/09/23,POS 416021XXXXXX6206 HPCL POS DEBIT,116238199941,16/09/23,249.0,,845988.16
18/09/23,IMPS-458736289750-DEEPAKJOSHI-HDFC-XXXXXXXXXX6580-PERSONAL,0000458736289750,18/09/23,,500.0,846488.16
19/09/23,NWD-416021XXXXXX7498-S16020-SECUNDERABAD,639767449493,19/09/23,1250.0,,845238.16
20/09/23,UPI-696242381451-tarageorge904@paytm-OK,696242381451,20/09/23,249.0,,844989.16
20/09/23,POS 416021XXXXXX6953 UBER POS DEBIT,040292882395,20/09/23,1680.0,,843309.16
21/09/23,UPI-263085629632-gopalnaik690@okaxis-OK,263085629632,21/09/23,5200.0,,838109.16
22/09/23,NWD-416021XXXXXX7086-S11827-PUNE,936560874438,22/09/23,1250.0,,836859.16
22/09/23,POS 416021XXXXXX8423 IRCTC POS DEBIT,708359282335,22/09/23,120.0,,836739.16
23/09/23,POS 416021XXXXXX7748 JIO POS DEBIT,013519012705,23/09/23,2380.0,,834359.16
24/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX9201 IB351067605458,351067605458,24/09/23,3499.0,,830860.16
25/09/23,IMPS-360263004495-RAMESHPILLAI-HDFC-XXXXXXXXXX2043-PERSONAL,0000360263004495,25/09/23,,500.0,831360.16
25/09/23,NWD-416021XXXXXX1293-S16160-MARATHAHALLI,228387018032,25/09/23,699.0,,830661.16
25/09/23,CREDIT INTEREST CAPITALISED,880118178729,25/09/23,,201.95,830863.11
25/09/23,GST ON BANK CHARGES,646834211802,25/09/23,17.7,,830845.41
25/09/23,POS 416021XXXXXX5836 UBER POS DEBIT,797037590193,25/09/23,999.0,,829846.41
25/09/23,NWD-416021XXXXXX7463-S17427-JAYANAGAR,062941342686,25/09/23,2380.0,,827466.41
26/09/23,IMPS-081966956986-RAHULSINGH-HDFC-XXXXXXXXXX5891-PERSONAL,0000081966956986,26/09/23,,7500.0,834966.41
26/09/23,UPI-945434468695-sunilshett665@ybl-OK,945434468695,26/09/23,2380.0,,832586.41
27/09/23,NWD-416021XXXXXX2913-S11898-SECUNDERABAD,140368721591,27/09/23,1680.0,,830906.41
27/09/23,IMPS-342929578473-SNEHAPATIL-HDFC-XXXXXXXXXX6588-PERSONAL,0000342929578473,27/09/23,,7500.0,838406.41
27/09/23,POS 416021XXXXXX4688 SWIGGY POS DEBIT,747801478348,27/09/23,449.0,,837957.41
28/09/23,IMPS-539780554458-KIRANREDDY-HDFC-XXXXXXXXXX0286-PERSONAL,0000539780554458,28/09/23,,24000.0,861957.41
28/09/23,IB BILLPAY DR-HDFCPE-545964XXXXXX3798 IB870472395160,870472395160,28/09/23,999.0,,860958.41
28/09/23,NEFT-612140032804-SOUTHERN RETAILS-REIMB-448934-HDFC0055628,048590545406,28/09/23,,12000.0,872958.41
28/09/23,POS 416021XXXXXX2130 APOLLO PHARMACY POS DEBIT,638737637500,28/09/23,120.0,,872838.41
29/09/23,POS 416021XXXXXX6739 SWIGGY POS DEBIT,110061377186,29/09/23,3499.0,,869339.41
29/09/23,NWD-416021XXXXXX6043-S15614-BTM LAYOUT,891453658067,29/09/23,5200.0,,864139.41
29/09/23,NWD-416021XXXXXX8660-S10053-INDIRANAGAR,058032588935,29/09/23,249.0,,863890.41
01/10/23,FT - CR - 973355878442 - SALARY CREDIT,701226497061,01/10/23,,78500.0,942390.41
01/10/23,POS 416021XXXXXX9786 MEDPLUS POS DEBIT,572410608705,01/10/23,120.0,,942270.41
02/10/23,UPI-280133099289-divyamenon363@paytm-OK,280133099289,02/10/23,3499.0,,938771.41
02/10/23,IMPS-811462010161-SNEHAPATIL-HDFC-XXXXXXXXXX2445-PERSONAL,0000811462010161,02/10/23,,500.0,939271.41
02/10/23,UPI-699582258742-rajeshverm671@okaxis-OK,699582258742,02/10/23,2380.0,,936891.41
03/10/23,UPI-916117909123-rajeshverm713@okaxis-OK,916117909123,03/10/23,699.0,,936192.41
