DATE,MODE**,PARTICULARS,DEPOSITS,WITHDRAWALS,BALANCE
24-08-2023,BILL,BIL/INFT/413583994233/MEDPLUS/PAYMENT,,5200.0,470633.01
24-08-2023,BILL,BIL/INFT/531744031772/APOLLO PHARMACY/PAYMENT,,3499.0,467134.01
25-08-2023,MOBILE BANKING,MMT/IMPS/720436159648/AYESHA KHAN/HDFC BANK LTD,500.0,,467634.01
27-08-2023,MOBILE BANKING,MMT/IMPS/169338268653/MALLIKA DAS/HDFC BANK LTD,850.0,,468484.01
27-08-2023,DEBIT CARD,VPS/PVR CINEMA/440716663103/HYDERABAD,,850.0,467634.01
30-08-2023,OTHER ATMS,NFS/66880106/CASH WDL/30-08-23,,2380.0,465254.01
30-08-2023,NEFT,NEFT-308464256160-SOUTHERN RETAILS-REIMB-652740-HDFC0661553,24000.0,,489254.01
31-08-2023,MOBILE BANKING,MMT/IMPS/676731267141/RAMESH GOWDA/HDFC BANK LTD,4800.0,,494054.01
01-09-2023,SALARY,NEFT-623304867262-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0766874,62000.0,,556054.01
01-09-2023,BILL,BIL/INFT/544593895571/FLIPKART/PAYMENT,,249.0,555805.01
05-09-2023,MOBILE BANKING,MMT/IMPS/200360900510/PRIYA NAIR/HDFC BANK LTD,4800.0,,560605.01
05-09-2023,UPI,UPI/299914727708/UPI/lathadevi423@okaxis/State Bank Of I/,,699.0,559906.01
05-09-2023,NEFT,NEFT DR-HDFC0917198-SANTOSH IYER-549607588792-RENT,,31000.0,528906.01
05-09-2023,BILL,BIL/INFT/239786275851/AIRTEL/PAYMENT,,79.0,528827.01
06-09-2023,BILL,BIL/INFT/816207974721/IRCTC/PAYMENT,,999.0,527828.01
07-09-2023,DEBIT CARD,VPS/SWIGGY/124709789963/KUKATPALLY,,999.0,526829.01
07-09-2023,UPI,UPI/904653908790/UPI/rohitsharm913@ybl/State Bank Of I/,,2380.0,524449.01
10-09-2023,DEBIT CARD,VPS/HPCL/150421456112/MANGALURU,,1250.0,523199.01
10-09-2023,UPI,UPI/755514058230/UPI/gopalnaik404@oksbi/State Bank Of I/,,999.0,522200.01
11-09-2023,BILL,BIL/INFT/368183912934/AIRTEL/PAYMENT,,1250.0,520950.01
12-09-2023,OTHER ATMS,NFS/77528738/CASH WDL/12-09-23,,2380.0,518570.01
13-09-2023,BILL,BIL/INFT/050026713964/APOLLO PHARMACY/PAYMENT,,850.0,517720.01
15-09-2023,DEBIT CARD,VPS/OLA/002727640432/INDIRANAGAR,,5200.0,512520.01
16-09-2023,OTHER ATMS,NFS/36126519/CASH WDL/16-09-23,,1680.0,510840.01
18-09-2023,DEBIT CARD,VPS/APOLLO PHA/020870162605/MANGALURU,,449.0,510391.01
20-09-2023,MOBILE BANKING,MMT/IMPS/007578918069/LATHA MURTHY/HDFC BANK LTD,1200.0,,511591.01
21-09-2023,MOBILE BANKING,MMT/IMPS/946905364071/SUSHMA RAO/HDFC BANK LTD,18500.0,,530091.01
22-09-2023,DEBIT CARD,VPS/HPCL/737648019140/KUKATPALLY,,1250.0,528841.01
24-09-2023,MOBILE BANKING,MMT/IMPS/928369640834/ARUN SHARMA/HDFC BANK LTD,500.0,,529341.01
24-09-2023,MOBILE BANKING,MMT/IMPS/566714170909/HARISH MENON/HDFC BANK LTD,11200.0,,540541.01
24-09-2023,UPI,UPI/894284713684/UPI/reshmakhan920@oksbi/State Bank Of I/,,310.0,540231.01
25-09-2023,MOBILE BANKING,MMT/IMPS/240562835443/CHANDAN SHARMA/HDFC BANK LTD,7500.0,,547731.01
25-09-2023,INTEREST,CREDIT INTEREST CAPITALISED,172.83,,547903.84
25-09-2023,CHARGES,GST ON BANK CHARGES,,17.7,547886.14
25-09-2023,BILL,BIL/INFT/548250066923/ZOMATO/PAYMENT,,3499.0,544387.14
26-09-2023,MOBILE BANKING,MMT/IMPS/256736781366/RAJENDRA PRASAD/HDFC BANK LTD,850.0,,545237.14
26-09-2023,OTHER ATMS,NFS/04520040/CASH WDL/26-09-23,,2380.0,542857.14
26-09-2023,DEBIT CARD,VPS/BESCOM/374120719087/MANGALURU,,699.0,542158.14
28-09-2023,MOBILE BANKING,MMT/IMPS/770728150941/ADITYA KUMAR/HDFC BANK LTD,7500.0,,549658.14
28-09-2023,DEBIT CARD,VPS/FLIPKART/978813430156/MARATHAHALLI,,5200.0,544458.14
29-09-2023,MOBILE BANKING,MMT/IMPS/408736805382/SUSHMA RAO/HDFC BANK LTD,850.0,,545308.14
30-09-2023,OTHER ATMS,NFS/35915029/CASH WDL/30-09-23,,699.0,544609.14
01-10-2023,SALARY,NEFT-564224327413-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0411557,61250.0,,605859.14
01-10-2023,MOBILE BANKING,MMT/IMPS/732011450756/PREETHI IYER/HDFC BANK LTD,1200.0,,607059.14
02-10-2023,OTHER ATMS,NFS/06681307/CASH WDL/02-10-23,,3499.0,603560.14
02-10-2023,UPI,UPI/396501122663/UPI/poojasharm291@ybl/State Bank Of I/,,999.0,602561.14
03-10-2023,DEBIT CARD,VPS/UBER/474775114031/HSR LAYOUT,,5200.0,597361.14
04-10-2023,BILL,BIL/INFT/002671617593/JIO/PAYMENT,,999.0,596362.14
04-10-2023,DEBIT CARD,VPS/AMAZON/295598674674/BANJARA HILLS,,120.0,596242.14
06-10-2023,MOBILE BANKING,MMT/IMPS/623485667988/HARISH MENON/HDFC BANK LTD,18500.0,,614742.14
06-10-2023,MOBILE BANKING,MMT/IMPS/374316584918/ADITYA KUMAR/HDFC BANK LTD,4800.0,,619542.14
07-10-2023,NEFT,NEFT DR-HDFC0893811-PRIYA NAIR-359775980285-RENT,,26500.0,593042.14
11-10-2023,UPI,UPI/509247961393/UPI/vinaypatil919@okaxis/State Bank Of I/,,449.0,592593.14
12-10-2023,DEBIT CARD,VPS/BOOKMYSHOW/582505829690/BTM LAYOUT,,3499.0,589094.14
13-10-2023,MOBILE BANKING,MMT/IMPS/794346270406/SANTOSH IYER/HDFC BANK LTD,11200.0,,600294.14
13-10-2023,OTHER ATMS,NFS/52908083/CASH WDL/13-10-23,,310.0,599984.14
14-10-2023,UPI,UPI/653001495405/UPI/smitharao313@oksbi/State Bank Of I/,,310.0,599674.14
17-10-2023,DEBIT CARD,VPS/BPCL/963195483259/JAYANAGAR,,999.0,598675.14
19-10-2023,UPI,UPI/003014672245/UPI/santoshiye295@ybl/State Bank Of I/,,249.0,598426.14
19-10-2023,UPI,UPI/855402229256/UPI/poojasharm937@ybl/State Bank Of I/,,310.0,598116.14
19-10-2023,DEBIT CARD,VPS/AIRTEL/682610963733/MANGALURU,,999.0,597117.14
19-10-2023,DEBIT CARD,VPS/APOLLO PHA/271360270183/MARATHAHALLI,,850.0,596267.14
20-10-2023,UPI,UPI/769851835959/UPI/vikramnair566@ybl/State Bank Of I/,,79.0,596188.14
20-10-2023,UPI,UPI/223192671855/UPI/rahulsingh938@okhdfcbank/State Bank Of I/,,120.0,596068.14
21-10-2023,MOBILE BANKING,MMT/IMPS/090178408968/NAVEEN KUMAR/HDFC BANK LTD,4800.0,,600868.14
21-10-2023,BILL,BIL/INFT/467393956965/PVR CINEMAS/PAYMENT,,850.0,600018.14
21-10-2023,OTHER ATMS,NFS/16963852/CASH WDL/21-10-23,,999.0,599019.14
23-10-2023,BILL,BIL/INFT/572935931450/SWIGGY/PAYMENT,,449.0,598570.14
23-10-2023,DEBIT CARD,VPS/PVR CINEMA/886718216790/WHITEFIELD,,449.0,598121.14
24-10-2023,DEBIT CARD,VPS/SWIGGY/796325067344/INDIRANAGAR,,49.0,598072.14
25-10-2023,UPI,UPI/272830456499/UPI/arjunmehta861@okaxis/State Bank Of I/,,249.0,597823.14
25-10-2023,UPI,UPI/386580102223/UPI/mohandas582@oksbi/State Bank Of I/,,79.0,597744.14
26-10-2023,MOBILE BANKING,MMT/IMPS/034017666697/DIVYA MENON/HDFC BANK LTD,850.0,,598594.14
26-10-2023,BILL,BIL/INFT/563594939220/DMART/PAYMENT,,5200.0,593394.14
27-10-2023,BILL,BIL/INFT/433285758706/AIRTEL/PAYMENT,,120.0,593274.14
28-10-2023,MOBILE BANKING,MMT/IMPS/511666644127/SANJANA HEGDE/HDFC BANK LTD,2500.0,,595774.14
28-10-2023,MOBILE BANKING,MMT/IMPS/874476663581/SHAHID KHAN/HDFC BANK LTD,850.0,,596624.14
28-10-2023,MOBILE BANKING,MMT/IMPS/279164246246/POOJA SHARMA/HDFC BANK LTD,1200.0,,597824.14
01-11-2023,DEBIT CARD,VPS/SWIGGY/498553842561/KUKATPALLY,,5200.0,592624.14
02-11-2023,OTHER ATMS,NFS/17449580/CASH WDL/02-11-23,,699.0,591925.14
03-11-2023,SALARY,NEFT-100487355590-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0320529,61250.0,,653175.14
03-11-2023,NEFT,NEFT DR-HDFC0920244-ROHIT SHARMA-568139420455-RENT,,26500.0,626675.14
03-11-2023,OTHER ATMS,NFS/21759018/CASH WDL/03-11-23,,999.0,625676.14
03-11-2023,UPI,UPI/394062367542/UPI/gopalnaik623@oksbi/State Bank Of I/,,449.0,625227.14
05-11-2023,BILL,BIL/INFT/536693475440/PVR CINEMAS/PAYMENT,,449.0,624778.14
05-11-2023,BILL,BIL/INFT/182624090823/APOLLO PHARMACY/PAYMENT,,5200.0,619578.14
06-11-2023,UPI,UPI/034860462628/UPI/naveenkuma139@ybl/State Bank Of I/,,79.0,619499.14
07-11-2023,UPI,UPI/017434274327/UPI/harishmeno732@okhdfcbank/State Bank Of I/,,850.0,618649.14
08-11-2023,BILL,BIL/INFT/250458614158/RELIANCE FRESH/PAYMENT,,310.0,618339.14
09-11-2023,UPI,UPI/841810569358/UPI/tarageorge498@ybl/State Bank Of I/,,3499.0,614840.14
09-11-2023,BILL,BIL/INFT/166264326856/MEDPLUS/PAYMENT,,999.0,613841.14
13-11-2023,OTHER ATMS,NFS/57012734/CASH WDL/13-11-23,,999.0,612842.14
14-11-2023,DEBIT CARD,VPS/RELIANCE F/037171346266/MUMBAI,,310.0,612532.14
17-11-2023,DEBIT CARD,VPS/IOCL/202727392577/KORAMANGALA,,310.0,612222.14
17-11-2023,MOBILE BANKING,MMT/IMPS/060053028127/ANJALI RAO/HDFC BANK LTD,7500.0,,619722.14
17-11-2023,MOBILE BANKING,MMT/IMPS/364836030525/SUNIL YADAV/HDFC BANK LTD,4800.0,,624522.14
18-11-2023,BILL,BIL/INFT/756681562819/SWIGGY/PAYMENT,,2380.0,622142.14
18-11-2023,OTHER ATMS,NFS/68126983/CASH WDL/18-11-23,,850.0,621292.14
19-11-2023,OTHER ATMS,NFS/62646066/CASH WDL/19-11-23,,699.0,620593.14
19-11-2023,UPI,UPI/142723467038/UPI/sunilshett517@paytm/State Bank Of I/,,999.0,619594.14
19-11-2023,DEBIT CARD,VPS/IRCTC/608810183277/BTM LAYOUT,,249.0,619345.14
19-11-2023,UPI,UPI/448921916337/UPI/kiranreddy374@paytm/State Bank Of I/,,2380.0,616965.14
21-11-2023,BILL,BIL/INFT/516686500793/MEDPLUS/PAYMENT,,249.0,616716.14
21-11-2023,OTHER ATMS,NFS/71961411/CASH WDL/21-11-23,,249.0,616467.14
22-11-2023,DEBIT CARD,VPS/BOOKMYSHOW/342020447537/KORAMANGALA,,49.0,616418.14
23-11-2023,OTHER ATMS,NFS/02098601/CASH WDL/23-11-23,,310.0,616108.14
23-11-2023,DEBIT CARD,VPS/RELIANCE F/394209896687/KORAMANGALA,,79.0,616029.14
27-11-2023,OTHER ATMS,NFS/83933688/CASH WDL/27-11-23,,7800.0,608229.14
30-11-2023,UPI,UPI/786620888939/UPI/vinaypatil123@okaxis/State Bank Of I/,,449.0,607780.14
30-11-2023,BILL,BIL/INFT/828766835779/RELIANCE FRESH/PAYMENT,,120.0,607660.14
30-11-2023,UPI,UPI/144940710065/UPI/tarageorge324@okaxis/State Bank Of I/,,999.0,606661.14
01-12-2023,SALARY,NEFT-032985724912-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0015198,61250.0,,667911.14
02-12-2023,MOBILE BANKING,MMT/IMPS/976838391569/GOPAL VERMA/HDFC BANK LTD,4800.0,,672711.14
03-12-2023,MOBILE BANKING,MMT/IMPS/990302431231/USHA RANI/HDFC BANK LTD,11200.0,,683911.14
04-12-2023,OTHER ATMS,NFS/12357390/CASH WDL/04-12-23,,449.0,683462.14
04-12-2023,DEBIT CARD,VPS/IOCL/355986365800/PUNE,,1250.0,682212.14
05-12-2023,NEFT,NEFT DR-HDFC0753119-SMITHA RAO-539044908098-RENT,,22000.0,660212.14
05-12-2023,UPI,UPI/790249033943/UPI/santoshiye691@ybl/State Bank Of I/,,5200.0,655012.14
06-12-2023,BILL,BIL/INFT/496443490345/MEDPLUS/PAYMENT,,310.0,654702.14
06-12-2023,MOBILE BANKING,MMT/IMPS/825049917698/PRIYA NAIR/HDFC BANK LTD,4800.0,,659502.14
07-12-2023,BILL,BIL/INFT/475348853642/BOOKMYSHOW/PAYMENT,,5200.0,654302.14
07-12-2023,DEBIT CARD,VPS/RELIANCE F/006390726552/WHITEFIELD,,449.0,653853.14
08-12-2023,BILL,BIL/INFT/348752762076/ZOMATO/PAYMENT,,1680.0,652173.14
09-12-2023,OTHER ATMS,NFS/12160797/CASH WDL/09-12-23,,249.0,651924.14
09-12-2023,UPI,UPI/753120965935/UPI/rahulsingh856@okhdfcbank/State Bank Of I/,,79.0,651845.14
11-12-2023,DEBIT CARD,VPS/JIO/709220667392/PUNE,,3499.0,648346.14
12-12-2023,DEBIT CARD,VPS/OLA/134029111428/BTM LAYOUT,,2380.0,645966.14
13-12-2023,MOBILE BANKING,MMT/IMPS/750598926798/LATHA MURTHY/HDFC BANK LTD,2500.0,,648466.14
13-12-2023,UPI,UPI/493669283112/UPI/rohitsharm43@paytm/State Bank Of I/,,1680.0,646786.14
13-12-2023,UPI,UPI/302561441898/UPI/gopalnaik332@okhdfcbank/State Bank Of I/,,3499.0,643287.14
15-12-2023,UPI,UPI/997583478891/UPI/rahulsingh278@okaxis/State Bank Of I/,,310.0,642977.14
16-12-2023,BILL,BIL/INFT/737582813785/HPCL/PAYMENT,,249.0,642728.14
18-12-2023,UPI,UPI/600843267981/UPI/tarageorge381@oksbi/State Bank Of I/,,699.0,642029.14
19-12-2023,UPI,UPI/424210439805/UPI/kavyareddy917@paytm/State Bank Of I/,,310.0,641719.14
20-12-2023,UPI,UPI/951585000473/UPI/reshmakhan912@ybl/State Bank Of I/,,249.0,641470.14
20-12-2023,OTHER ATMS,NFS/03793963/CASH WDL/20-12-23,,49.0,641421.14
20-12-2023,UPI,UPI/043063404389/UPI/anjalirao824@paytm/State Bank Of I/,,850.0,640571.14
21-12-2023,UPI,UPI/922582045917/UPI/reshmakhan536@paytm/State Bank Of I/,,120.0,640451.14
22-12-2023,BILL,BIL/INFT/595884861849/MEDPLUS/PAYMENT,,3499.0,636952.14
22-12-2023,MOBILE BANKING,MMT/IMPS/410894534200/REKHA PILLAI/HDFC BANK LTD,2500.0,,639452.14
25-12-2023,UPI,UPI/497232606663/UPI/santoshiye284@okhdfcbank/State Bank Of I/,,310.0,639142.14
25-12-2023,DEBIT CARD,VPS/FLIPKART/096926424724/INDIRANAGAR,,449.0,638693.14
26-12-2023,MOBILE BANKING,MMT/IMPS/634120313236/RESHMA KHAN/HDFC BANK LTD,11200.0,,649893.14
26-12-2023,UPI,UPI/498967377628/UPI/vinaypatil91@oksbi/State Bank Of I/,,79.0,649814.14
27-12-2023,MOBILE BANKING,MMT/IMPS/949321247106/KAVYA REDDY/HDFC BANK LTD,11200.0,,661014.14
28-12-2023,DEBIT CARD,VPS/IRCTC/304281807733/HSR LAYOUT,,2380.0,658634.14
28-12-2023,DEBIT CARD,VPS/HPCL/701061041203/INDIRANAGAR,,310.0,658324.14
01-01-2024,SALARY,NEFT-591970968040-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0919132,62000.0,,720324.14
01-01-2024,UPI,UPI/420197091264/UPI/meerapilla871@okhdfcbank/State Bank Of I/,,1680.0,718644.14
02-01-2024,DEBIT CARD,VPS/SWIGGY/512684911706/BANJARA HILLS,,249.0,718395.14
02-01-2024,MOBILE BANKING,MMT/IMPS/260652348499/MEENA IYER/HDFC BANK LTD,500.0,,718895.14
02-01-2024,DEBIT CARD,VPS/IOCL/450020859760/PUNE,,3499.0,715396.14
02-01-2024,OTHER ATMS,NFS/90440342/CASH WDL/02-01-24,,999.0,714397.14
04-01-2024,NEFT,NEFT DR-HDFC0452781-RAJESH VERMA-261658137963-RENT,,18000.0,696397.14
07-01-2024,OTHER ATMS,NFS/10460654/CASH WDL/07-01-24,,850.0,695547.14
07-01-2024,MOBILE BANKING,MMT/IMPS/205356063856/GANESH KUMAR/HDFC BANK LTD,4800.0,,700347.14
08-01-2024,UPI,UPI/377007760728/UPI/naveenkuma209@okhdfcbank/State Bank Of I/,,1680.0,698667.14
08-01-2024,BILL,BIL/INFT/901887957894/BESCOM/PAYMENT,,1250.0,697417.14
11-01-2024,DEBIT CARD,VPS/MEDPLUS/230124548224/WHITEFIELD,,310.0,697107.14
11-01-2024,DEBIT CARD,VPS/RELIANCE F/837807498648/HYDERABAD,,120.0,696987.14
11-01-2024,UPI,UPI/279184798217/UPI/harishmeno95@okhdfcbank/State Bank Of I/,,3499.0,693488.14
16-01-2024,BILL,BIL/INFT/933158801957/AIRTEL/PAYMENT,,249.0,693239.14
16-01-2024,DEBIT CARD,VPS/IOCL/675926418483/MARATHAHALLI,,1680.0,691559.14
16-01-2024,UPI,UPI/405252068551/UPI/poojasharm893@ybl/State Bank Of I/,,249.0,691310.14
17-01-2024,MOBILE BANKING,MMT/IMPS/574127402498/LATHA DEVI/HDFC BANK LTD,7500.0,,698810.14
19-01-2024,UPI,UPI/789429452239/UPI/priyanair211@okhdfcbank/State Bank Of I/,,699.0,698111.14
21-01-2024,UPI,UPI/339968411662/UPI/rohitsharm46@okaxis/State Bank Of I/,,3499.0,694612.14
23-01-2024,UPI,UPI/554078630935/UPI/smitharao647@oksbi/State Bank Of I/,,850.0,693762.14
27-01-2024,OTHER ATMS,NFS/59057974/CASH WDL/27-01-24,,850.0,692912.14
28-01-2024,BILL,BIL/INFT/152609268987/FLIPKART/PAYMENT,,699.0,692213.14
01-02-2024,UPI,UPI/770245064881/UPI/harishmeno395@paytm/State Bank Of I/,,310.0,691903.14
01-02-2024,UPI,UPI/565823802917/UPI/naveenkuma465@okaxis/State Bank Of I/,,7800.0,684103.14
02-02-2024,SALARY,NEFT-668750809908-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0763395,62000.0,,746103.14
02-02-2024,BILL,BIL/INFT/150729293285/RELIANCE FRESH/PAYMENT,,1250.0,744853.14
02-02-2024,UPI,UPI/741910861044/UPI/reshmakhan579@ybl/State Bank Of I/,,699.0,744154.14
03-02-2024,NEFT,NEFT DR-HDFC0389097-MEERA PILLAI-957723622857-RENT,,26500.0,717654.14
03-02-2024,OTHER ATMS,NFS/11006218/CASH WDL/03-02-24,,5200.0,712454.14
05-02-2024,BILL,BIL/INFT/879669944962/UBER/PAYMENT,,999.0,711455.14
06-02-2024,UPI,UPI/027130651250/UPI/vikramnair896@paytm/State Bank Of I/,,449.0,711006.14
06-02-2024,OTHER ATMS,NFS/96170719/CASH WDL/06-02-24,,2380.0,708626.14
07-02-2024,UPI,UPI/951425865928/UPI/ayeshakhan635@okaxis/State Bank Of I/,,850.0,707776.14
08-02-2024,BILL,BIL/INFT/261967901843/SWIGGY/PAYMENT,,3499.0,704277.14
10-02-2024,DEBIT CARD,VPS/AMAZON/013374184764/KORAMANGALA,,449.0,703828.14
10-02-2024,OTHER ATMS,NFS/16843869/CASH WDL/10-02-24,,449.0,703379.14
10-02-2024,UPI,UPI/980509723575/UPI/smitharao999@oksbi/State Bank Of I/,,1250.0,702129.14
10-02-2024,UPI,UPI/945661044935/UPI/anjalirao587@okaxis/State Bank Of I/,,1250.0,700879.14
11-02-2024,OTHER ATMS,NFS/86414632/CASH WDL/11-02-24,,1680.0,699199.14
12-02-2024,MOBILE BANKING,MMT/IMPS/550637935789/NILESH KULKARNI/HDFC BANK LTD,2500.0,,701699.14
12-02-2024,UPI,UPI/103879452727/UPI/rajeshverm882@okhdfcbank/State Bank Of I/,,999.0,700700.14
13-02-2024,DEBIT CARD,VPS/IRCTC/351171422366/KORAMANGALA,,310.0,700390.14
14-02-2024,DEBIT CARD,VPS/MEDPLUS/153887987779/JAYANAGAR,,999.0,699391.14
15-02-2024,OTHER ATMS,NFS/67527407/CASH WDL/15-02-24,,79.0,699312.14
16-02-2024,OTHER ATMS,NFS/67967467/CASH WDL/16-02-24,,2380.0,696932.14
16-02-2024,OTHER ATMS,NFS/49773502/CASH WDL/16-02-24,,850.0,696082.14
18-02-2024,OTHER ATMS,NFS/59140840/CASH WDL/18-02-24,,449.0,695633.14
18-02-2024,MOBILE BANKING,MMT/IMPS/300676323438/RESHMA KHAN/HDFC BANK LTD,2500.0,,698133.14
18-02-2024,BILL,BIL/INFT/330851981191/AMAZON/PAYMENT,,249.0,697884.14
18-02-2024,MOBILE BANKING,MMT/IMPS/074836633696/RAHUL SINGH/HDFC BANK LTD,11200.0,,709084.14
18-02-2024,BILL,BIL/INFT/139728354422/ZOMATO/PAYMENT,,310.0,708774.14
21-02-2024,MOBILE BANKING,MMT/IMPS/824761582558/ARJUN MEHTA/HDFC BANK LTD,7500.0,,716274.14
21-02-2024,OTHER ATMS,NFS/34176907/CASH WDL/21-02-24,,449.0,715825.14
21-02-2024,DEBIT CARD,VPS/SWIGGY/991551125611/PUNE,,79.0,715746.14
23-02-2024,DEBIT CARD,VPS/PVR CINEMA/957480875352/BANJARA HILLS,,1250.0,714496.14
24-02-2024,UPI,UPI/671834396672/UPI/kiranreddy108@paytm/State Bank Of I/,,1250.0,713246.14
28-02-2024,OTHER ATMS,NFS/75540534/CASH WDL/28-02-24,,1680.0,711566.14
01-03-2024,SALARY,NEFT-885041025861-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0968642,62500.0,,774066.14
02-03-2024,MOBILE BANKING,MMT/IMPS/465903852150/RAMESH GOWDA/HDFC BANK LTD,850.0,,774916.14
03-03-2024,OTHER ATMS,NFS/85503244/CASH WDL/03-03-24,,2380.0,772536.14
03-03-2024,NEFT,NEFT DR-HDFC0072287-KAVYA REDDY-909796776938-RENT,,22000.0,750536.14
03-03-2024,DEBIT CARD,VPS/PVR CINEMA/246533056745/BTM LAYOUT,,310.0,750226.14
04-03-2024,DEBIT CARD,VPS/JIO/035858761089/BTM LAYOUT,,1250.0,748976.14
04-03-2024,MOBILE BANKING,MMT/IMPS/918776478662/NADIA HUSSAIN/HDFC BANK LTD,4800.0,,753776.14
05-03-2024,BILL,BIL/INFT/982897413960/PVR CINEMAS/PAYMENT,,449.0,753327.14
05-03-2024,MOBILE BANKING,MMT/IMPS/503598366319/MOHAN DAS/HDFC BANK LTD,7500.0,,760827.14
06-03-2024,OTHER ATMS,NFS/06196361/CASH WDL/06-03-24,,3499.0,757328.14
07-03-2024,DEBIT CARD,VPS/DMART/196426585054/HYDERABAD,,2380.0,754948.14
08-03-2024,DEBIT CARD,VPS/MEDPLUS/583230642642/BTM LAYOUT,,2380.0,752568.14
09-03-2024,OTHER ATMS,NFS/07343041/CASH WDL/09-03-24,,699.0,751869.14
13-03-2024,OTHER ATMS,NFS/99211152/CASH WDL/13-03-24,,5200.0,746669.14
13-03-2024,UPI,UPI/858743303307/UPI/lathadevi365@okhdfcbank/State Bank Of I/,,850.0,745819.14
13-03-2024,MOBILE BANKING,MMT/IMPS/311898394572/SURESH NAIR/HDFC BANK LTD,500.0,,746319.14
14-03-2024,UPI,UPI/893641561723/UPI/harishmeno498@oksbi/State Bank Of I/,,249.0,746070.14
15-03-2024,DEBIT CARD,VPS/BOOKMYSHOW/014817306360/HYDERABAD,,7800.0,738270.14
16-03-2024,OTHER ATMS,NFS/11261873/CASH WDL/16-03-24,,3499.0,734771.14
17-03-2024,MOBILE BANKING,MMT/IMPS/596582880495/ARUN SHARMA/HDFC BANK LTD,2500.0,,737271.14
21-03-2024,MOBILE BANKING,MMT/IMPS/829151841760/RAMESH PILLAI/HDFC BANK LTD,24000.0,,761271.14
22-03-2024,DEBIT CARD,VPS/RELIANCE F/711224178740/MANGALURU,,249.0,761022.14
23-03-2024,DEBIT CARD,VPS/BPCL/127970023315/SECUNDERABAD,,1680.0,759342.14
23-03-2024,OTHER ATMS,NFS/69094588/CASH WDL/23-03-24,,3499.0,755843.14
24-03-2024,BILL,BIL/INFT/260996798847/BESCOM/PAYMENT,,120.0,755723.14
24-03-2024,MOBILE BANKING,MMT/IMPS/625159327634/LAKSHMI VENKAT/HDFC BANK LTD,4800.0,,760523.14
25-03-2024,INTEREST,CREDIT INTEREST CAPITALISED,224.71,,760747.85
25-03-2024,CHARGES,GST ON BANK CHARGES,,17.7,760730.15
27-03-2024,BILL,BIL/INFT/522796672713/MEDPLUS/PAYMENT,,5200.0,755530.15
27-03-2024,BILL,BIL/INFT/943311820220/BOOKMYSHOW/PAYMENT,,79.0,755451.15
27-03-2024,OTHER ATMS,NFS/86613976/CASH WDL/27-03-24,,5200.0,750251.15
28-03-2024,BILL,BIL/INFT/691842676789/IRCTC/PAYMENT,,3499.0,746752.15
01-04-2024,MOBILE BANKING,MMT/IMPS/404675131501/VINAY PATIL/HDFC BANK LTD,4800.0,,751552.15
01-04-2024,OTHER ATMS,NFS/58576440/CASH WDL/01-04-24,,310.0,751242.15
01-04-2024,SALARY,NEFT-968591471964-TECHNOVA SOLUTIONS-SALARY-652740-HDFC0318397,62500.0,,813742.15
01-04-2024,OTHER ATMS,NFS/06749975/CASH WDL/01-04-24,,1250.0,812492.15
03-04-2024,NEFT,NEFT DR-HDFC0188163-GOPAL NAIK-280899248296-RENT,,22000.0,790492.15
04-04-2024,BILL,BIL/INFT/575961800823/APOLLO PHARMACY/PAYMENT,,699.0,789793.15
05-04-2024,UPI,UPI/622743017062/UPI/gopalnaik344@paytm/State Bank Of I/,,1250.0,788543.15
05-04-2024,OTHER ATMS,NFS/26092925/CASH WDL/05-04-24,,5200.0,783343.15
07-04-2024,DEBIT CARD,VPS/IRCTC/413125704804/MUMBAI,,2380.0,780963.15
07-04-2024,OTHER ATMS,NFS/57035123/CASH WDL/07-04-24,,249.0,780714.15
08-04-2024,OTHER ATMS,NFS/89272267/CASH WDL/08-04-24,,49.0,780665.15
11-04-2024,OTHER ATMS,NFS/64188345/CASH WDL/11-04-24,,1250.0,779415.15
13-04-2024,BILL,BIL/INFT/679836441396/ZOMATO/PAYMENT,,79.0,779336.15
13-04-2024,UPI,UPI/726787989345/UPI/santoshiye344@okhdfcbank/State Bank Of I/,,449.0,778887.15
13-04-2024,DEBIT CARD,VPS/UBER/341030861443/SECUNDERABAD,,449.0,778438.15
13-04-2024,MOBILE BANKING,MMT/IMPS/099970411535/SHAHID KHAN/HDFC BANK LTD,1200.0,,779638.15
14-04-2024,MOBILE BANKING,MMT/IMPS/941922566645/LATHA MURTHY/HDFC BANK LTD,2500.0,,782138.15
14-04-2024,DEBIT CARD,VPS/IRCTC/090693410130/MANGALURU,,3499.0,778639.15
15-04-2024,MOBILE BANKING,MMT/IMPS/847866633829/RANJIT SINGH/HDFC BANK LTD,18500.0,,797139.15
15-04-2024,MOBILE BANKING,MMT/IMPS/256377272537/VIKRAM NAIR/HDFC BANK LTD,500.0,,797639.15
16-04-2024,BILL,BIL/INFT/114442927219/HPCL/PAYMENT,,249.0,797390.15
19-04-2024,OTHER ATMS,NFS/36016300/CASH WDL/19-04-24,,3499.0,793891.15
