Tran Date,Value Date,Transaction Particulars,Chq No,Debit,Credit,Balance
06-06-2023,06-06-2023,UPI/P2A/114944294880/ayeshakhan126@okaxis/PAY,114944294880,999.0,,260526.48
06-06-2023,06-06-2023,POS/6248/AIRTEL/HSR LAYOUT,157591523678,3499.0,,257027.48
06-06-2023,06-06-2023,ATM WDL/8888/HSR LAYOUT,677593520203,5200.0,,251827.48
07-06-2023,07-06-2023,IMPS/P2A/693850548998/FARHANKHAN/AXIS,693850548998,,7500.0,259327.48
07-06-2023,07-06-2023,BIL/INFT/552044733281/FLIPKART/PAYMENT,552044733281,850.0,,258477.48
07-06-2023,07-06-2023,NEFT-396803206905-BENGALURU METRO SERVICES-REIMB-462046-HDFC0537099,962820788496,,12000.0,270477.48
07-06-2023,07-06-2023,ATM WDL/5088/MANGALURU,224225565756,999.0,,269478.48
08-06-2023,08-06-2023,BIL/INFT/592249954821/BESCOM/PAYMENT,592249954821,49.0,,269429.48
08-06-2023,08-06-2023,ATM WDL/0311/MYSURU,162986745570,5200.0,,264229.48
09-06-2023,09-06-2023,POS/0111/ZOMATO/KORAMANGALA,526317303549,850.0,,263379.48
10-06-2023,10-06-2023,ATM WDL/0158/BANJARA HILLS,255606313146,120.0,,263259.48
11-06-2023,11-06-2023,IMPS/P2A/927806704771/VINAYPATIL/AXIS,927806704771,,2500.0,265759.48
11-06-2023,11-06-2023,BIL/INFT/824613117201/ZOMATO/PAYMENT,824613117201,1250.0,,264509.48
12-06-2023,12-06-2023,IMPS/P2A/572601040810/DEEPANAIR/AXIS,572601040810,,24000.0,288509.48
12-06-2023,12-06-2023,ATM WDL/6178/PUNE,006262004874,1250.0,,287259.48
14-06-2023,14-06-2023,BIL/INFT/621093341177/FLIPKART/PAYMENT,621093341177,2380.0,,284879.48
14-06-2023,14-06-2023,BIL/INFT/428213582529/DMART/PAYMENT,428213582529,2380.0,,282499.48
15-06-2023,15-06-2023,IMPS/P2A/616118399803/KARTHIKMENON/AXIS,616118399803,,500.0,282999.48
16-06-2023,16-06-2023,BIL/INFT/482515959467/UBER/PAYMENT,482515959467,249.0,,282750.48
17-06-2023,17-06-2023,ATM WDL/7849/KORAMANGALA,936422076136,1680.0,,281070.48
17-06-2023,17-06-2023,UPI/P2A/294618745562/farhankhan77@paytm/PAY,294618745562,999.0,,280071.48
18-06-2023,18-06-2023,UPI/P2A/194114219212/tarageorge23@okhdfcbank/PAY,194114219212,7800.0,,272271.48
18-06-2023,18-06-2023,IMPS/P2A/852871110103/KIRANREDDY/AXIS,852871110103,,1200.0,273471.48
19-06-2023,19-06-2023,UPI/P2A/374979035250/ayeshakhan972@oksbi/PAY,374979035250,449.0,,273022.48
19-06-2023,19-06-2023,IMPS/P2A/897619565694/TARASINGH/AXIS,897619565694,,2500.0,275522.48
19-06-2023,19-06-2023,ATM WDL/1981/KORAMANGALA,849008471585,699.0,,274823.48
20-06-2023,20-06-2023,IMPS/P2A/617949492325/MOHANDAS/AXIS,617949492325,,18500.0,293323.48
20-06-2023,20-06-2023,BIL/INFT/962466197180/RELIANCE FRESH/PAYMENT,962466197180,699.0,,292624.48
21-06-2023,21-06-2023,POS/6767/UBER/HYDERABAD,637944471480,7800.0,,284824.48
22-06-2023,22-06-2023,IMPS/P2A/042867890782/KAVYAREDDY/AXIS,042867890782,,7500.0,292324.48
22-06-2023,22-06-2023,BIL/INFT/338095565984/SWIGGY/PAYMENT,338095565984,1250.0,,291074.48
23-06-2023,23-06-2023,BIL/INFT/596032670783/HPCL/PAYMENT,596032670783,7800.0,,283274.48
23-06-2023,23-06-2023,NEFT-713780496852-BENGALURU METRO SERVICES-REIMB-462046-HDFC0863180,779792571807,,24000.0,307274.48
25-06-2023,25-06-2023,IMPS/P2A/152298080569/TARASINGH/AXIS,152298080569,,1200.0,308474.48
25-06-2023,25-06-2023,CREDIT INTEREST CAPITALISED,505339365512,,170.19,308644.67
25-06-2023,25-06-2023,GST ON BANK CHARGES,256969003734,17.7,,308626.97
25-06-2023,25-06-2023,POS/0054/MEDPLUS/WHITEFIELD,706845143122,5200.0,,303426.97
26-06-2023,26-06-2023,UPI/P2A/557187485590/anjalirao292@oksbi/PAY,557187485590,999.0,,302427.97
26-06-2023,26-06-2023,IMPS/P2A/571757329462/MEENAIYER/AXIS,571757329462,,7500.0,309927.97
27-06-2023,27-06-2023,IMPS/P2A/513675238254/LAKSHMIVENKAT/AXIS,513675238254,,7500.0,317427.97
28-06-2023,28-06-2023,IMPS/P2A/477737404713/MEERAPILLAI/AXIS,477737404713,,24000.0,341427.97
28-06-2023,28-06-2023,BIL/INFT/573923985392/OLA/PAYMENT,573923985392,249.0,,341178.97
29-06-2023,29-06-2023,UPI/P2A/279384144768/priyanair467@ybl/PAY,279384144768,7800.0,,333378.97
30-06-2023,30-06-2023,POS/8955/DMART/HSR LAYOUT,922072767746,7800.0,,325578.97
01-07-2023,01-07-2023,POS/7560/DMART/MANGALURU,184537518868,120.0,,325458.97
03-07-2023,03-07-2023,UPI/P2A/567583909744/meerapilla736@ybl/PAY,567583909744,120.0,,325338.97
03-07-2023,03-07-2023,NEFT/CR/076662106486/PAYROLL,387606229130,,31250.0,356588.97
03-07-2023,03-07-2023,IMPS/P2A/196299082976/NAVEENKUMAR/AXIS,196299082976,,24000.0,380588.97
04-07-2023,04-07-2023,IMPS/P2A/567436432012/RAVIKUMAR/AXIS,567436432012,,7500.0,388088.97
04-07-2023,04-07-2023,ATM WDL/5780/INDIRANAGAR,772755815925,120.0,,387968.97
04-07-2023,04-07-2023,IMPS/P2A/329902529667/ADITYAKUMAR/AXIS,329902529667,,1200.0,389168.97
05-07-2023,05-07-2023,IMPS/P2A/265002345284/PREETHIIYER/AXIS,265002345284,,500.0,389668.97
05-07-2023,05-07-2023,NEFT DR-HDFC0949788-DIVYA MENON-207472382143-RENT,224602492323,31000.0,,358668.97
06-07-2023,06-07-2023,POS/5471/HPCL/MARATHAHALLI,371775540814,999.0,,357669.97
08-07-2023,08-07-2023,IMPS/P2A/871886586078/AYESHAKHAN/AXIS,871886586078,,500.0,358169.97
09-07-2023,09-07-2023,POS/8928/MEDPLUS/MYSURU,058672639328,2380.0,,355789.97
09-07-2023,09-07-2023,BIL/INFT/981668055439/SWIGGY/PAYMENT,981668055439,999.0,,354790.97
10-07-2023,10-07-2023,IMPS/P2A/895833380945/DEEPANAIR/AXIS,895833380945,,24000.0,378790.97
12-07-2023,12-07-2023,BIL/INFT/469446999710/SWIGGY/PAYMENT,469446999710,1680.0,,377110.97
13-07-2023,13-07-2023,POS/0401/UBER/MANGALURU,714296015992,699.0,,376411.97
14-07-2023,14-07-2023,POS/0449/OLA/INDIRANAGAR,252222900599,449.0,,375962.97
15-07-2023,15-07-2023,ATM WDL/1713/HSR LAYOUT,841072602153,5200.0,,370762.97
16-07-2023,16-07-2023,BIL/INFT/329825175818/JIO/PAYMENT,329825175818,2380.0,,368382.97
16-07-2023,16-07-2023,POS/8868/JIO/PUNE,075310166289,310.0,,368072.97
16-07-2023,16-07-2023,POS/1916/BESCOM/MUMBAI,710656892628,120.0,,367952.97
17-07-2023,17-07-2023,BIL/INFT/410284574704/DMART/PAYMENT,410284574704,449.0,,367503.97
17-07-2023,17-07-2023,ATM WDL/4316/INDIRANAGAR,293828896255,3499.0,,364004.97
17-07-2023,17-07-2023,UPI/P2A/804174335919/divyamenon592@okaxis/PAY,804174335919,310.0,,363694.97
18-07-2023,18-07-2023,UPI/P2A/855301430055/santoshiye784@oksbi/PAY,855301430055,3499.0,,360195.97
18-07-2023,18-07-2023,BIL/INFT/220583116990/IOCL/PAYMENT,220583116990,999.0,,359196.97
18-07-2023,18-07-2023,POS/3547/BPCL/JAYANAGAR,431768002178,2380.0,,356816.97
18-07-2023,18-07-2023,IMPS/P2A/774113165524/FARHANKHAN/AXIS,774113165524,,18500.0,375316.97
19-07-2023,19-07-2023,ATM WDL/9425/KUKATPALLY,830024382204,449.0,,374867.97
19-07-2023,19-07-2023,UPI/P2A/974233571869/harishmeno590@okhdfcbank/PAY,974233571869,449.0,,374418.97
20-07-2023,20-07-2023,ATM WDL/8015/INDIRANAGAR,894727041936,2380.0,,372038.97
20-07-2023,20-07-2023,IMPS/P2A/680295779348/LATHAMURTHY/AXIS,680295779348,,24000.0,396038.97
23-07-2023,23-07-2023,BIL/INFT/044392260905/RELIANCE FRESH/PAYMENT,044392260905,120.0,,395918.97
23-07-2023,23-07-2023,POS/0098/AIRTEL/KUKATPALLY,650452404884,49.0,,395869.97
23-07-2023,23-07-2023,ATM WDL/4783/INDIRANAGAR,653841588059,49.0,,395820.97
23-07-2023,23-07-2023,POS/9695/PVR CINEMAS/HYDERABAD,069265534861,310.0,,395510.97
24-07-2023,24-07-2023,UPI/P2A/499303513376/rahulsingh987@okhdfcbank/PAY,499303513376,249.0,,395261.97
24-07-2023,24-07-2023,POS/0096/ZOMATO/KUKATPALLY,131385243639,699.0,,394562.97
25-07-2023,25-07-2023,IMPS/P2A/985627454584/BABULAL/AXIS,985627454584,,11200.0,405762.97
25-07-2023,25-07-2023,ATM WDL/5691/BTM LAYOUT,942531430046,5200.0,,400562.97
26-07-2023,26-07-2023,ATM WDL/9827/MARATHAHALLI,089274017156,3499.0,,397063.97
26-07-2023,26-07-2023,UPI/P2A/641427846330/sunilshett545@oksbi/PAY,641427846330,310.0,,396753.97
27-07-2023,27-07-2023,UPI/P2A/609046759086/tarageorge953@okaxis/PAY,609046759086,5200.0,,391553.97
28-07-2023,28-07-2023,IMPS/P2A/842273041893/SURESHNAIR/AXIS,842273041893,,1200.0,392753.97
28-07-2023,28-07-2023,ATM WDL/9417/INDIRANAGAR,648249838047,5200.0,,387553.97
31-07-2023,31-07-2023,IMPS/P2A/805497756312/VENKATRAO/AXIS,805497756312,,11200.0,398753.97
31-07-2023,31-07-2023,UPI/P2A/844206255699/vinaypatil307@ybl/PAY,844206255699,699.0,,398054.97
01-08-2023,01-08-2023,NEFT/CR/884221649923/PAYROLL,143803875736,,32500.0,430554.97
01-08-2023,01-08-2023,UPI/P2A/026594669143/rajeshverm233@oksbi/PAY,026594669143,449.0,,430105.97
02-08-2023,02-08-2023,UPI/P2A/565108702432/smitharao440@ybl/PAY,565108702432,2380.0,,427725.97
02-08-2023,02-08-2023,POS/0054/MEDPLUS/SECUNDERABAD,253617767891,79.0,,427646.97
03-08-2023,03-08-2023,IMPS/P2A/204554559423/DIVYAMENON/AXIS,204554559423,,11200.0,438846.97
03-08-2023,03-08-2023,IMPS/P2A/554142128063/REKHAPILLAI/AXIS,554142128063,,4800.0,443646.97
03-08-2023,03-08-2023,UPI/P2A/383904680692/divyamenon345@okhdfcbank/PAY,383904680692,310.0,,443336.97
04-08-2023,04-08-2023,NEFT DR-HDFC0709418-HARISH MENON-804082757239-RENT,368193896679,31000.0,,412336.97
04-08-2023,04-08-2023,UPI/P2A/398452966244/harishmeno148@okaxis/PAY,398452966244,850.0,,411486.97
04-08-2023,04-08-2023,IMPS/P2A/005743903256/PREETHIIYER/AXIS,005743903256,,18500.0,429986.97
05-08-2023,05-08-2023,IMPS/P2A/964896896996/KARTHIKMENON/AXIS,964896896996,,500.0,430486.97
05-08-2023,05-08-2023,ATM WDL/0889/SECUNDERABAD,745779709479,49.0,,430437.97
05-08-2023,05-08-2023,BIL/INFT/127047209204/IRCTC/PAYMENT,127047209204,49.0,,430388.97
06-08-2023,06-08-2023,BIL/INFT/235344478257/AIRTEL/PAYMENT,235344478257,449.0,,429939.97
06-08-2023,06-08-2023,IMPS/P2A/977969579964/RAJENDRAPRASAD/AXIS,977969579964,,11200.0,441139.97
07-08-2023,07-08-2023,UPI/P2A/115704794464/poojasharm249@oksbi/PAY,115704794464,1680.0,,439459.97
07-08-2023,07-08-2023,BIL/INFT/577138155353/BPCL/PAYMENT,577138155353,850.0,,438609.97
07-08-2023,07-08-2023,BIL/INFT/125552074942/IOCL/PAYMENT,125552074942,699.0,,437910.97
10-08-2023,10-08-2023,IMPS/P2A/192023477900/MEERAPILLAI/AXIS,192023477900,,500.0,438410.97
10-08-2023,10-08-2023,ATM WDL/6911/PUNE,223693472198,699.0,,437711.97
10-08-2023,10-08-2023,ATM WDL/4877/HSR LAYOUT,251434184610,249.0,,437462.97
11-08-2023,11-08-2023,BIL/INFT/282180399232/FLIPKART/PAYMENT,282180399232,5200.0,,432262.97
11-08-2023,11-08-2023,IMPS/P2A/094587014976/SHEELADEVI/AXIS,094587014976,,24000.0,456262.97
11-08-2023,11-08-2023,BIL/INFT/860097043661/ZOMATO/PAYMENT,860097043661,79.0,,456183.97
13-08-2023,13-08-2023,POS/4019/JIO/INDIRANAGAR,400058334385,699.0,,455484.97
13-08-2023,13-08-2023,UPI/P2A/782472722800/harishmeno690@ybl/PAY,782472722800,1680.0,,453804.97
15-08-2023,15-08-2023,POS/2653/BPCL/BTM LAYOUT,892769194998,7800.0,,446004.97
15-08-2023,15-08-2023,BIL/INFT/632356526309/BESCOM/PAYMENT,632356526309,310.0,,445694.97
15-08-2023,15-08-2023,POS/7031/BPCL/SECUNDERABAD,787733854960,449.0,,445245.97
15-08-2023,15-08-2023,POS/5245/BESCOM/SECUNDERABAD,680893940759,310.0,,444935.97
16-08-2023,16-08-2023,BIL/INFT/721786259539/BESCOM/PAYMENT,721786259539,79.0,,444856.97
16-08-2023,16-08-2023,UPI/P2A/047278563470/farhankhan546@paytm/PAY,047278563470,5200.0,,439656.97
16-08-2023,16-08-2023,BIL/INFT/287499391333/AMAZON/PAYMENT,287499391333,120.0,,439536.97
16-08-2023,16-08-2023,POS/4753/PVR CINEMAS/MUMBAI,655954133756,120.0,,439416.97
16-08-2023,16-08-2023,IMPS/P2A/507377347157/SUSHMARAO/AXIS,507377347157,,850.0,440266.97
17-08-2023,17-08-2023,ATM WDL/6232/KUKATPALLY,400614172905,79.0,,440187.97
17-08-2023,17-08-2023,ATM WDL/8258/BANJARA HILLS,120540813976,2380.0,,437807.97
17-08-2023,17-08-2023,UPI/P2A/542413583497/gopalnaik140@okaxis/PAY,542413583497,449.0,,437358.97
17-08-2023,17-08-2023,IMPS/P2A/107852759425/HARISHMENON/AXIS,107852759425,,24000.0,461358.97
20-08-2023,20-08-2023,POS/2461/BOOKMYSHOW/WHITEFIELD,837827457364,3499.0,,457859.97
21-08-2023,21-08-2023,IMPS/P2A/702687715948/PREETHIIYER/AXIS,702687715948,,7500.0,465359.97
22-08-2023,22-08-2023,UPI/P2A/918700639966/kavyareddy901@ybl/PAY,918700639966,1250.0,,464109.97
22-08-2023,22-08-2023,UPI/P2A/506496445651/reshmakhan745@oksbi/PAY,506496445651,850.0,,463259.97
22-08-2023,22-08-2023,ATM WDL/2186/SECUNDERABAD,798447972712,249.0,,463010.97
22-08-2023,22-08-2023,IMPS/P2A/930563751094/IMRANKHAN/AXIS,930563751094,,1200.0,464210.97
23-08-2023,23-08-2023,IMPS/P2A/022718746705/ARJUNMEHTA/AXIS,022718746705,,7500.0,471710.97
23-08-2023,23-08-2023,IMPS/P2A/740789731698/POOJASHARMA/AXIS,740789731698,,24000.0,495710.97
24-08-2023,24-08-2023,ATM WDL/8478/KUKATPALLY,170900182584,1680.0,,494030.97
25-08-2023,25-08-2023,IMPS/P2A/260427990252/ANITHAKRISHNAN/AXIS,260427990252,,850.0,494880.97
26-08-2023,26-08-2023,POS/4563/MEDPLUS/MUMBAI,647033640979,850.0,,494030.97
27-08-2023,27-08-2023,IMPS/P2A/938932743885/VINAYPATIL/AXIS,938932743885,,18500.0,512530.97
28-08-2023,28-08-2023,POS/8451/AMAZON/MUMBAI,716834450403,999.0,,511531.97
29-08-2023,29-08-2023,IMPS/P2A/718178103284/VIKRAMNAIR/AXIS,718178103284,,24000.0,535531.97
29-08-2023,29-08-2023,UPI/P2A/729754308901/anjalirao161@oksbi/PAY,729754308901,699.0,,534832.97
30-08-2023,30-08-2023,UPI/P2A/067089826892/divyamenon891@okhdfcbank/PAY,067089826892,2380.0,,532452.97
30-08-2023,30-08-2023,ATM WDL/5821/INDIRANAGAR,904913990260,3499.0,,528953.97
30-08-2023,30-08-2023,POS/5587/BOOKMYSHOW/PUNE,182973421039,120.0,,528833.97
31-08-2023,31-08-2023,BIL/INFT/434660998854/AMAZON/PAYMENT,434660998854,310.0,,528523.97
01-09-2023,01-09-2023,POS/4591/ZOMATO/BTM LAYOUT,249614314495,79.0,,528444.97
03-09-2023,03-09-2023,NEFT/CR/388788968601/PAYROLL,811557469876,,31250.0,559694.97
03-09-2023,03-09-2023,NEFT DR-HDFC0597568-POOJA SHARMA-541720078035-RENT,744560904469,22000.0,,537694.97
04-09-2023,04-09-2023,BIL/INFT/789863962522/PVR CINEMAS/PAYMENT,789863962522,999.0,,536695.97
04-09-2023,04-09-2023,ATM WDL/2990/HSR LAYOUT,291634601949,2380.0,,534315.97
04-09-2023,04-09-2023,UPI/P2A/817291431703/vikramnair296@ybl/PAY,817291431703,999.0,,533316.97
06-09-2023,06-09-2023,IMPS/P2A/385315981957/MALLIKADAS/AXIS,385315981957,,11200.0,544516.97
06-09-2023,06-09-2023,NEFT-488451788279-BENGALURU METRO SERVICES-REIMB-462046-HDFC0200942,899964699807,,12000.0,556516.97
06-09-2023,06-09-2023,POS/8101/OLA/HSR LAYOUT,662075247834,699.0,,555817.97
07-09-2023,07-09-2023,ATM WDL/9740/MYSURU,805653081841,999.0,,554818.97
07-09-2023,07-09-2023,IMPS/P2A/201740466854/MOHAMMEDIRFAN/AXIS,201740466854,,500.0,555318.97
07-09-2023,07-09-2023,IMPS/P2A/338015578885/ANITHAKRISHNAN/AXIS,338015578885,,4800.0,560118.97
08-09-2023,08-09-2023,UPI/P2A/289864068075/gopalnaik595@paytm/PAY,289864068075,699.0,,559419.97
09-09-2023,09-09-2023,POS/4579/PVR CINEMAS/MUMBAI,694574498535,5200.0,,554219.97
09-09-2023,09-09-2023,ATM WDL/3752/BANJARA HILLS,567986674696,1250.0,,552969.97
09-09-2023,09-09-2023,IMPS/P2A/997924859484/ARCHANAPILLAI/AXIS,997924859484,,4800.0,557769.97
10-09-2023,10-09-2023,IMPS/P2A/449743825328/POOJASHARMA/AXIS,449743825328,,11200.0,568969.97
10-09-2023,10-09-2023,UPI/P2A/225252716426/lathadevi738@okhdfcbank/PAY,225252716426,3499.0,,565470.97
11-09-2023,11-09-2023,IMPS/P2A/334303224671/RAVIKUMAR/AXIS,334303224671,,11200.0,576670.97
11-09-2023,11-09-2023,IMPS/P2A/075756104685/RAHULSINGH/AXIS,075756104685,,500.0,577170.97
12-09-2023,12-09-2023,IMPS/P2A/888180358764/PRAKASHRAO/AXIS,888180358764,,500.0,577670.97
13-09-2023,13-09-2023,UPI/P2A/455045053501/reshmakhan352@paytm/PAY,455045053501,2380.0,,575290.97
13-09-2023,13-09-2023,ATM WDL/4064/INDIRANAGAR,257300536409,49.0,,575241.97
14-09-2023,14-09-2023,IMPS/P2A/540701063755/PRADEEPSINGH/AXIS,540701063755,,500.0,575741.97
14-09-2023,14-09-2023,BIL/INFT/036951964996/AMAZON/PAYMENT,036951964996,449.0,,575292.97
15-09-2023,15-09-2023,UPI/P2A/108219445748/reshmakhan830@paytm/PAY,108219445748,5200.0,,570092.97
15-09-2023,15-09-2023,POS/1935/RELIANCE FRESH/WHITEFIELD,453565751741,3499.0,,566593.97
16-09-2023,16-09-2023,ATM WDL/2290/MARATHAHALLI,501080801197,3499.0,,563094.97
16-09-2023,16-09-2023,ATM WDL/5656/BANJARA HILLS,676191476089,49.0,,563045.97
16-09-2023,16-09-2023,POS/7790/BOOKMYSHOW/SECUNDERABAD,066259179903,1250.0,,561795.97
17-09-2023,17-09-2023,IMPS/P2A/930593432423/LATHAMURTHY/AXIS,930593432423,,11200.0,572995.97
18-09-2023,18-09-2023,ATM WDL/6847/KUKATPALLY,122902943276,3499.0,,569496.97
18-09-2023,18-09-2023,ATM WDL/8615/MUMBAI,074481853407,120.0,,569376.97
19-09-2023,19-09-2023,ATM WDL/0029/MARATHAHALLI,323761322283,5200.0,,564176.97
19-09-2023,19-09-2023,IMPS/P2A/922766263057/SUNILYADAV/AXIS,922766263057,,1200.0,565376.97
19-09-2023,19-09-2023,IMPS/P2A/144440846464/KAVITHARAO/AXIS,144440846464,,11200.0,576576.97
21-09-2023,21-09-2023,POS/8448/ZOMATO/HYDERABAD,175219235587,850.0,,575726.97
21-09-2023,21-09-2023,UPI/P2A/332134238167/vinaypatil523@okhdfcbank/PAY,332134238167,3499.0,,572227.97
22-09-2023,22-09-2023,ATM WDL/0308/BTM LAYOUT,940857559156,2380.0,,569847.97
23-09-2023,23-09-2023,ATM WDL/9728/MARATHAHALLI,557080664363,2380.0,,567467.97
24-09-2023,24-09-2023,BIL/INFT/322584996225/AMAZON/PAYMENT,322584996225,699.0,,566768.97
25-09-2023,25-09-2023,IMPS/P2A/630843906058/NADIAHUSSAIN/AXIS,630843906058,,500.0,567268.97
25-09-2023,25-09-2023,BIL/INFT/476239288264/FLIPKART/PAYMENT,476239288264,5200.0,,562068.97
25-09-2023,25-09-2023,CREDIT INTEREST CAPITALISED,960618828944,,95.92,562164.89
25-09-2023,25-09-2023,GST ON BANK CHARGES,636538136191,17.7,,562147.19
26-09-2023,26-09-2023,BIL/INFT/499717063972/BOOKMYSHOW/PAYMENT,499717063972,3499.0,,558648.19
26-09-2023,26-09-2023,IMPS/P2A/857363213776/PRADEEPSINGH/AXIS,857363213776,,1200.0,559848.19
27-09-2023,27-09-2023,IMPS/P2A/667209475392/KAVYAREDDY/AXIS,667209475392,,24000.0,583848.19
30-09-2023,30-09-2023,IMPS/P2A/391163822444/DIVYAMENON/AXIS,391163822444,,1200.0,585048.19
30-09-2023,30-09-2023,UPI/P2A/743478646388/rohitsharm169@paytm/PAY,743478646388,699.0,,584349.19
01-10-2023,01-10-2023,BIL/INFT/658544914766/SWIGGY/PAYMENT,658544914766,5200.0,,579149.19
01-10-2023,01-10-2023,NEFT-324249690515-BENGALURU METRO SERVICES-REIMB-462046-HDFC0229853,973857882137,,18500.0,597649.19
02-10-2023,02-10-2023,NEFT/CR/397737281253/PAYROLL,750866219725,,32500.0,630149.19
02-10-2023,02-10-2023,BIL/INFT/215224312669/OLA/PAYMENT,215224312669,5200.0,,624949.19
02-10-2023,02-10-2023,NEFT-072545627843-BENGALURU METRO SERVICES-REIMB-462046-HDFC0998277,570688082434,,24000.0,648949.19
03-10-2023,03-10-2023,BIL/INFT/966550144754/APOLLO PHARMACY/PAYMENT,966550144754,310.0,,648639.19
03-10-2023,03-10-2023,ATM WDL/8926/MUMBAI,389524389518,5200.0,,643439.19
05-10-2023,05-10-2023,BIL/INFT/543134431013/ZOMATO/PAYMENT,543134431013,310.0,,643129.19
05-10-2023,05-10-2023,BIL/INFT/976524078997/FLIPKART/PAYMENT,976524078997,999.0,,642130.19
05-10-2023,05-10-2023,BIL/INFT/286029666336/APOLLO PHARMACY/PAYMENT,286029666336,79.0,,642051.19
06-10-2023,06-10-2023,NEFT DR-HDFC0915057-KIRAN REDDY-014275795577-RENT,995926938514,22000.0,,620051.19
06-10-2023,06-10-2023,ATM WDL/8332/SECUNDERABAD,417513109666,449.0,,619602.19
07-10-2023,07-10-2023,IMPS/P2A/258214988938/VINAYPATIL/AXIS,258214988938,,24000.0,643602.19
07-10-2023,07-10-2023,BIL/INFT/370808906910/APOLLO PHARMACY/PAYMENT,370808906910,850.0,,642752.19
07-10-2023,07-10-2023,UPI/P2A/968150500054/naveenkuma633@oksbi/PAY,968150500054,1250.0,,641502.19
09-10-2023,09-10-2023,ATM WDL/7806/HSR LAYOUT,864084144552,2380.0,,639122.19
09-10-2023,09-10-2023,IMPS/P2A/562128786756/PADMARAO/AXIS,562128786756,,4800.0,643922.19
09-10-2023,09-10-2023,UPI/P2A/440348857613/vinaypatil360@ybl/PAY,440348857613,1250.0,,642672.19
10-10-2023,10-10-2023,POS/4160/BOOKMYSHOW/INDIRANAGAR,707368596932,3499.0,,639173.19
11-10-2023,11-10-2023,UPI/P2A/143949854153/rajeshverm306@okhdfcbank/PAY,143949854153,1250.0,,637923.19
12-10-2023,12-10-2023,IMPS/P2A/333364424897/GEETADEVI/AXIS,333364424897,,850.0,638773.19
12-10-2023,12-10-2023,ATM WDL/8228/KUKATPALLY,657488186739,249.0,,638524.19
13-10-2023,13-10-2023,IMPS/P2A/317531867706/DIVYAMENON/AXIS,317531867706,,2500.0,641024.19
13-10-2023,13-10-2023,ATM WDL/7323/KUKATPALLY,924285099682,120.0,,640904.19
14-10-2023,14-10-2023,BIL/INFT/007360741226/IRCTC/PAYMENT,007360741226,310.0,,640594.19
15-10-2023,15-10-2023,BIL/INFT/047830363901/ZOMATO/PAYMENT,047830363901,2380.0,,638214.19
15-10-2023,15-10-2023,POS/4059/AIRTEL/PUNE,022977085210,1250.0,,636964.19
16-10-2023,16-10-2023,ATM WDL/7499/MANGALURU,328953564548,1250.0,,635714.19
17-10-2023,17-10-2023,UPI/P2A/078294875338/rohitsharm828@okhdfcbank/PAY,078294875338,5200.0,,630514.19
17-10-2023,17-10-2023,UPI/P2A/701704417662/santoshiye167@ybl/PAY,701704417662,5200.0,,625314.19
18-10-2023,18-10-2023,ATM WDL/2789/HYDERABAD,107542939764,1680.0,,623634.19
19-10-2023,19-10-2023,IMPS/P2A/896784671921/MEENAIYER/AXIS,896784671921,,7500.0,631134.19
19-10-2023,19-10-2023,POS/6758/JIO/KORAMANGALA,948622501772,7800.0,,623334.19
19-10-2023,19-10-2023,IMPS/P2A/229635916430/KAVYAREDDY/AXIS,229635916430,,18500.0,641834.19
19-10-2023,19-10-2023,UPI/P2A/538259426595/rajeshverm462@okaxis/PAY,538259426595,310.0,,641524.19
20-10-2023,20-10-2023,UPI/P2A/883352275860/priyanair209@oksbi/PAY,883352275860,699.0,,640825.19
20-10-2023,20-10-2023,BIL/INFT/399513817989/JIO/PAYMENT,399513817989,850.0,,639975.19
21-10-2023,21-10-2023,ATM WDL/4457/KUKATPALLY,761177557479,79.0,,639896.19
21-10-2023,21-10-2023,IMPS/P2A/174077920406/DIVYAMENON/AXIS,174077920406,,2500.0,642396.19
22-10-2023,22-10-2023,ATM WDL/8285/INDIRANAGAR,641374433445,2380.0,,640016.19
22-10-2023,22-10-2023,ATM WDL/5216/BANJARA HILLS,951955515520,249.0,,639767.19
23-10-2023,23-10-2023,UPI/P2A/778932468928/tarageorge31@oksbi/PAY,778932468928,79.0,,639688.19
23-10-2023,23-10-2023,BIL/INFT/844167014785/MEDPLUS/PAYMENT,844167014785,850.0,,638838.19
24-10-2023,24-10-2023,POS/5227/HPCL/HSR LAYOUT,543148754255,7800.0,,631038.19
24-10-2023,24-10-2023,ATM WDL/7420/HSR LAYOUT,188908001646,310.0,,630728.19
24-10-2023,24-10-2023,ATM WDL/3428/BTM LAYOUT,742613960220,3499.0,,627229.19
25-10-2023,25-10-2023,IMPS/P2A/159252196853/VENKATRAO/AXIS,159252196853,,2500.0,629729.19
26-10-2023,26-10-2023,ATM WDL/6553/KUKATPALLY,218195126284,3499.0,,626230.19
27-10-2023,27-10-2023,IMPS/P2A/481161044914/RAMESHGOWDA/AXIS,481161044914,,24000.0,650230.19
27-10-2023,27-10-2023,POS/7350/APOLLO PHARMACY/HYDERABAD,561581028320,850.0,,649380.19
28-10-2023,28-10-2023,POS/0973/MEDPLUS/HYDERABAD,006841809867,120.0,,649260.19
29-10-2023,29-10-2023,POS/4032/BOOKMYSHOW/KORAMANGALA,053728305830,120.0,,649140.19
30-10-2023,30-10-2023,IMPS/P2A/013205500575/MOHANDAS/AXIS,013205500575,,11200.0,660340.19
30-10-2023,30-10-2023,UPI/P2A/462197943939/rahulsingh336@oksbi/PAY,462197943939,999.0,,659341.19
