Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
19 Jul 2023,19 Jul 2023,ATM WDL/2815/MANGALURU,367249894607,850.0,,726187.62
19 Jul 2023,19 Jul 2023,POS/5491/ZOMATO/MANGALURU,706919472360,449.0,,725738.62
20 Jul 2023,20 Jul 2023,ATM WDL/6503/PUNE,455083000665,2380.0,,723358.62
20 Jul 2023,20 Jul 2023,TO TRANSFER-UPI/244946853698/smitharao570@okaxis,244946853698,79.0,,723279.62
21 Jul 2023,21 Jul 2023,ATM WDL/0198/PUNE,850792008350,1250.0,,722029.62
21 Jul 2023,21 Jul 2023,POS/6594/IRCTC/INDIRANAGAR,688673552725,120.0,,721909.62
23 Jul 2023,23 Jul 2023,POS/5002/SWIGGY/PUNE,311216736326,1680.0,,720229.62
25 Jul 2023,25 Jul 2023,ATM WDL/3863/HYDERABAD,961573134533,999.0,,719230.62
26 Jul 2023,26 Jul 2023,TO TRANSFER-UPI/972223503900/tarageorge60@paytm,972223503900,699.0,,718531.62
27 Jul 2023,27 Jul 2023,ATM WDL/4131/KORAMANGALA,870608718394,3499.0,,715032.62
27 Jul 2023,27 Jul 2023,TO CLEARING-CIT RELIANCE FRESH 057956,866197937258,999.0,,714033.62
27 Jul 2023,27 Jul 2023,POS/8374/FLIPKART/INDIRANAGAR,199641210108,699.0,,713334.62
28 Jul 2023,28 Jul 2023,TO TRANSFER-UPI/911040698862/tarageorge639@oksbi,911040698862,2380.0,,710954.62
30 Jul 2023,30 Jul 2023,TO CLEARING-CIT BESCOM 471674,087953235908,1250.0,,709704.62
1 Aug 2023,1 Aug 2023,BY TRANSFER-0462373408455 SALARY RAJENDRA PRA,208939346524,,78000.0,787704.62
1 Aug 2023,1 Aug 2023,ATM WDL/5911/BTM LAYOUT,729464957288,120.0,,787584.62
2 Aug 2023,2 Aug 2023,TO TRANSFER-UPI/675424098916/anjalirao190@oksbi,675424098916,1250.0,,786334.62
3 Aug 2023,3 Aug 2023,NEFT DR-HDFC0166396-RAJESH VERMA-829800806084-RENT,641286431008,22000.0,,764334.62
5 Aug 2023,5 Aug 2023,TO CLEARING-CIT APOLLO PHARMACY 483834,890813983868,449.0,,763885.62
6 Aug 2023,6 Aug 2023,POS/0860/OLA/KUKATPALLY,712179850350,79.0,,763806.62
6 Aug 2023,6 Aug 2023,ATM WDL/7801/HYDERABAD,706120344908,120.0,,763686.62
7 Aug 2023,7 Aug 2023,POS/6506/ZOMATO/KUKATPALLY,669634750490,5200.0,,758486.62
11 Aug 2023,11 Aug 2023,POS/4764/BOOKMYSHOW/PUNE,321890583533,850.0,,757636.62
12 Aug 2023,12 Aug 2023,TO CLEARING-CIT AIRTEL 135698,586056842100,1680.0,,755956.62
13 Aug 2023,13 Aug 2023,POS/3555/BOOKMYSHOW/MANGALURU,427461940282,3499.0,,752457.62
13 Aug 2023,13 Aug 2023,TO TRANSFER-UPI/441225130347/lathadevi445@ybl,441225130347,1250.0,,751207.62
16 Aug 2023,16 Aug 2023,BY TRANSFER-INB IMPS455128391122/9261694574/XX4587/Remitly Tr-,MAC3153454564,,4800.0,756007.62
17 Aug 2023,17 Aug 2023,POS/9082/BOOKMYSHOW/MANGALURU,171626182893,999.0,,755008.62
17 Aug 2023,17 Aug 2023,BY TRANSFER-INB IMPS685633312808/4477418145/XX7524/Remitly Tr-,MAC6025834748,,1200.0,756208.62
18 Aug 2023,18 Aug 2023,TO TRANSFER-UPI/358654441263/mohandas373@okaxis,358654441263,310.0,,755898.62
18 Aug 2023,18 Aug 2023,TO CLEARING-CIT APOLLO PHARMACY 845310,174534788472,249.0,,755649.62
18 Aug 2023,18 Aug 2023,POS/1717/UBER/SECUNDERABAD,423800247640,5200.0,,750449.62
19 Aug 2023,19 Aug 2023,BY TRANSFER-INB IMPS169804470627/8327001006/XX9924/Remitly Tr-,MAC9901975701,,18500.0,768949.62
20 Aug 2023,20 Aug 2023,BY TRANSFER-INB IMPS004035334200/8575640122/XX3249/Remitly Tr-,MAC4580896163,,850.0,769799.62
20 Aug 2023,20 Aug 2023,TO TRANSFER-UPI/754467013743/naveenkuma731@oksbi,754467013743,310.0,,769489.62
20 Aug 2023,20 Aug 2023,TO CLEARING-CIT HPCL 825528,363298753101,1250.0,,768239.62
21 Aug 2023,21 Aug 2023,ATM WDL/7899/KUKATPALLY,563944124345,5200.0,,763039.62
22 Aug 2023,22 Aug 2023,TO CLEARING-CIT FLIPKART 299350,748645559355,699.0,,762340.62
22 Aug 2023,22 Aug 2023,TO CLEARING-CIT UBER 051314,712934511361,79.0,,762261.62
23 Aug 2023,23 Aug 2023,TO TRANSFER-UPI/684328039324/kiranreddy27@oksbi,684328039324,5200.0,,757061.62
27 Aug 2023,27 Aug 2023,BY TRANSFER-INB IMPS704910746246/9683588395/XX7911/Remitly Tr-,MAC9319468819,,4800.0,761861.62
31 Aug 2023,31 Aug 2023,TO TRANSFER-UPI/341781648220/naveenkuma65@ybl,341781648220,79.0,,761782.62
1 Sep 2023,1 Sep 2023,POS/3250/BESCOM/JAYANAGAR,690354443053,850.0,,760932.62
3 Sep 2023,3 Sep 2023,POS/3507/SWIGGY/HYDERABAD,683705914339,449.0,,760483.62
3 Sep 2023,3 Sep 2023,BY TRANSFER-4978762384828 SALARY RAJENDRA PRA,119451968118,,78000.0,838483.62
3 Sep 2023,3 Sep 2023,ATM WDL/8694/BANJARA HILLS,634976957786,850.0,,837633.62
4 Sep 2023,4 Sep 2023,BY TRANSFER-INB IMPS521833305666/0857497352/XX3471/Remitly Tr-,MAC7233611357,,2500.0,840133.62
4 Sep 2023,4 Sep 2023,NEFT-002965291246-SOUTHERN RETAILS-REIMB-051322-HDFC0232922,772748397129,,12000.0,852133.62
5 Sep 2023,5 Sep 2023,TO TRANSFER-UPI/605635683849/rajeshverm859@ybl,605635683849,1680.0,,850453.62
6 Sep 2023,6 Sep 2023,NEFT DR-HDFC0868893-SANTOSH IYER-245525032653-RENT,746232815865,26500.0,,823953.62
6 Sep 2023,6 Sep 2023,POS/1243/IOCL/MUMBAI,516723483481,120.0,,823833.62
6 Sep 2023,6 Sep 2023,POS/7404/ZOMATO/MARATHAHALLI,019809086355,1250.0,,822583.62
7 Sep 2023,7 Sep 2023,TO CLEARING-CIT APOLLO PHARMACY 224836,452106086348,120.0,,822463.62
8 Sep 2023,8 Sep 2023,TO CLEARING-CIT MEDPLUS 474839,203931669382,79.0,,822384.62
10 Sep 2023,10 Sep 2023,TO CLEARING-CIT AMAZON 424904,553017287954,3499.0,,818885.62
10 Sep 2023,10 Sep 2023,POS/7289/MEDPLUS/WHITEFIELD,105269016488,850.0,,818035.62
12 Sep 2023,12 Sep 2023,BY TRANSFER-INB IMPS906402741571/3758076876/XX7617/Remitly Tr-,MAC1463208740,,2500.0,820535.62
13 Sep 2023,13 Sep 2023,POS/2456/BESCOM/MYSURU,269750282367,249.0,,820286.62
14 Sep 2023,14 Sep 2023,POS/3557/APOLLO PHARMACY/MANGALURU,415539919351,449.0,,819837.62
15 Sep 2023,15 Sep 2023,TO CLEARING-CIT IOCL 166299,637853273654,79.0,,819758.62
17 Sep 2023,17 Sep 2023,POS/2247/ZOMATO/INDIRANAGAR,703559242469,1250.0,,818508.62
17 Sep 2023,17 Sep 2023,BY TRANSFER-INB IMPS810309766709/8047555167/XX6985/Remitly Tr-,MAC3026777459,,850.0,819358.62
17 Sep 2023,17 Sep 2023,ATM WDL/7085/INDIRANAGAR,194028621125,310.0,,819048.62
17 Sep 2023,17 Sep 2023,TO TRANSFER-UPI/563348298655/kavyareddy726@okaxis,563348298655,249.0,,818799.62
18 Sep 2023,18 Sep 2023,ATM WDL/9239/BTM LAYOUT,215340741339,999.0,,817800.62
19 Sep 2023,19 Sep 2023,BY TRANSFER-INB IMPS277589203618/5626880251/XX7625/Remitly Tr-,MAC0928505634,,7500.0,825300.62
20 Sep 2023,20 Sep 2023,BY TRANSFER-INB IMPS739014624685/7192217236/XX6687/Remitly Tr-,MAC8543110130,,500.0,825800.62
22 Sep 2023,22 Sep 2023,TO TRANSFER-UPI/752909302573/mohandas153@okhdfcbank,752909302573,79.0,,825721.62
25 Sep 2023,25 Sep 2023,CREDIT INTEREST CAPITALISED,144931829031,,45.87,825767.49
25 Sep 2023,25 Sep 2023,GST ON BANK CHARGES,312547959339,17.7,,825749.79
25 Sep 2023,25 Sep 2023,ATM WDL/1808/HSR LAYOUT,270953213365,79.0,,825670.79
25 Sep 2023,25 Sep 2023,ATM WDL/7043/JAYANAGAR,200262515787,449.0,,825221.79
25 Sep 2023,25 Sep 2023,TO CLEARING-CIT BESCOM 437183,792589844726,699.0,,824522.79
26 Sep 2023,26 Sep 2023,BY TRANSFER-INB IMPS155531196638/0931814943/XX4074/Remitly Tr-,MAC5500544947,,2500.0,827022.79
1 Oct 2023,1 Oct 2023,BY TRANSFER-0412663886948 SALARY RAJENDRA PRA,163099953499,,77250.0,904272.79
1 Oct 2023,1 Oct 2023,TO TRANSFER-UPI/780577408974/reshmakhan415@ybl,780577408974,1680.0,,902592.79
1 Oct 2023,1 Oct 2023,POS/5964/OLA/HYDERABAD,328124908330,1250.0,,901342.79
2 Oct 2023,2 Oct 2023,ATM WDL/5343/BTM LAYOUT,962616546762,120.0,,901222.79
3 Oct 2023,3 Oct 2023,TO CLEARING-CIT BESCOM 139157,875900174805,3499.0,,897723.79
3 Oct 2023,3 Oct 2023,ATM WDL/3629/KUKATPALLY,999036318055,49.0,,897674.79
3 Oct 2023,3 Oct 2023,ATM WDL/5489/KUKATPALLY,796455077346,850.0,,896824.79
3 Oct 2023,3 Oct 2023,BY TRANSFER-INB IMPS928687612236/8191665016/XX9022/Remitly Tr-,MAC4839061449,,500.0,897324.79
4 Oct 2023,4 Oct 2023,NEFT DR-HDFC0416071-LATHA DEVI-654788018579-RENT,282479819968,31000.0,,866324.79
4 Oct 2023,4 Oct 2023,TO CLEARING-CIT MEDPLUS 075171,494847288306,850.0,,865474.79
5 Oct 2023,5 Oct 2023,TO TRANSFER-UPI/077432578513/kiranreddy157@okhdfcbank,077432578513,449.0,,865025.79
5 Oct 2023,5 Oct 2023,TO CLEARING-CIT SWIGGY 798092,222146931710,249.0,,864776.79
7 Oct 2023,7 Oct 2023,POS/4322/OLA/SECUNDERABAD,276843617725,2380.0,,862396.79
7 Oct 2023,7 Oct 2023,NEFT-480192592959-SOUTHERN RETAILS-REIMB-051322-HDFC0180081,409116375235,,12000.0,874396.79
7 Oct 2023,7 Oct 2023,TO TRANSFER-UPI/719732061890/poojasharm169@paytm,719732061890,5200.0,,869196.79
7 Oct 2023,7 Oct 2023,POS/7740/IOCL/HYDERABAD,599233082689,1680.0,,867516.79
8 Oct 2023,8 Oct 2023,TO CLEARING-CIT MEDPLUS 322287,086769177962,249.0,,867267.79
9 Oct 2023,9 Oct 2023,TO CLEARING-CIT FLIPKART 866294,046777781353,49.0,,867218.79
10 Oct 2023,10 Oct 2023,BY TRANSFER-INB IMPS524955289568/1483019291/XX7543/Remitly Tr-,MAC5027257208,,4800.0,872018.79
10 Oct 2023,10 Oct 2023,POS/3193/JIO/JAYANAGAR,990201608934,1680.0,,870338.79
11 Oct 2023,11 Oct 2023,TO CLEARING-CIT OLA 156446,267440522984,3499.0,,866839.79
12 Oct 2023,12 Oct 2023,TO TRANSFER-UPI/923760789091/divyamenon538@okaxis,923760789091,3499.0,,863340.79
12 Oct 2023,12 Oct 2023,TO CLEARING-CIT BOOKMYSHOW 818677,236369924447,3499.0,,859841.79
12 Oct 2023,12 Oct 2023,TO TRANSFER-UPI/314782835666/smitharao707@okhdfcbank,314782835666,999.0,,858842.79
13 Oct 2023,13 Oct 2023,TO CLEARING-CIT PVR CINEMAS 822425,039447372975,999.0,,857843.79
14 Oct 2023,14 Oct 2023,ATM WDL/5728/PUNE,989582010521,3499.0,,854344.79
15 Oct 2023,15 Oct 2023,TO CLEARING-CIT IRCTC 245517,827810259940,249.0,,854095.79
15 Oct 2023,15 Oct 2023,TO CLEARING-CIT BESCOM 197802,062371415597,850.0,,853245.79
16 Oct 2023,16 Oct 2023,TO CLEARING-CIT MEDPLUS 324639,157303918581,310.0,,852935.79
16 Oct 2023,16 Oct 2023,TO CLEARING-CIT JIO 915673,840024942723,699.0,,852236.79
17 Oct 2023,17 Oct 2023,POS/1002/BESCOM/INDIRANAGAR,893557295760,449.0,,851787.79
17 Oct 2023,17 Oct 2023,TO CLEARING-CIT PVR CINEMAS 316049,021176214306,249.0,,851538.79
18 Oct 2023,18 Oct 2023,POS/1107/DMART/KORAMANGALA,280197896794,699.0,,850839.79
18 Oct 2023,18 Oct 2023,BY TRANSFER-INB IMPS256933256720/9084755255/XX5610/Remitly Tr-,MAC2303495749,,11200.0,862039.79
19 Oct 2023,19 Oct 2023,TO CLEARING-CIT RELIANCE FRESH 132384,874542664770,310.0,,861729.79
20 Oct 2023,20 Oct 2023,POS/7838/DMART/KUKATPALLY,679329600286,3499.0,,858230.79
20 Oct 2023,20 Oct 2023,TO TRANSFER-UPI/377895539648/reshmakhan321@okhdfcbank,377895539648,999.0,,857231.79
20 Oct 2023,20 Oct 2023,TO TRANSFER-UPI/276440013701/kavyareddy301@okaxis,276440013701,449.0,,856782.79
21 Oct 2023,21 Oct 2023,ATM WDL/1038/SECUNDERABAD,911583852426,5200.0,,851582.79
22 Oct 2023,22 Oct 2023,TO TRANSFER-UPI/509940656082/ayeshakhan446@okhdfcbank,509940656082,999.0,,850583.79
23 Oct 2023,23 Oct 2023,TO CLEARING-CIT BOOKMYSHOW 810643,920989859432,5200.0,,845383.79
25 Oct 2023,25 Oct 2023,BY TRANSFER-INB IMPS046876119140/9105280590/XX9466/Remitly Tr-,MAC1813562878,,24000.0,869383.79
28 Oct 2023,28 Oct 2023,POS/0168/BOOKMYSHOW/MYSURU,491254679592,999.0,,868384.79
28 Oct 2023,28 Oct 2023,ATM WDL/6994/JAYANAGAR,179270237191,310.0,,868074.79
29 Oct 2023,29 Oct 2023,BY TRANSFER-INB IMPS915111609495/0137101330/XX7580/Remitly Tr-,MAC9850656297,,500.0,868574.79
30 Oct 2023,30 Oct 2023,BY TRANSFER-INB IMPS788108135695/4915051763/XX1637/Remitly Tr-,MAC8598855553,,2500.0,871074.79
30 Oct 2023,30 Oct 2023,BY TRANSFER-INB IMPS757126963363/7525198030/XX2454/Remitly Tr-,MAC1777547639,,500.0,871574.79
31 Oct 2023,31 Oct 2023,TO CLEARING-CIT AIRTEL 575946,634290321292,1680.0,,869894.79
1 Nov 2023,1 Nov 2023,BY TRANSFER-6509481320642 SALARY RAJENDRA PRA,348044905708,,77250.0,947144.79
1 Nov 2023,1 Nov 2023,POS/6856/AMAZON/BTM LAYOUT,706418199194,449.0,,946695.79
2 Nov 2023,2 Nov 2023,POS/3984/APOLLO PHARMACY/BANJARA HILLS,928284105349,449.0,,946246.79
3 Nov 2023,3 Nov 2023,TO CLEARING-CIT PVR CINEMAS 881309,275187814250,7800.0,,938446.79
3 Nov 2023,3 Nov 2023,NEFT-310553128882-SOUTHERN RETAILS-REIMB-051322-HDFC0655385,035493509788,,24000.0,962446.79
3 Nov 2023,3 Nov 2023,TO CLEARING-CIT BPCL 050489,447884900811,79.0,,962367.79
4 Nov 2023,4 Nov 2023,NEFT DR-HDFC0955090-AYESHA KHAN-784655718624-RENT,334146188628,26500.0,,935867.79
6 Nov 2023,6 Nov 2023,ATM WDL/1097/WHITEFIELD,996468931927,5200.0,,930667.79
6 Nov 2023,6 Nov 2023,BY TRANSFER-INB IMPS042692042084/3745382957/XX6316/Remitly Tr-,MAC2821827563,,4800.0,935467.79
7 Nov 2023,7 Nov 2023,BY TRANSFER-INB IMPS619533991752/9333714263/XX6165/Remitly Tr-,MAC1494463768,,24000.0,959467.79
8 Nov 2023,8 Nov 2023,TO TRANSFER-UPI/653932308914/mohandas849@oksbi,653932308914,120.0,,959347.79
9 Nov 2023,9 Nov 2023,TO TRANSFER-UPI/249633549416/naveenkuma131@oksbi,249633549416,1680.0,,957667.79
10 Nov 2023,10 Nov 2023,TO CLEARING-CIT MEDPLUS 162711,888985115172,3499.0,,954168.79
10 Nov 2023,10 Nov 2023,ATM WDL/1178/MANGALURU,569692021430,49.0,,954119.79
12 Nov 2023,12 Nov 2023,POS/8128/AMAZON/PUNE,063349283199,2380.0,,951739.79
12 Nov 2023,12 Nov 2023,POS/3281/SWIGGY/KORAMANGALA,730304412610,310.0,,951429.79
12 Nov 2023,12 Nov 2023,POS/3455/PVR CINEMAS/SECUNDERABAD,767839994801,7800.0,,943629.79
13 Nov 2023,13 Nov 2023,TO CLEARING-CIT ZOMATO 581254,959379592736,79.0,,943550.79
13 Nov 2023,13 Nov 2023,ATM WDL/0151/PUNE,384987377971,79.0,,943471.79
13 Nov 2023,13 Nov 2023,ATM WDL/2117/KORAMANGALA,862080810588,7800.0,,935671.79
14 Nov 2023,14 Nov 2023,TO TRANSFER-UPI/178975226887/kiranreddy744@okaxis,178975226887,1680.0,,933991.79
14 Nov 2023,14 Nov 2023,TO TRANSFER-UPI/102429221062/vikramnair597@oksbi,102429221062,120.0,,933871.79
14 Nov 2023,14 Nov 2023,TO CLEARING-CIT UBER 212656,357289019214,79.0,,933792.79
15 Nov 2023,15 Nov 2023,POS/3162/AMAZON/MANGALURU,659590016169,850.0,,932942.79
15 Nov 2023,15 Nov 2023,BY TRANSFER-INB IMPS418097424816/8367935078/XX8734/Remitly Tr-,MAC3436020307,,1200.0,934142.79
15 Nov 2023,15 Nov 2023,TO CLEARING-CIT SWIGGY 328770,730261415438,850.0,,933292.79
17 Nov 2023,17 Nov 2023,TO TRANSFER-UPI/326028473579/kiranreddy371@ybl,326028473579,999.0,,932293.79
18 Nov 2023,18 Nov 2023,ATM WDL/3607/JAYANAGAR,839666115677,850.0,,931443.79
18 Nov 2023,18 Nov 2023,POS/9741/PVR CINEMAS/BANJARA HILLS,429074899312,1680.0,,929763.79
18 Nov 2023,18 Nov 2023,ATM WDL/1624/KUKATPALLY,856831916977,5200.0,,924563.79
20 Nov 2023,20 Nov 2023,TO TRANSFER-UPI/786446987404/gopalnaik148@okaxis,786446987404,1250.0,,923313.79
21 Nov 2023,21 Nov 2023,TO CLEARING-CIT BOOKMYSHOW 968268,921830388687,699.0,,922614.79
21 Nov 2023,21 Nov 2023,TO TRANSFER-UPI/663333905504/kavyareddy267@paytm,663333905504,120.0,,922494.79
22 Nov 2023,22 Nov 2023,ATM WDL/7833/PUNE,313816248342,249.0,,922245.79
22 Nov 2023,22 Nov 2023,TO CLEARING-CIT AIRTEL 222453,928136123076,79.0,,922166.79
24 Nov 2023,24 Nov 2023,BY TRANSFER-INB IMPS525816871907/4779881726/XX9282/Remitly Tr-,MAC5908812453,,24000.0,946166.79
25 Nov 2023,25 Nov 2023,TO CLEARING-CIT IOCL 701071,665076561077,5200.0,,940966.79
25 Nov 2023,25 Nov 2023,BY TRANSFER-INB IMPS389247574435/7775617691/XX5157/Remitly Tr-,MAC5750143212,,850.0,941816.79
25 Nov 2023,25 Nov 2023,ATM WDL/7629/JAYANAGAR,767222026224,850.0,,940966.79
25 Nov 2023,25 Nov 2023,ATM WDL/6036/MUMBAI,666087600097,49.0,,940917.79
26 Nov 2023,26 Nov 2023,BY TRANSFER-INB IMPS225971767130/2544015064/XX4750/Remitly Tr-,MAC2045306499,,11200.0,952117.79
27 Nov 2023,27 Nov 2023,ATM WDL/0742/HYDERABAD,549549487603,1250.0,,950867.79
27 Nov 2023,27 Nov 2023,BY TRANSFER-INB IMPS751108890752/0921403978/XX4764/Remitly Tr-,MAC9299583710,,2500.0,953367.79
28 Nov 2023,28 Nov 2023,TO TRANSFER-UPI/185016341183/vikramnair321@okhdfcbank,185016341183,5200.0,,948167.79
29 Nov 2023,29 Nov 2023,BY TRANSFER-INB IMPS581296160686/9468272436/XX5714/Remitly Tr-,MAC7787482916,,7500.0,955667.79
1 Dec 2023,1 Dec 2023,BY TRANSFER-3661005967082 SALARY RAJENDRA PRA,858762596401,,78000.0,1033667.79
1 Dec 2023,1 Dec 2023,POS/7315/AMAZON/MANGALURU,510845675002,2380.0,,1031287.79
4 Dec 2023,4 Dec 2023,POS/2824/AMAZON/KORAMANGALA,482331782197,999.0,,1030288.79
4 Dec 2023,4 Dec 2023,TO TRANSFER-UPI/551494200633/rajeshverm60@ybl,551494200633,5200.0,,1025088.79
4 Dec 2023,4 Dec 2023,TO TRANSFER-UPI/489043967383/arjunmehta236@okaxis,489043967383,449.0,,1024639.79
5 Dec 2023,5 Dec 2023,NEFT DR-HDFC0916844-MEERA PILLAI-457901733477-RENT,220846949260,31000.0,,993639.79
5 Dec 2023,5 Dec 2023,TO TRANSFER-UPI/379618981768/vikramnair601@oksbi,379618981768,3499.0,,990140.79
5 Dec 2023,5 Dec 2023,TO CLEARING-CIT MEDPLUS 241875,664838983673,699.0,,989441.79
6 Dec 2023,6 Dec 2023,ATM WDL/8737/HSR LAYOUT,638561059064,249.0,,989192.79
8 Dec 2023,8 Dec 2023,TO CLEARING-CIT JIO 168612,065054663028,249.0,,988943.79
8 Dec 2023,8 Dec 2023,TO CLEARING-CIT IRCTC 039038,474078831545,5200.0,,983743.79
11 Dec 2023,11 Dec 2023,ATM WDL/5608/HYDERABAD,688179246862,699.0,,983044.79
13 Dec 2023,13 Dec 2023,TO CLEARING-CIT ZOMATO 595192,237286062201,7800.0,,975244.79
13 Dec 2023,13 Dec 2023,NEFT-774616710609-SOUTHERN RETAILS-REIMB-051322-HDFC0743487,204514980747,,12000.0,987244.79
14 Dec 2023,14 Dec 2023,ATM WDL/8981/KUKATPALLY,857178172376,1680.0,,985564.79
17 Dec 2023,17 Dec 2023,ATM WDL/0814/PUNE,272123937378,850.0,,984714.79
18 Dec 2023,18 Dec 2023,TO TRANSFER-UPI/102888973065/harishmeno853@ybl,102888973065,1680.0,,983034.79
20 Dec 2023,20 Dec 2023,POS/5060/AIRTEL/BTM LAYOUT,754155460179,5200.0,,977834.79
20 Dec 2023,20 Dec 2023,TO CLEARING-CIT BOOKMYSHOW 408700,580108048609,49.0,,977785.79
22 Dec 2023,22 Dec 2023,ATM WDL/3925/MYSURU,806022244675,2380.0,,975405.79
22 Dec 2023,22 Dec 2023,ATM WDL/5799/MUMBAI,576575838603,1250.0,,974155.79
22 Dec 2023,22 Dec 2023,BY TRANSFER-INB IMPS801863503778/8466370973/XX2455/Remitly Tr-,MAC9221789069,,24000.0,998155.79
22 Dec 2023,22 Dec 2023,TO TRANSFER-UPI/566552262848/gopalnaik270@paytm,566552262848,2380.0,,995775.79
23 Dec 2023,23 Dec 2023,TO TRANSFER-UPI/206367889531/sunilshett553@paytm,206367889531,850.0,,994925.79
24 Dec 2023,24 Dec 2023,POS/0773/DMART/INDIRANAGAR,332753153861,310.0,,994615.79
25 Dec 2023,25 Dec 2023,BY TRANSFER-INB IMPS584401771133/4378488257/XX9470/Remitly Tr-,MAC7332710819,,1200.0,995815.79
25 Dec 2023,25 Dec 2023,TO TRANSFER-UPI/385841203711/priyanair681@oksbi,385841203711,49.0,,995766.79
27 Dec 2023,27 Dec 2023,BY TRANSFER-INB IMPS195675001243/4479585693/XX0251/Remitly Tr-,MAC2425218137,,850.0,996616.79
27 Dec 2023,27 Dec 2023,ATM WDL/1641/WHITEFIELD,860252644766,79.0,,996537.79
28 Dec 2023,28 Dec 2023,TO CLEARING-CIT PVR CINEMAS 140270,066579612087,2380.0,,994157.79
28 Dec 2023,28 Dec 2023,TO TRANSFER-UPI/482426346178/kiranreddy699@ybl,482426346178,449.0,,993708.79
31 Dec 2023,31 Dec 2023,BY TRANSFER-INB IMPS600731149852/9317269133/XX4600/Remitly Tr-,MAC9904364350,,24000.0,1017708.79
31 Dec 2023,31 Dec 2023,ATM WDL/2325/MANGALURU,901247133873,5200.0,,1012508.79
2 Jan 2024,2 Jan 2024,BY TRANSFER-INB IMPS379942791213/8910378443/XX8377/Remitly Tr-,MAC3757437170,,2500.0,1015008.79
2 Jan 2024,2 Jan 2024,BY TRANSFER-8601951178787 SALARY RAJENDRA PRA,057568229402,,77250.0,1092258.79
2 Jan 2024,2 Jan 2024,TO TRANSFER-UPI/968056255779/priyanair124@okaxis,968056255779,310.0,,1091948.79
2 Jan 2024,2 Jan 2024,TO CLEARING-CIT AMAZON 675994,648032686841,3499.0,,1088449.79
5 Jan 2024,5 Jan 2024,TO TRANSFER-UPI/070375393634/arjunmehta722@ybl,070375393634,310.0,,1088139.79
5 Jan 2024,5 Jan 2024,NEFT DR-HDFC0608928-VIKRAM NAIR-485321057458-RENT,154592897217,26500.0,,1061639.79
5 Jan 2024,5 Jan 2024,TO TRANSFER-UPI/726055866502/rohitsharm688@ybl,726055866502,449.0,,1061190.79
7 Jan 2024,7 Jan 2024,TO TRANSFER-UPI/226607709228/sunilshett573@ybl,226607709228,3499.0,,1057691.79
10 Jan 2024,10 Jan 2024,ATM WDL/7552/KORAMANGALA,413115243463,850.0,,1056841.79
10 Jan 2024,10 Jan 2024,ATM WDL/6433/WHITEFIELD,055914581334,850.0,,1055991.79
10 Jan 2024,10 Jan 2024,BY TRANSFER-INB IMPS189856974136/2123723651/XX0479/Remitly Tr-,MAC5719244637,,500.0,1056491.79
11 Jan 2024,11 Jan 2024,ATM WDL/5977/SECUNDERABAD,813263027702,699.0,,1055792.79
13 Jan 2024,13 Jan 2024,POS/8754/APOLLO PHARMACY/MARATHAHALLI,891876034801,1680.0,,1054112.79
14 Jan 2024,14 Jan 2024,TO TRANSFER-UPI/037444217549/kiranreddy54@paytm,037444217549,699.0,,1053413.79
15 Jan 2024,15 Jan 2024,TO CLEARING-CIT APOLLO PHARMACY 258740,368657580516,449.0,,1052964.79
15 Jan 2024,15 Jan 2024,ATM WDL/7187/KUKATPALLY,063287416236,850.0,,1052114.79
15 Jan 2024,15 Jan 2024,POS/9613/ZOMATO/JAYANAGAR,711398165449,449.0,,1051665.79
17 Jan 2024,17 Jan 2024,TO TRANSFER-UPI/895589791122/kavyareddy151@okhdfcbank,895589791122,7800.0,,1043865.79
21 Jan 2024,21 Jan 2024,TO CLEARING-CIT HPCL 548431,961965632399,310.0,,1043555.79
22 Jan 2024,22 Jan 2024,TO CLEARING-CIT DMART 234842,018256532276,699.0,,1042856.79
22 Jan 2024,22 Jan 2024,BY TRANSFER-INB IMPS044154699729/3308830393/XX5304/Remitly Tr-,MAC5421016221,,1200.0,1044056.79
22 Jan 2024,22 Jan 2024,NEFT-227503474523-SOUTHERN RETAILS-REIMB-051322-HDFC0341049,623120889883,,12000.0,1056056.79
23 Jan 2024,23 Jan 2024,ATM WDL/1688/BTM LAYOUT,257060585264,449.0,,1055607.79
23 Jan 2024,23 Jan 2024,TO CLEARING-CIT DMART 894662,914471548808,5200.0,,1050407.79
23 Jan 2024,23 Jan 2024,ATM WDL/1496/HYDERABAD,750166133828,2380.0,,1048027.79
24 Jan 2024,24 Jan 2024,BY TRANSFER-INB IMPS799303381113/1352035047/XX2399/Remitly Tr-,MAC2484869507,,4800.0,1052827.79
26 Jan 2024,26 Jan 2024,BY TRANSFER-INB IMPS586456726865/9311651490/XX0702/Remitly Tr-,MAC7639268847,,1200.0,1054027.79
26 Jan 2024,26 Jan 2024,BY TRANSFER-INB IMPS760745563128/0816168995/XX9688/Remitly Tr-,MAC9711980426,,4800.0,1058827.79
27 Jan 2024,27 Jan 2024,ATM WDL/9071/INDIRANAGAR,656546409156,5200.0,,1053627.79
27 Jan 2024,27 Jan 2024,POS/7685/SWIGGY/MANGALURU,150487255794,79.0,,1053548.79
27 Jan 2024,27 Jan 2024,POS/6696/UBER/BTM LAYOUT,021080365951,120.0,,1053428.79
