Date,Narration,Ref,Withdrawal,Deposit,Balance
20/11/2022,NEFT/159898183719/VENKAT RAO/KKBK0045457/95028103159051,TXN0255057,2380.00,,1997358.51
20/11/2022,IMPS/P2P/8929703363/SANTOSH KUMAR/7119846841,TXN0255058,,32000.00,2029358.51
20/11/2022,ATM/WDL/1525858716/HDFC ATM KORAMANGALA,TXN0255059,999.00,,2028359.51
20/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255060,,24000.00,2052359.51
20/11/2022,UPI/DR/159061062925/DEEPA NAIR/KKBK0045457/deepa964@okhdfc,TXN0255061,1250.00,,2051109.51
21/11/2022,CHQ NO 487374 CLEARING,TXN0255062,850.00,,2050259.51
22/11/2022,NEFT/0540378000/GOPAL VERMA/KKBK0045457/52474654239008,TXN0255063,699.00,,2049560.51
22/11/2022,UPI/CR/615533323444/MALLIKA DAS/KKBK0045457/mallika821@ybl,TXN0255064,,32000.00,2081560.51
22/11/2022,IMPS/P2P/3125827565/POOJA SHARMA/8199686490,TXN0255065,,32000.00,2113560.51
22/11/2022,CHQ NO 178873 CLEARING,TXN0255066,999.00,,2112561.51
22/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255067,,2500.00,2115061.51
23/11/2022,UPI/DR/3227752731/LATHA MURTHY/KKBK0045457/latha169@oksbi,TXN0255068,1680.00,,2113381.51
23/11/2022,NEFT/7001294722/DEEPA NAIR/KKBK0045457/78977757258257,TXN0255069,5200.00,,2108181.51
23/11/2022,UPI/DR/82293675/IMRAN KHAN/KKBK0045457/imran531@paytm,TXN0255070,310.00,,2107871.51
23/11/2022,NEFT/6626267028/PRIYA NAIR/KKBK0045457/20951381048331,TXN0255071,310.00,,2107561.51
23/11/2022,UPI/DR/5744768213/SHAHID KHAN/KKBK0045457/shahid681@okaxis,TXN0255072,49.00,,2107512.51
23/11/2022,IMPS/P2P/31768139/KAVITHA RAO/7583865227,TXN0255073,,500.00,2108012.51
23/11/2022,UPI/DR/06452754/MOHAMMED IRFAN/KKBK0045457/mohammed996@oksbi,TXN0255074,1680.00,,2106332.51
23/11/2022,UPI/CR/288178975707/SANTOSH KUMAR/KKBK0045457/santosh323@okhdfc,TXN0255075,,7600.00,2113932.51
24/11/2022,UPI/DR/930245696148/RAJENDRA PRASAD/KKBK0045457/rajendra448@ybl,TXN0255076,249.00,,2113683.51
24/11/2022,ATM/WDL/63944961/HDFC ATM KORAMANGALA,TXN0255077,249.00,,2113434.51
24/11/2022,UPI/DR/612968734958/HARISH MENON/KKBK0045457/harish324@okaxis,TXN0255078,49.00,,2113385.51
24/11/2022,UPI/DR/2032924498/SMITHA PILLAI/KKBK0045457/smitha119@okaxis,TXN0255079,699.00,,2112686.51
24/11/2022,ATM/WDL/45843996/SBI ATM JAYANAGAR BLR,TXN0255080,310.00,,2112376.51
24/11/2022,UPI/CR/732810088435/RAMESH PILLAI/KKBK0045457/ramesh831@okhdfc,TXN0255081,,7600.00,2119976.51
24/11/2022,UPI/CR/602020553393/NAVEEN KUMAR/KKBK0045457/naveen699@okaxis,TXN0255082,,24000.00,2143976.51
25/11/2022,UPI/DR/6411289281/PADMA RAO/KKBK0045457/padma65@okhdfc,TXN0255083,7800.00,,2136176.51
25/11/2022,UPI/CR/858241040423/RESHMA KHAN/KKBK0045457/reshma410@ybl,TXN0255084,,24000.00,2160176.51
25/11/2022,CHQ NO 260870 CLEARING,TXN0255085,1250.00,,2158926.51
25/11/2022,UPI/DR/592511751441/DEEPAK JOSHI/KKBK0045457/deepak971@okhdfc,TXN0255086,5200.00,,2153726.51
26/11/2022,UPI/DR/0321831684/DIVYA MENON/KKBK0045457/divya108@okhdfc,TXN0255087,3499.00,,2150227.51
26/11/2022,NEFT/20072495/TARA SINGH/KKBK0045457/00148360081141,TXN0255088,999.00,,2149228.51
26/11/2022,UPI/CR/664195868924/SURESH NAIR/KKBK0045457/suresh474@okhdfc,TXN0255089,,850.00,2150078.51
26/11/2022,NEFT/63024571/MEENA IYER/KKBK0045457/88040078982556,TXN0255090,,11200.00,2161278.51
26/11/2022,NEFT/6978893518/ROHIT SHARMA/KKBK0045457/96154640359960,TXN0255091,,11200.00,2172478.51
26/11/2022,IMPS/P2P/0155506577/NAVEEN KUMAR/8274524922,TXN0255092,,11200.00,2183678.51
27/11/2022,IMPS/P2P/54882562/KAVERI MENON/8319163024,TXN0255093,,32000.00,2215678.51
27/11/2022,UPI/DR/1694508817/MOHAMMED IRFAN/KKBK0045457/mohammed783@oksbi,TXN0255094,850.00,,2214828.51
27/11/2022,CHQ NO 242130 CLEARING,TXN0255095,850.00,,2213978.51
27/11/2022,IMPS/P2P/429532964785/SANTOSH KUMAR/8400240792,TXN0255096,,1200.00,2215178.51
27/11/2022,CHQ NO 272567 CLEARING,TXN0255097,7800.00,,2207378.51
27/11/2022,NEFT/055316860921/ARJUN MEHTA/KKBK0045457/37537484849969,TXN0255098,2380.00,,2204998.51
28/11/2022,ATM/WDL/28377004/HDFC ATM KORAMANGALA,TXN0255099,850.00,,2204148.51
28/11/2022,IMPS/P2P/5856615896/RANJIT SINGH/8038085395,TXN0255100,,1200.00,2205348.51
28/11/2022,IMPS/P2P/01011676/HARISH MENON/9028192451,TXN0255101,,24000.00,2229348.51
29/11/2022,UPI/CR/79463178/BINDHU NAIR/KKBK0045457/bindhu40@oksbi,TXN0255102,,18500.00,2247848.51
29/11/2022,CHQ NO 644121 CLEARING,TXN0255103,5200.00,,2242648.51
29/11/2022,UPI/DR/22613519/LALITHA DEVI/KKBK0045457/lalitha191@oksbi,TXN0255104,699.00,,2241949.51
29/11/2022,UPI/DR/8975297762/LALITHA DEVI/KKBK0045457/lalitha837@okaxis,TXN0255105,310.00,,2241639.51
29/11/2022,UPI/DR/171979895524/REKHA PILLAI/KKBK0045457/rekha949@oksbi,TXN0255106,5200.00,,2236439.51
29/11/2022,ATM/WDL/34091958/CANARA ATM MYSURU,TXN0255107,1680.00,,2234759.51
30/11/2022,IMPS/P2P/33230513/PRAKASH RAO/8426958995,TXN0255108,,2500.00,2237259.51
30/11/2022,NEFT/835970006723/ARUN SHARMA/KKBK0045457/06942298365136,TXN0255109,2380.00,,2234879.51
30/11/2022,UPI/DR/093584706721/FARHAN KHAN/KKBK0045457/farhan819@ybl,TXN0255110,5200.00,,2229679.51
30/11/2022,NEFT/701215754730/GANESH KUMAR/KKBK0045457/42289366293914,TXN0255111,,11200.00,2240879.51
30/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255112,,32000.00,2272879.51
30/11/2022,UPI/DR/07512400/FARHAN KHAN/KKBK0045457/farhan462@ybl,TXN0255113,5200.00,,2267679.51
01/12/2022,UPI/DR/092550632813/RAMESH GOWDA/KKBK0045457/ramesh126@ybl,TXN0255114,7800.00,,2259879.51
01/12/2022,UPI/DR/6334008634/SNEHA PATIL/KKBK0045457/sneha121@oksbi,TXN0255115,310.00,,2259569.51
01/12/2022,IMPS/P2P/21971443/ANAND KUMAR/9588517868,TXN0255116,,24000.00,2283569.51
01/12/2022,NEFT/534143922589/DIVYA MENON/KKBK0045457/26716849401003,TXN0255117,249.00,,2283320.51
01/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255118,,7600.00,2290920.51
01/12/2022,IMPS/P2P/4710290169/SUSHMA RAO/8376784879,TXN0255119,,2500.00,2293420.51
01/12/2022,ATM/WDL/902731888279/SBI ATM JAYANAGAR BLR,TXN0255120,699.00,,2292721.51
02/12/2022,NEFT/299789601958/KARTHIK MENON/KKBK0045457/29968683427060,TXN0255121,,850.00,2293571.51
02/12/2022,UPI/DR/4679499935/USHA RANI/KKBK0045457/usha452@paytm,TXN0255122,850.00,,2292721.51
02/12/2022,UPI/DR/989812629630/KAVITHA RAO/KKBK0045457/kavitha308@okaxis,TXN0255123,1680.00,,2291041.51
02/12/2022,UPI/DR/73459452/PADMA RAO/KKBK0045457/padma718@okhdfc,TXN0255124,699.00,,2290342.51
02/12/2022,UPI/CR/5160724532/MALLIKA DAS/KKBK0045457/mallika273@ybl,TXN0255125,,4800.00,2295142.51
02/12/2022,UPI/CR/166239350957/POOJA SHARMA/KKBK0045457/pooja823@oksbi,TXN0255126,,18500.00,2313642.51
02/12/2022,UPI/DR/382907247762/MOHAMMED IRFAN/KKBK0045457/mohammed821@okhdfc,TXN0255127,49.00,,2313593.51
03/12/2022,UPI/DR/1057845332/HARISH MENON/KKBK0045457/harish714@paytm,TXN0255128,850.00,,2312743.51
03/12/2022,IMPS/P2P/6692982896/SURESH BABU/9819071158,TXN0255129,,500.00,2313243.51
03/12/2022,ATM/WDL/7999051034/HDFC ATM KORAMANGALA,TXN0255130,7800.00,,2305443.51
03/12/2022,CHQ NO 843063 CLEARING,TXN0255131,3499.00,,2301944.51
03/12/2022,UPI/DR/48306752/SANTOSH KUMAR/KKBK0045457/santosh705@paytm,TXN0255132,49.00,,2301895.51
03/12/2022,NEFT/96766374/NADIA HUSSAIN/KKBK0045457/39306817547296,TXN0255133,,32000.00,2333895.51
04/12/2022,NEFT/2432149436/RAMESH GOWDA/KKBK0045457/97734085369137,TXN0255134,,18500.00,2352395.51
04/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255135,,32000.00,2384395.51
04/12/2022,IMPS/P2P/882920446048/RESHMA KHAN/7031541616,TXN0255136,,500.00,2384895.51
05/12/2022,NEFT/4546090899/PADMA RAO/KKBK0045457/33458670882967,TXN0255137,,850.00,2385745.51
05/12/2022,IMPS/P2P/50602131/KARTHIK MENON/8347610865,TXN0255138,,4800.00,2390545.51
05/12/2022,UPI/CR/673539869038/RAVI KUMAR SHARMA/KKBK0045457/ravi893@okhdfc,TXN0255139,,4800.00,2395345.51
06/12/2022,NEFT/7913519101/AYESHA KHAN/KKBK0045457/29533290526360,TXN0255140,,500.00,2395845.51
06/12/2022,NEFT/43241047/MALLIKA DAS/KKBK0045457/73144874494060,TXN0255141,,24000.00,2419845.51
06/12/2022,UPI/CR/535691250315/SHAHID KHAN/KKBK0045457/shahid150@ybl,TXN0255142,,18500.00,2438345.51
06/12/2022,NEFT/5920658513/MEERA PILLAI/KKBK0045457/16813468758859,TXN0255143,850.00,,2437495.51
06/12/2022,UPI/DR/24163870/TARA SINGH/KKBK0045457/tara808@okaxis,TXN0255144,249.00,,2437246.51
06/12/2022,ATM/WDL/92799815/CANARA ATM MYSURU,TXN0255145,699.00,,2436547.51
06/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255146,,1200.00,2437747.51
06/12/2022,CHQ NO 637098 CLEARING,TXN0255147,120.00,,2437627.51
07/12/2022,CHQ NO 484368 CLEARING,TXN0255148,1680.00,,2435947.51
07/12/2022,UPI/DR/169415426604/NADIA HUSSAIN/KKBK0045457/nadia178@oksbi,TXN0255149,7800.00,,2428147.51
07/12/2022,CHQ NO 957913 CLEARING,TXN0255150,3499.00,,2424648.51
07/12/2022,NEFT/5783988480/FATIMA SHEIKH/KKBK0045457/17769020462382,TXN0255151,120.00,,2424528.51
07/12/2022,UPI/DR/85596899/ARJUN MEHTA/KKBK0045457/arjun284@paytm,TXN0255152,310.00,,2424218.51
07/12/2022,ATM/WDL/88467727/CANARA ATM MYSURU,TXN0255153,7800.00,,2416418.51
07/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255154,,24000.00,2440418.51
08/12/2022,UPI/DR/5444002977/SUNIL YADAV/KKBK0045457/sunil85@oksbi,TXN0255155,5200.00,,2435218.51
08/12/2022,IMPS/P2P/728443491623/VENKAT RAO/8026118367,TXN0255156,,1200.00,2436418.51
08/12/2022,UPI/DR/9076024209/AYESHA KHAN/KKBK0045457/ayesha401@oksbi,TXN0255157,79.00,,2436339.51
08/12/2022,UPI/DR/3503081453/BINDHU NAIR/KKBK0045457/bindhu123@oksbi,TXN0255158,5200.00,,2431139.51
09/12/2022,IMPS/P2P/79046017/NADIA HUSSAIN/8597991933,TXN0255159,,18500.00,2449639.51
09/12/2022,ATM/WDL/85153574/CANARA ATM MYSURU,TXN0255160,310.00,,2449329.51
09/12/2022,ATM/WDL/515350590215/SBI ATM JAYANAGAR BLR,TXN0255161,5200.00,,2444129.51
09/12/2022,UPI/DR/548862035403/GEETA DEVI/KKBK0045457/geeta316@ybl,TXN0255162,5200.00,,2438929.51
09/12/2022,UPI/DR/04994415/SNEHA PATIL/KKBK0045457/sneha726@oksbi,TXN0255163,449.00,,2438480.51
09/12/2022,UPI/DR/020667886518/ARJUN MEHTA/KKBK0045457/arjun803@oksbi,TXN0255164,850.00,,2437630.51
09/12/2022,UPI/DR/2655329682/BINDHU NAIR/KKBK0045457/bindhu583@okhdfc,TXN0255165,850.00,,2436780.51
09/12/2022,UPI/DR/266580210902/SUSHMA RAO/KKBK0045457/sushma309@ybl,TXN0255166,49.00,,2436731.51
09/12/2022,CHQ NO 376965 CLEARING,TXN0255167,449.00,,2436282.51
09/12/2022,NEFT/984852562770/SANJANA HEGDE/KKBK0045457/75846642151483,TXN0255168,1250.00,,2435032.51
09/12/2022,NEFT/5522401686/VINAY PATIL/KKBK0045457/92927418416161,TXN0255169,,7600.00,2442632.51
09/12/2022,NEFT/97669429/SHEELA DEVI/KKBK0045457/27649113417680,TXN0255170,699.00,,2441933.51
09/12/2022,IMPS/P2P/9483456647/VINAY PATIL/8572267738,TXN0255171,,18500.00,2460433.51
10/12/2022,ATM/WDL/224343773164/HDFC ATM KORAMANGALA,TXN0255172,699.00,,2459734.51
10/12/2022,UPI/CR/48134288/SNEHA PATIL/KKBK0045457/sneha132@paytm,TXN0255173,,32000.00,2491734.51
10/12/2022,NEFT/09777963/VINAY PATIL/KKBK0045457/22324198202929,TXN0255174,120.00,,2491614.51
10/12/2022,UPI/DR/712870233221/REKHA PILLAI/KKBK0045457/rekha321@paytm,TXN0255175,850.00,,2490764.51
10/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255176,,11200.00,2501964.51
10/12/2022,NEFT/55814651/MOHAMMED IRFAN/KKBK0045457/02857839150878,TXN0255177,5200.00,,2496764.51
11/12/2022,IMPS/P2P/54170929/FATIMA SHEIKH/9495162394,TXN0255178,,500.00,2497264.51
11/12/2022,UPI/DR/53886422/FARHAN KHAN/KKBK0045457/farhan719@ybl,TXN0255179,1250.00,,2496014.51
11/12/2022,NEFT/8667626956/BABU LAL/KKBK0045457/67349500435271,TXN0255180,3499.00,,2492515.51
11/12/2022,ATM/WDL/3777919874/CANARA ATM MYSURU,TXN0255181,7800.00,,2484715.51
11/12/2022,ATM/WDL/475432386528/CANARA ATM MYSURU,TXN0255182,79.00,,2484636.51
12/12/2022,NEFT/8330664455/FATIMA SHEIKH/KKBK0045457/05714503585633,TXN0255183,2380.00,,2482256.51
12/12/2022,IMPS/P2P/2004173154/LAKSHMI VENKAT/7521018200,TXN0255184,,1200.00,2483456.51
12/12/2022,CHQ NO 300836 CLEARING,TXN0255185,850.00,,2482606.51
12/12/2022,IMPS/P2P/639579074078/PADMA RAO/9953907505,TXN0255186,,32000.00,2514606.51
13/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255187,,32000.00,2546606.51
13/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255188,,7600.00,2554206.51
13/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255189,,32000.00,2586206.51
13/12/2022,UPI/DR/1113960282/SUNITA DEVI/KKBK0045457/sunita79@okaxis,TXN0255190,49.00,,2586157.51
14/12/2022,UPI/DR/1811144071/SURESH BABU/KKBK0045457/suresh625@paytm,TXN0255191,120.00,,2586037.51
14/12/2022,NEFT/6010385845/KARTHIK MENON/KKBK0045457/69480014889677,TXN0255192,1250.00,,2584787.51
14/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255193,,500.00,2585287.51
14/12/2022,NEFT/43286588/BABU LAL/KKBK0045457/16076313954711,TXN0255194,,11200.00,2596487.51
14/12/2022,NEFT/5419045877/RAVI KUMAR SHARMA/KKBK0045457/42938325472560,TXN0255195,,7600.00,2604087.51
14/12/2022,ATM/WDL/057515435786/HDFC ATM KORAMANGALA,TXN0255196,1250.00,,2602837.51
14/12/2022,UPI/DR/51616370/ADITYA KUMAR/KKBK0045457/aditya722@okhdfc,TXN0255197,1680.00,,2601157.51
15/12/2022,UPI/DR/738115184719/MOHAN DAS/KKBK0045457/mohan300@okhdfc,TXN0255198,699.00,,2600458.51
15/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255199,,2500.00,2602958.51
15/12/2022,NEFT/3908466301/TANVI RAO/KKBK0045457/46557168092282,TXN0255200,49.00,,2602909.51
16/12/2022,ATM/WDL/24610735/CANARA ATM MYSURU,TXN0255201,1250.00,,2601659.51
16/12/2022,UPI/DR/18250925/SAVITHA DEVI/KKBK0045457/savitha547@paytm,TXN0255202,120.00,,2601539.51
16/12/2022,UPI/DR/8033747291/VIKRAM NAIR/KKBK0045457/vikram749@oksbi,TXN0255203,999.00,,2600540.51
16/12/2022,UPI/DR/927106197374/RAJESH VERMA/KKBK0045457/rajesh921@okaxis,TXN0255204,79.00,,2600461.51
16/12/2022,UPI/DR/776991671927/SAVITHA DEVI/KKBK0045457/savitha286@okhdfc,TXN0255205,249.00,,2600212.51
16/12/2022,NEFT/8400813904/TARA SINGH/KKBK0045457/97715296648358,TXN0255206,,18500.00,2618712.51
16/12/2022,NEFT/49125455/KARTHIK MENON/KKBK0045457/36505863665419,TXN0255207,,7600.00,2626312.51
17/12/2022,ATM/WDL/671871590600/SBI ATM JAYANAGAR BLR,TXN0255208,999.00,,2625313.51
17/12/2022,UPI/CR/0718131198/ARJUN MEHTA/KKBK0045457/arjun57@oksbi,TXN0255209,,2500.00,2627813.51
17/12/2022,ATM/WDL/249278596420/SBI ATM JAYANAGAR BLR,TXN0255210,699.00,,2627114.51
17/12/2022,NEFT/666150265747/SUSHMA RAO/KKBK0045457/93470944586999,TXN0255211,,1200.00,2628314.51
18/12/2022,IMPS/P2P/28930020/MEERA PILLAI/9194209359,TXN0255212,,32000.00,2660314.51
18/12/2022,NEFT/0328693384/IMRAN KHAN/KKBK0045457/19777705089267,TXN0255213,,18500.00,2678814.51
18/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255214,,4800.00,2683614.51
18/12/2022,UPI/DR/4175565044/VINAY PATIL/KKBK0045457/vinay630@okhdfc,TXN0255215,850.00,,2682764.51
18/12/2022,UPI/DR/47467874/DIVYA MENON/KKBK0045457/divya95@okhdfc,TXN0255216,2380.00,,2680384.51
19/12/2022,CHQ NO 716431 CLEARING,TXN0255217,850.00,,2679534.51
19/12/2022,UPI/DR/8976273706/RAMESH PILLAI/KKBK0045457/ramesh963@oksbi,TXN0255218,999.00,,2678535.51
19/12/2022,CHQ NO 089443 CLEARING,TXN0255219,850.00,,2677685.51
19/12/2022,CHQ NO 788349 CLEARING,TXN0255220,5200.00,,2672485.51
19/12/2022,ATM/WDL/6995670493/SBI ATM JAYANAGAR BLR,TXN0255221,120.00,,2672365.51
19/12/2022,NEFT/24056828/SAVITHA DEVI/KKBK0045457/82733641037609,TXN0255222,49.00,,2672316.51
19/12/2022,ATM/WDL/55759701/HDFC ATM KORAMANGALA,TXN0255223,999.00,,2671317.51
19/12/2022,IMPS/P2P/5154194720/SHAHID KHAN/9618091984,TXN0255224,,4800.00,2676117.51
20/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255225,,500.00,2676617.51
20/12/2022,UPI/DR/53449636/ANITHA KRISHNAN/KKBK0045457/anitha161@paytm,TXN0255226,120.00,,2676497.51
20/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255227,,18500.00,2694997.51
20/12/2022,UPI/DR/0979849354/NAVEEN KUMAR/KKBK0045457/naveen848@paytm,TXN0255228,1250.00,,2693747.51
20/12/2022,CHQ NO 251126 CLEARING,TXN0255229,1680.00,,2692067.51
20/12/2022,UPI/DR/48100195/PRAKASH RAO/KKBK0045457/prakash211@ybl,TXN0255230,79.00,,2691988.51
21/12/2022,NEFT/6008376651/SANTOSH KUMAR/KKBK0045457/83469174689548,TXN0255231,,2500.00,2694488.51
21/12/2022,UPI/DR/9574425705/AYESHA KHAN/KKBK0045457/ayesha220@oksbi,TXN0255232,2380.00,,2692108.51
21/12/2022,ATM/WDL/680251939325/CANARA ATM MYSURU,TXN0255233,79.00,,2692029.51
21/12/2022,NEFT/390258019704/GANESH KUMAR/KKBK0045457/47773776717394,TXN0255234,,2500.00,2694529.51
21/12/2022,CHQ NO 832525 CLEARING,TXN0255235,120.00,,2694409.51
21/12/2022,UPI/CR/057902337850/GOPAL VERMA/KKBK0045457/gopal642@ybl,TXN0255236,,1200.00,2695609.51
22/12/2022,UPI/DR/660418181066/FATIMA SHEIKH/KKBK0045457/fatima120@oksbi,TXN0255237,3499.00,,2692110.51
22/12/2022,NEFT/702470532764/ANITHA KRISHNAN/KKBK0045457/50440581012882,TXN0255238,120.00,,2691990.51
22/12/2022,UPI/DR/6695132190/TANVI RAO/KKBK0045457/tanvi183@ybl,TXN0255239,5200.00,,2686790.51
22/12/2022,UPI/CR/23779662/SNEHA PATIL/KKBK0045457/sneha755@paytm,TXN0255240,,24000.00,2710790.51
22/12/2022,NEFT/703452842016/NAVEEN KUMAR/KKBK0045457/75873372253957,TXN0255241,999.00,,2709791.51
22/12/2022,CHQ NO 787410 CLEARING,TXN0255242,1680.00,,2708111.51
23/12/2022,IMPS/P2P/8413973849/VINAY PATIL/8755405773,TXN0255243,,850.00,2708961.51
23/12/2022,UPI/DR/3378509134/ANITHA KRISHNAN/KKBK0045457/anitha461@oksbi,TXN0255244,2380.00,,2706581.51
23/12/2022,NEFT/3388179028/BABU LAL/KKBK0045457/21248283537806,TXN0255245,79.00,,2706502.51
23/12/2022,CHQ NO 184243 CLEARING,TXN0255246,999.00,,2705503.51
23/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255247,,24000.00,2729503.51
24/12/2022,ATM/WDL/9621067789/HDFC ATM KORAMANGALA,TXN0255248,120.00,,2729383.51
24/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255249,,7600.00,2736983.51
24/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255250,,32000.00,2768983.51
24/12/2022,UPI/DR/6015349474/FARHAN KHAN/KKBK0045457/farhan655@paytm,TXN0255251,249.00,,2768734.51
25/12/2022,UPI/CR/11249799/SNEHA PATIL/KKBK0045457/sneha962@ybl,TXN0255252,,18500.00,2787234.51
25/12/2022,UPI/CR/216228496126/GOPAL VERMA/KKBK0045457/gopal454@okhdfc,TXN0255253,,850.00,2788084.51
25/12/2022,NEFT/67114167/KIRAN REDDY/KKBK0045457/23960022241760,TXN0255254,5200.00,,2782884.51
26/12/2022,UPI/DR/877722333924/CHANDAN SHARMA/KKBK0045457/chandan71@paytm,TXN0255255,850.00,,2782034.51
26/12/2022,UPI/DR/0744804779/RAJESH VERMA/KKBK0045457/rajesh651@paytm,TXN0255256,3499.00,,2778535.51
26/12/2022,ATM/WDL/78595410/CANARA ATM MYSURU,TXN0255257,1680.00,,2776855.51
26/12/2022,IMPS/P2P/81449723/FATIMA SHEIKH/9548651957,TXN0255258,,7600.00,2784455.51
26/12/2022,UPI/DR/6017980935/VINAY PATIL/KKBK0045457/vinay436@oksbi,TXN0255259,999.00,,2783456.51
26/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255260,,18500.00,2801956.51
26/12/2022,IMPS/P2P/44834234/SNEHA PATIL/8849472722,TXN0255261,,32000.00,2833956.51
27/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255262,,11200.00,2845156.51
27/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255263,,1200.00,2846356.51
27/12/2022,UPI/DR/2426402578/DEEPAK JOSHI/KKBK0045457/deepak387@ybl,TXN0255264,699.00,,2845657.51
27/12/2022,UPI/DR/300262386332/MEENA IYER/KKBK0045457/meena774@ybl,TXN0255265,999.00,,2844658.51
27/12/2022,UPI/DR/2772553401/ROHIT SHARMA/KKBK0045457/rohit480@ybl,TXN0255266,2380.00,,2842278.51
27/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255267,,11200.00,2853478.51
27/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255268,,1200.00,2854678.51
27/12/2022,ATM/WDL/596832678751/CANARA ATM MYSURU,TXN0255269,999.00,,2853679.51
28/12/2022,UPI/CR/613006362781/RAJESH VERMA/KKBK0045457/rajesh141@paytm,TXN0255270,,24000.00,2877679.51
28/12/2022,ATM/WDL/56002149/SBI ATM JAYANAGAR BLR,TXN0255271,79.00,,2877600.51
28/12/2022,CHQ NO 883157 CLEARING,TXN0255272,850.00,,2876750.51
28/12/2022,UPI/CR/1170603025/SNEHA PATIL/KKBK0045457/sneha690@okhdfc,TXN0255273,,850.00,2877600.51
28/12/2022,UPI/DR/746269074424/SHEELA DEVI/KKBK0045457/sheela419@oksbi,TXN0255274,249.00,,2877351.51
28/12/2022,UPI/DR/018969954417/NILESH KULKARNI/KKBK0045457/nilesh565@okhdfc,TXN0255275,5200.00,,2872151.51
29/12/2022,UPI/DR/35671801/RAVI KUMAR SHARMA/KKBK0045457/ravi595@paytm,TXN0255276,5200.00,,2866951.51
29/12/2022,UPI/DR/097514184636/ANAND KUMAR/KKBK0045457/anand275@okhdfc,TXN0255277,850.00,,2866101.51
29/12/2022,ATM/WDL/361017461915/HDFC ATM KORAMANGALA,TXN0255278,7800.00,,2858301.51
29/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255279,,7600.00,2865901.51
30/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0255280,,7600.00,2873501.51
30/12/2022,UPI/DR/64550568/ARCHANA PILLAI/KKBK0045457/archana834@ybl,TXN0255281,120.00,,2873381.51
30/12/2022,IMPS/P2P/4913691226/LATHA MURTHY/9747281899,TXN0255282,,32000.00,2905381.51
30/12/2022,NEFT/076900477654/LALITHA DEVI/KKBK0045457/32428481555217,TXN0255283,,7600.00,2912981.51
30/12/2022,UPI/DR/2641361481/KAVERI MENON/KKBK0045457/kaveri609@oksbi,TXN0255284,79.00,,2912902.51
30/12/2022,IMPS/P2P/43015212/SHAHID KHAN/7495275140,TXN0255285,,11200.00,2924102.51
31/12/2022,IMPS/P2P/524072527290/NADIA HUSSAIN/8126598665,TXN0255286,,7600.00,2931702.51
31/12/2022,NEFT/464991550195/KAVERI MENON/KKBK0045457/99002820912552,TXN0255287,1250.00,,2930452.51
31/12/2022,UPI/DR/0290276830/NADIA HUSSAIN/KKBK0045457/nadia893@okaxis,TXN0255288,999.00,,2929453.51
31/12/2022,UPI/CR/2164873344/GOPAL VERMA/KKBK0045457/gopal907@okaxis,TXN0255289,,1200.00,2930653.51
31/12/2022,UPI/CR/6100294558/GEETA DEVI/KKBK0045457/geeta340@paytm,TXN0255290,,24000.00,2954653.51
