Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
14/02/2023,15/02/2023,UPI/CR/2198325143/MEENA IYER/SBIN0684317/meena544@okhdfc,TXN0259112,,4800.00,2857672.00
14/02/2023,14/02/2023,ATM/WDL/878714158289/SBI ATM JAYANAGAR BLR,TXN0259113,1680.00,,2855992.00
14/02/2023,14/02/2023,UPI/DR/996701940502/SURESH NAIR/SBIN0684317/suresh115@oksbi,TXN0259114,49.00,,2855943.00
14/02/2023,14/02/2023,UPI/DR/900278977513/RAJESH VERMA/SBIN0684317/rajesh674@paytm,TXN0259115,79.00,,2855864.00
14/02/2023,15/02/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259116,,32000.00,2887864.00
14/02/2023,15/02/2023,UPI/DR/0984390128/NIKHIL GUPTA/SBIN0684317/nikhil69@okhdfc,TXN0259117,120.00,,2887744.00
15/02/2023,16/02/2023,UPI/CR/090125994645/AYESHA KHAN/SBIN0684317/ayesha605@okaxis,TXN0259118,,7600.00,2895344.00
15/02/2023,15/02/2023,UPI/CR/350726961169/ARUN SHARMA/SBIN0684317/arun963@ybl,TXN0259119,,2500.00,2897844.00
15/02/2023,15/02/2023,UPI/DR/2884099566/VENKAT RAO/SBIN0684317/venkat755@okhdfc,TXN0259120,5200.00,,2892644.00
15/02/2023,15/02/2023,UPI/DR/3698888815/SANJANA HEGDE/SBIN0684317/sanjana365@oksbi,TXN0259121,699.00,,2891945.00
15/02/2023,15/02/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259122,,18500.00,2910445.00
15/02/2023,16/02/2023,ATM/WDL/13032255/HDFC ATM KORAMANGALA,TXN0259123,2380.00,,2908065.00
15/02/2023,16/02/2023,UPI/DR/07735044/SNEHA PATIL/SBIN0684317/sneha464@ybl,TXN0259124,3499.00,,2904566.00
15/02/2023,15/02/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259125,,1200.00,2905766.00
16/02/2023,16/02/2023,CHQ NO 209414 CLEARING,TXN0259126,1680.00,,2904086.00
16/02/2023,16/02/2023,CHQ NO 790445 CLEARING,TXN0259127,449.00,,2903637.00
16/02/2023,16/02/2023,CHQ NO 375986 CLEARING,TXN0259128,310.00,,2903327.00
16/02/2023,17/02/2023,NEFT/507494563437/MOHAN DAS/SBIN0684317/16094891062907,TXN0259129,449.00,,2902878.00
17/02/2023,17/02/2023,UPI/DR/685802737407/AYESHA KHAN/SBIN0684317/ayesha805@ybl,TXN0259130,1680.00,,2901198.00
17/02/2023,18/02/2023,UPI/DR/510244635482/ARCHANA PILLAI/SBIN0684317/archana978@okhdfc,TXN0259131,49.00,,2901149.00
17/02/2023,18/02/2023,NEFT/24021148/NAVEEN KUMAR/SBIN0684317/16323216787255,TXN0259132,,850.00,2901999.00
17/02/2023,17/02/2023,UPI/DR/29489028/ROHIT SHARMA/SBIN0684317/rohit606@okhdfc,TXN0259133,1250.00,,2900749.00
18/02/2023,18/02/2023,IMPS/P2P/9562988409/SURESH NAIR/9163072690,TXN0259134,,24000.00,2924749.00
18/02/2023,18/02/2023,UPI/CR/64097731/SURESH BABU/SBIN0684317/suresh442@oksbi,TXN0259135,,24000.00,2948749.00
18/02/2023,19/02/2023,CHQ NO 802472 CLEARING,TXN0259136,49.00,,2948700.00
19/02/2023,20/02/2023,UPI/CR/511249229092/SHAHID KHAN/SBIN0684317/shahid972@oksbi,TXN0259137,,2500.00,2951200.00
19/02/2023,19/02/2023,UPI/DR/46455824/MOHAN DAS/SBIN0684317/mohan241@okaxis,TXN0259138,3499.00,,2947701.00
19/02/2023,19/02/2023,UPI/CR/094306570336/SURESH NAIR/SBIN0684317/suresh184@okaxis,TXN0259139,,850.00,2948551.00
19/02/2023,19/02/2023,UPI/CR/15052873/DEEPAK JOSHI/SBIN0684317/deepak803@paytm,TXN0259140,,1200.00,2949751.00
20/02/2023,20/02/2023,ATM/WDL/0469244053/CANARA ATM MYSURU,TXN0259141,79.00,,2949672.00
20/02/2023,21/02/2023,UPI/DR/688745995945/PADMA RAO/SBIN0684317/padma37@okaxis,TXN0259142,3499.00,,2946173.00
20/02/2023,20/02/2023,CHQ NO 498281 CLEARING,TXN0259143,310.00,,2945863.00
21/02/2023,21/02/2023,UPI/DR/19795507/SHEELA DEVI/SBIN0684317/sheela593@oksbi,TXN0259144,5200.00,,2940663.00
21/02/2023,21/02/2023,UPI/DR/1488031511/GOPAL VERMA/SBIN0684317/gopal957@okaxis,TXN0259145,699.00,,2939964.00
22/02/2023,23/02/2023,UPI/DR/481042601892/DEEPAK JOSHI/SBIN0684317/deepak124@okhdfc,TXN0259146,7800.00,,2932164.00
22/02/2023,22/02/2023,IMPS/P2P/60172127/LATHA MURTHY/8182612621,TXN0259147,,32000.00,2964164.00
22/02/2023,22/02/2023,ATM/WDL/538146468476/HDFC ATM KORAMANGALA,TXN0259148,120.00,,2964044.00
22/02/2023,22/02/2023,CHQ NO 120006 CLEARING,TXN0259149,2380.00,,2961664.00
22/02/2023,23/02/2023,NEFT/156066262581/RESHMA KHAN/SBIN0684317/82868342400401,TXN0259150,3499.00,,2958165.00
22/02/2023,23/02/2023,UPI/DR/362829261371/FAILED/TimeOut/Ganesh Kumar,TXN0259151,1200.00,,2958165.00
23/02/2023,24/02/2023,UPI/DR/59061711/RESHMA KHAN/SBIN0684317/reshma338@oksbi,TXN0259152,1680.00,,2956485.00
23/02/2023,24/02/2023,UPI/CR/2693070544/RAJENDRA PRASAD/SBIN0684317/rajendra666@okhdfc,TXN0259153,,500.00,2956985.00
23/02/2023,23/02/2023,CHQ NO 728135 CLEARING,TXN0259154,7800.00,,2949185.00
23/02/2023,23/02/2023,CHQ NO 718360 CLEARING,TXN0259155,999.00,,2948186.00
23/02/2023,23/02/2023,NEFT/439248779059/LAKSHMI VENKAT/SBIN0684317/28863051763887,TXN0259156,699.00,,2947487.00
24/02/2023,24/02/2023,UPI/DR/028068391694/SUNITA DEVI/SBIN0684317/sunita125@ybl,TXN0259157,999.00,,2946488.00
24/02/2023,25/02/2023,UPI/DR/3780077913/MEENA IYER/SBIN0684317/meena755@okaxis,TXN0259158,1250.00,,2945238.00
24/02/2023,24/02/2023,NEFT/767675104803/GOPAL VERMA/SBIN0684317/91620519254198,TXN0259159,120.00,,2945118.00
24/02/2023,25/02/2023,IMPS/P2P/52264780/CHANDAN SHARMA/9750570164,TXN0259160,,1200.00,2946318.00
24/02/2023,24/02/2023,IMPS/P2P/4980570413/ARUN SHARMA/8477132612,TXN0259161,,1200.00,2947518.00
24/02/2023,24/02/2023,UPI/DR/8689209755/TANVI RAO/SBIN0684317/tanvi416@okaxis,TXN0259162,249.00,,2947269.00
24/02/2023,24/02/2023,UPI/DR/48354413/LATHA MURTHY/SBIN0684317/latha732@okaxis,TXN0259163,5200.00,,2942069.00
24/02/2023,24/02/2023,IMPS/P2P/62593005/FATIMA SHEIKH/9818472168,TXN0259164,,18500.00,2960569.00
25/02/2023,26/02/2023,CHQ NO 581959 CLEARING,TXN0259165,310.00,,2960259.00
25/02/2023,25/02/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259166,,24000.00,2984259.00
25/02/2023,26/02/2023,UPI/DR/80895185/VINAY PATIL/SBIN0684317/vinay964@okaxis,TXN0259167,699.00,,2983560.00
25/02/2023,25/02/2023,ATM/WDL/208632549705/CANARA ATM MYSURU,TXN0259168,249.00,,2983311.00
25/02/2023,25/02/2023,IMPS/P2P/119846419122/CHANDAN SHARMA/9817526228,TXN0259169,,500.00,2983811.00
26/02/2023,27/02/2023,UPI/DR/37137729/ARCHANA PILLAI/SBIN0684317/archana15@oksbi,TXN0259170,7800.00,,2976011.00
26/02/2023,26/02/2023,ATM/WDL/906039557010/HDFC ATM KORAMANGALA,TXN0259171,3499.00,,2972512.00
26/02/2023,26/02/2023,UPI/DR/9291955823/DEEPAK JOSHI/SBIN0684317/deepak864@okaxis,TXN0259172,310.00,,2972202.00
26/02/2023,26/02/2023,UPI/DR/1781027448/RAMESH PILLAI/SBIN0684317/ramesh565@oksbi,TXN0259173,2380.00,,2969822.00
26/02/2023,26/02/2023,UPI/CR/865409946465/ARJUN MEHTA/SBIN0684317/arjun472@paytm,TXN0259174,,500.00,2970322.00
26/02/2023,27/02/2023,ATM/WDL/1136525347/CANARA ATM MYSURU,TXN0259175,1250.00,,2969072.00
26/02/2023,26/02/2023,ATM/WDL/47730027/SBI ATM JAYANAGAR BLR,TXN0259176,249.00,,2968823.00
26/02/2023,26/02/2023,CHQ NO 771928 CLEARING,TXN0259177,2380.00,,2966443.00
26/02/2023,26/02/2023,NEFT/43078937/POOJA SHARMA/SBIN0684317/19814660897868,TXN0259178,2380.00,,2964063.00
27/02/2023,28/02/2023,CHQ NO 020745 CLEARING,TXN0259179,1680.00,,2962383.00
27/02/2023,28/02/2023,NEFT/43933774/GANESH KUMAR/SBIN0684317/22780426721051,TXN0259180,,24000.00,2986383.00
27/02/2023,27/02/2023,IMPS/P2P/8727209093/RAVI KUMAR SHARMA/9644641709,TXN0259181,,1200.00,2987583.00
27/02/2023,28/02/2023,NEFT/6964158687/KAVERI MENON/SBIN0684317/57596144048562,TXN0259182,,18500.00,3006083.00
27/02/2023,27/02/2023,UPI/DR/82795023/DEEPA NAIR/SBIN0684317/deepa403@oksbi,TXN0259183,79.00,,3006004.00
27/02/2023,28/02/2023,UPI/DR/04740058/SURESH BABU/SBIN0684317/suresh498@okaxis,TXN0259184,850.00,,3005154.00
27/02/2023,27/02/2023,NEFT/523094035327/KAVERI MENON/SBIN0684317/21154194570994,TXN0259185,,11200.00,3016354.00
28/02/2023,01/03/2023,UPI/DR/4131632846/TANVI RAO/SBIN0684317/tanvi846@okhdfc,TXN0259186,310.00,,3016044.00
28/02/2023,28/02/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259187,,850.00,3016894.00
28/02/2023,28/02/2023,UPI/DR/56358292/ANITHA KRISHNAN/SBIN0684317/anitha440@ybl,TXN0259188,310.00,,3016584.00
28/02/2023,28/02/2023,NEFT/420819617163/ANITHA KRISHNAN/SBIN0684317/68897503782840,TXN0259189,79.00,,3016505.00
28/02/2023,01/03/2023,UPI/CR/0944563633/BINDHU NAIR/SBIN0684317/bindhu857@paytm,TXN0259190,,7600.00,3024105.00
28/02/2023,28/02/2023,NEFT/644460105235/RAJESH VERMA/SBIN0684317/81524022903714,TXN0259191,,7600.00,3031705.00
28/02/2023,01/03/2023,IMPS/P2P/895966510370/SUSHMA RAO/8145016034,TXN0259192,,18500.00,3050205.00
01/03/2023,01/03/2023,IMPS/P2P/116406066422/ANAND KUMAR/7705272684,TXN0259193,,1200.00,3051405.00
01/03/2023,01/03/2023,NEFT/07812207/LATHA MURTHY/SBIN0684317/49907289790084,TXN0259194,699.00,,3050706.00
01/03/2023,01/03/2023,UPI/CR/916363611451/BABU LAL/SBIN0684317/babu859@ybl,TXN0259195,,32000.00,3082706.00
01/03/2023,01/03/2023,ATM/WDL/343365246489/SBI ATM JAYANAGAR BLR,TXN0259196,3499.00,,3079207.00
01/03/2023,02/03/2023,ATM/WDL/41734395/HDFC ATM KORAMANGALA,TXN0259197,120.00,,3079087.00
01/03/2023,02/03/2023,NEFT/672416604195/SANTOSH KUMAR/SBIN0684317/91189654372374,TXN0259198,,1200.00,3080287.00
01/03/2023,01/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259199,,1200.00,3081487.00
02/03/2023,02/03/2023,UPI/DR/796477706794/ARUN SHARMA/SBIN0684317/arun522@oksbi,TXN0259200,3499.00,,3077988.00
02/03/2023,02/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259201,,500.00,3078488.00
02/03/2023,03/03/2023,UPI/CR/286173331285/POOJA SHARMA/SBIN0684317/pooja308@paytm,TXN0259202,,4800.00,3083288.00
02/03/2023,02/03/2023,UPI/DR/5358301179/GANESH KUMAR/SBIN0684317/ganesh593@ybl,TXN0259203,310.00,,3082978.00
03/03/2023,03/03/2023,ATM/WDL/320788148578/CANARA ATM MYSURU,TXN0259204,49.00,,3082929.00
03/03/2023,03/03/2023,IMPS/P2P/4494697195/BINDHU NAIR/7656611171,TXN0259205,,2500.00,3085429.00
03/03/2023,03/03/2023,UPI/DR/946653286553/SNEHA PATIL/SBIN0684317/sneha217@paytm,TXN0259206,1680.00,,3083749.00
03/03/2023,03/03/2023,CHQ NO 346587 CLEARING,TXN0259207,2380.00,,3081369.00
04/03/2023,04/03/2023,UPI/CR/7045120846/LALITHA DEVI/SBIN0684317/lalitha813@ybl,TXN0259208,,24000.00,3105369.00
04/03/2023,04/03/2023,ATM/WDL/47500570/SBI ATM JAYANAGAR BLR,TXN0259209,2380.00,,3102989.00
04/03/2023,05/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259210,,32000.00,3134989.00
04/03/2023,04/03/2023,UPI/DR/518704264293/SURESH NAIR/SBIN0684317/suresh60@paytm,TXN0259211,249.00,,3134740.00
04/03/2023,04/03/2023,UPI/CR/483941395317/RAJENDRA PRASAD/SBIN0684317/rajendra769@okaxis,TXN0259212,,4800.00,3139540.00
04/03/2023,04/03/2023,UPI/DR/820111255751/ADITYA KUMAR/SBIN0684317/aditya726@okhdfc,TXN0259213,7800.00,,3131740.00
04/03/2023,04/03/2023,UPI/CR/293708820888/NILESH KULKARNI/SBIN0684317/nilesh571@oksbi,TXN0259214,,4800.00,3136540.00
04/03/2023,04/03/2023,UPI/DR/04543125/SAVITHA DEVI/SBIN0684317/savitha254@paytm,TXN0259215,5200.00,,3131340.00
05/03/2023,06/03/2023,NEFT/68932753/PRAKASH RAO/SBIN0684317/61707554542589,TXN0259216,,7600.00,3138940.00
05/03/2023,05/03/2023,IMPS/P2P/88218251/DIVYA MENON/8636420836,TXN0259217,,500.00,3139440.00
05/03/2023,05/03/2023,UPI/CR/04566600/SHEELA DEVI/SBIN0684317/sheela40@oksbi,TXN0259218,,4800.00,3144240.00
05/03/2023,05/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259219,,24000.00,3168240.00
05/03/2023,05/03/2023,CHQ NO 312919 CLEARING,TXN0259220,699.00,,3167541.00
05/03/2023,05/03/2023,UPI/DR/0411452811/IMRAN KHAN/SBIN0684317/imran821@okhdfc,TXN0259221,449.00,,3167092.00
05/03/2023,05/03/2023,UPI/DR/28709399/ARJUN MEHTA/SBIN0684317/arjun459@oksbi,TXN0259222,1250.00,,3165842.00
05/03/2023,05/03/2023,NEFT/7591322931/SUNITA DEVI/SBIN0684317/24043460004466,TXN0259223,,32000.00,3197842.00
05/03/2023,05/03/2023,NEFT/965451635185/RESHMA KHAN/SBIN0684317/46640010882052,TXN0259224,,11200.00,3209042.00
05/03/2023,06/03/2023,IMPS/P2P/26218841/MOHAN DAS/9234842056,TXN0259225,,18500.00,3227542.00
06/03/2023,06/03/2023,UPI/DR/19043513/SURESH NAIR/SBIN0684317/suresh406@ybl,TXN0259226,49.00,,3227493.00
06/03/2023,06/03/2023,ATM/WDL/975310602555/SBI ATM JAYANAGAR BLR,TXN0259227,310.00,,3227183.00
06/03/2023,07/03/2023,CHQ NO 926995 CLEARING,TXN0259228,49.00,,3227134.00
06/03/2023,06/03/2023,UPI/CR/2415603247/RAVI KUMAR SHARMA/SBIN0684317/ravi871@oksbi,TXN0259229,,2500.00,3229634.00
06/03/2023,06/03/2023,UPI/DR/9105993733/LATHA MURTHY/SBIN0684317/latha840@okhdfc,TXN0259230,5200.00,,3224434.00
06/03/2023,06/03/2023,UPI/DR/8799379498/RESHMA KHAN/SBIN0684317/reshma848@okaxis,TXN0259231,449.00,,3223985.00
06/03/2023,07/03/2023,UPI/DR/52086712/RAHUL SINGH/SBIN0684317/rahul176@oksbi,TXN0259232,2380.00,,3221605.00
06/03/2023,06/03/2023,ATM/WDL/116617597758/HDFC ATM KORAMANGALA,TXN0259233,120.00,,3221485.00
07/03/2023,07/03/2023,ATM/WDL/275844572956/HDFC ATM KORAMANGALA,TXN0259234,1680.00,,3219805.00
07/03/2023,08/03/2023,UPI/CR/5031379131/DEEPA NAIR/SBIN0684317/deepa545@paytm,TXN0259235,,850.00,3220655.00
07/03/2023,07/03/2023,ATM/WDL/2753287871/HDFC ATM KORAMANGALA,TXN0259236,249.00,,3220406.00
07/03/2023,08/03/2023,ATM/WDL/61801443/SBI ATM JAYANAGAR BLR,TXN0259237,5200.00,,3215206.00
07/03/2023,07/03/2023,ATM/WDL/4667541715/SBI ATM JAYANAGAR BLR,TXN0259238,850.00,,3214356.00
08/03/2023,08/03/2023,NEFT/31699091/FATIMA SHEIKH/SBIN0684317/33769168052596,TXN0259239,49.00,,3214307.00
08/03/2023,08/03/2023,ATM/WDL/5833429466/HDFC ATM KORAMANGALA,TXN0259240,49.00,,3214258.00
08/03/2023,08/03/2023,UPI/DR/5185169145/RAVI KUMAR SHARMA/SBIN0684317/ravi183@oksbi,TXN0259241,310.00,,3213948.00
08/03/2023,08/03/2023,UPI/CR/307296821338/SUNITA DEVI/SBIN0684317/sunita347@ybl,TXN0259242,,32000.00,3245948.00
08/03/2023,08/03/2023,NEFT/886984849584/RAMESH PILLAI/SBIN0684317/96076754513082,TXN0259243,1680.00,,3244268.00
08/03/2023,08/03/2023,NEFT/42668461/NAVEEN KUMAR/SBIN0684317/42652811907275,TXN0259244,249.00,,3244019.00
09/03/2023,09/03/2023,UPI/DR/2168733426/MALLIKA DAS/SBIN0684317/mallika855@paytm,TXN0259245,449.00,,3243570.00
09/03/2023,09/03/2023,UPI/DR/107698460619/SAVITHA DEVI/SBIN0684317/savitha723@oksbi,TXN0259246,7800.00,,3235770.00
09/03/2023,10/03/2023,UPI/DR/69702508/GANESH KUMAR/SBIN0684317/ganesh680@okaxis,TXN0259247,1680.00,,3234090.00
10/03/2023,11/03/2023,NEFT/48338814/GEETA DEVI/SBIN0684317/75768210632381,TXN0259248,,850.00,3234940.00
10/03/2023,11/03/2023,UPI/DR/572436264851/DEEPA NAIR/SBIN0684317/deepa87@okhdfc,TXN0259249,79.00,,3234861.00
10/03/2023,10/03/2023,ATM/WDL/3630728420/HDFC ATM KORAMANGALA,TXN0259250,2380.00,,3232481.00
11/03/2023,11/03/2023,UPI/DR/20842100/SUNITA DEVI/SBIN0684317/sunita523@oksbi,TXN0259251,49.00,,3232432.00
11/03/2023,12/03/2023,UPI/CR/38577669/VENKAT RAO/SBIN0684317/venkat983@ybl,TXN0259252,,500.00,3232932.00
11/03/2023,12/03/2023,ATM/WDL/81371747/HDFC ATM KORAMANGALA,TXN0259253,699.00,,3232233.00
12/03/2023,13/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259254,,18500.00,3250733.00
12/03/2023,12/03/2023,UPI/CR/298382973890/SURESH BABU/SBIN0684317/suresh169@okhdfc,TXN0259255,,18500.00,3269233.00
12/03/2023,12/03/2023,NEFT/14781669/VENKAT RAO/SBIN0684317/35143928190558,TXN0259256,,1200.00,3270433.00
12/03/2023,12/03/2023,NEFT/951874914941/MEERA PILLAI/SBIN0684317/29737044572298,TXN0259257,,32000.00,3302433.00
12/03/2023,12/03/2023,UPI/DR/3504636960/GEETA DEVI/SBIN0684317/geeta780@paytm,TXN0259258,120.00,,3302313.00
12/03/2023,12/03/2023,NEFT/0331283689/DEEPAK JOSHI/SBIN0684317/14623992954616,TXN0259259,,11200.00,3313513.00
13/03/2023,14/03/2023,UPI/CR/88272602/KAVYA REDDY/SBIN0684317/kavya216@okhdfc,TXN0259260,,11200.00,3324713.00
13/03/2023,13/03/2023,UPI/DR/288043833176/SUNIL YADAV/SBIN0684317/sunil367@okhdfc,TXN0259261,120.00,,3324593.00
13/03/2023,14/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259262,,2500.00,3327093.00
13/03/2023,13/03/2023,UPI/DR/33111897/PREETHI IYER/SBIN0684317/preethi684@ybl,TXN0259263,1680.00,,3325413.00
14/03/2023,15/03/2023,UPI/CR/2230535820/SMITHA PILLAI/SBIN0684317/smitha182@okhdfc,TXN0259264,,18500.00,3343913.00
14/03/2023,14/03/2023,CHQ NO 185946 CLEARING,TXN0259265,249.00,,3343664.00
14/03/2023,14/03/2023,NEFT/8962685568/PADMA RAO/SBIN0684317/02042363649208,TXN0259266,,1200.00,3344864.00
14/03/2023,14/03/2023,UPI/DR/6818384893/RAHUL SINGH/SBIN0684317/rahul731@okaxis,TXN0259267,449.00,,3344415.00
14/03/2023,14/03/2023,IMPS/P2P/41794035/MALLIKA DAS/7824985817,TXN0259268,,4800.00,3349215.00
14/03/2023,15/03/2023,UPI/DR/27762062/DEEPAK JOSHI/SBIN0684317/deepak685@ybl,TXN0259269,449.00,,3348766.00
15/03/2023,16/03/2023,ATM/WDL/886598191146/CANARA ATM MYSURU,TXN0259270,449.00,,3348317.00
15/03/2023,15/03/2023,CHQ NO 028350 CLEARING,TXN0259271,7800.00,,3340517.00
15/03/2023,15/03/2023,UPI/DR/992049010494/RAMESH GOWDA/SBIN0684317/ramesh216@okaxis,TXN0259272,120.00,,3340397.00
15/03/2023,15/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259273,,18500.00,3358897.00
16/03/2023,16/03/2023,NEFT/2594078932/DEEPA NAIR/SBIN0684317/70859436122698,TXN0259274,,500.00,3359397.00
16/03/2023,17/03/2023,ATM/WDL/29030900/CANARA ATM MYSURU,TXN0259275,699.00,,3358698.00
16/03/2023,16/03/2023,UPI/DR/2129768423/USHA RANI/SBIN0684317/usha168@okhdfc,TXN0259276,49.00,,3358649.00
16/03/2023,17/03/2023,UPI/CR/6573126928/MALLIKA DAS/SBIN0684317/mallika688@ybl,TXN0259277,,2500.00,3361149.00
16/03/2023,17/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259278,,18500.00,3379649.00
16/03/2023,16/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259279,,24000.00,3403649.00
16/03/2023,16/03/2023,NEFT/5743695410/SANJANA HEGDE/SBIN0684317/98206194397225,TXN0259280,,11200.00,3414849.00
16/03/2023,16/03/2023,UPI/DR/534368763326/MALLIKA DAS/SBIN0684317/mallika79@paytm,TXN0259281,2380.00,,3412469.00
17/03/2023,17/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259282,,7600.00,3420069.00
17/03/2023,17/03/2023,NEFT/385858383158/MEERA PILLAI/SBIN0684317/58059682890160,TXN0259283,,11200.00,3431269.00
17/03/2023,17/03/2023,NEFT/762866809174/ADITYA KUMAR/SBIN0684317/70935972575337,TXN0259284,,7600.00,3438869.00
17/03/2023,18/03/2023,UPI/DR/918333231092/NIKHIL GUPTA/SBIN0684317/nikhil594@okaxis,TXN0259285,79.00,,3438790.00
17/03/2023,18/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259286,,7600.00,3446390.00
18/03/2023,19/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259287,,2500.00,3448890.00
18/03/2023,19/03/2023,UPI/DR/199250668903/PADMA RAO/SBIN0684317/padma190@paytm,TXN0259288,999.00,,3447891.00
18/03/2023,19/03/2023,UPI/CR/336763071408/MEERA PILLAI/SBIN0684317/meera67@okaxis,TXN0259289,,7600.00,3455491.00
18/03/2023,18/03/2023,UPI/DR/15313843/SUSHMA RAO/SBIN0684317/sushma30@oksbi,TXN0259290,850.00,,3454641.00
19/03/2023,20/03/2023,IMPS/P2P/5551889958/SUNITA DEVI/7525327248,TXN0259291,,11200.00,3465841.00
19/03/2023,20/03/2023,NEFT/11539598/FARHAN KHAN/SBIN0684317/40232702100295,TXN0259292,1680.00,,3464161.00
19/03/2023,19/03/2023,UPI/CR/3089937812/GEETA DEVI/SBIN0684317/geeta616@okaxis,TXN0259293,,500.00,3464661.00
19/03/2023,19/03/2023,NEFT/2179722108/ROHIT SHARMA/SBIN0684317/62408633299913,TXN0259294,850.00,,3463811.00
19/03/2023,19/03/2023,UPI/DR/2286337867/IMRAN KHAN/SBIN0684317/imran525@paytm,TXN0259295,49.00,,3463762.00
20/03/2023,20/03/2023,UPI/CR/0274142793/SANJANA HEGDE/SBIN0684317/sanjana440@okhdfc,TXN0259296,,1200.00,3464962.00
20/03/2023,20/03/2023,UPI/CR/9255929499/SHAHID KHAN/SBIN0684317/shahid199@paytm,TXN0259297,,1200.00,3466162.00
20/03/2023,20/03/2023,CHQ NO 555876 CLEARING,TXN0259298,999.00,,3465163.00
20/03/2023,20/03/2023,UPI/DR/73098361/SURESH BABU/SBIN0684317/suresh98@paytm,TXN0259299,120.00,,3465043.00
21/03/2023,21/03/2023,IMPS/P2P/3690485100/KAVERI MENON/8418753451,TXN0259300,,11200.00,3476243.00
21/03/2023,21/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259301,,2500.00,3478743.00
21/03/2023,21/03/2023,CHQ NO 332708 CLEARING,TXN0259302,7800.00,,3470943.00
22/03/2023,22/03/2023,IMPS/P2P/902806811133/MEENA IYER/8243233212,TXN0259303,,850.00,3471793.00
23/03/2023,23/03/2023,CHQ NO 703358 CLEARING,TXN0259304,5200.00,,3466593.00
23/03/2023,23/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259305,,4800.00,3471393.00
23/03/2023,23/03/2023,NEFT/0305835882/KIRAN REDDY/SBIN0684317/73378540851078,TXN0259306,,500.00,3471893.00
23/03/2023,23/03/2023,UPI/DR/8132968719/SURESH NAIR/SBIN0684317/suresh733@oksbi,TXN0259307,5200.00,,3466693.00
24/03/2023,24/03/2023,UPI/CR/189736264783/ARUN SHARMA/SBIN0684317/arun533@paytm,TXN0259308,,11200.00,3477893.00
24/03/2023,24/03/2023,NEFT/19086278/KARTHIK MENON/SBIN0684317/69749115382346,TXN0259309,,1200.00,3479093.00
24/03/2023,24/03/2023,NEFT/7768070364/LATHA MURTHY/SBIN0684317/99994776729328,TXN0259310,,4800.00,3483893.00
24/03/2023,24/03/2023,UPI/DR/3916578451/KIRAN REDDY/SBIN0684317/kiran753@okhdfc,TXN0259311,7800.00,,3476093.00
25/03/2023,25/03/2023,ATM/WDL/8271505878/CANARA ATM MYSURU,TXN0259312,850.00,,3475243.00
25/03/2023,25/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259313,,500.00,3475743.00
25/03/2023,25/03/2023,UPI/DR/1062905072/HARISH MENON/SBIN0684317/harish960@oksbi,TXN0259314,3499.00,,3472244.00
25/03/2023,25/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259315,,18500.00,3490744.00
25/03/2023,25/03/2023,ATM/WDL/907668724516/HDFC ATM KORAMANGALA,TXN0259316,79.00,,3490665.00
25/03/2023,25/03/2023,ATM/WDL/769135783805/CANARA ATM MYSURU,TXN0259317,49.00,,3490616.00
25/03/2023,25/03/2023,UPI/DR/843946076478/REKHA PILLAI/SBIN0684317/rekha946@oksbi,TXN0259318,3499.00,,3487117.00
26/03/2023,26/03/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0259319,,18500.00,3505617.00
26/03/2023,26/03/2023,UPI/DR/73883703/KAVYA REDDY/SBIN0684317/kavya84@okaxis,TXN0259320,310.00,,3505307.00
