Date,Narration,Ref,Withdrawal,Deposit,Balance
24/01/2023,UPI/DR/1286049995/SANJANA HEGDE/KKBK0283526/sanjana266@oksbi,TXN0274067,999.00,,1962541.50
24/01/2023,CHQ NO 152681 CLEARING,TXN0274068,699.00,,1961842.50
24/01/2023,UPI/DR/07879896/DEEPA NAIR/KKBK0283526/deepa696@oksbi,TXN0274069,249.00,,1961593.50
25/01/2023,NEFT/1830387242/SNEHA PATIL/KKBK0283526/23872911864464,TXN0274070,79.00,,1961514.50
25/01/2023,CHQ NO 240477 CLEARING,TXN0274071,49.00,,1961465.50
26/01/2023,UPI/DR/18041469/SANTOSH KUMAR/KKBK0283526/santosh619@paytm,TXN0274072,1680.00,,1959785.50
26/01/2023,UPI/DR/2776727533/ANITHA KRISHNAN/KKBK0283526/anitha433@ybl,TXN0274073,1680.00,,1958105.50
27/01/2023,UPI/DR/497579023838/SAVITHA DEVI/KKBK0283526/savitha220@okaxis,TXN0274074,3499.00,,1954606.50
27/01/2023,UPI/DR/6263365793/IMRAN KHAN/KKBK0283526/imran798@paytm,TXN0274075,3499.00,,1951107.50
28/01/2023,CHQ NO 617806 CLEARING,TXN0274076,1250.00,,1949857.50
28/01/2023,NEFT/679397718756/PRIYA NAIR/KKBK0283526/16805654903679,TXN0274077,,850.00,1950707.50
28/01/2023,IMPS/P2P/7038869758/SAVITHA DEVI/9261331688,TXN0274078,,2500.00,1953207.50
28/01/2023,ATM/WDL/82020761/SBI ATM JAYANAGAR BLR,TXN0274079,249.00,,1952958.50
29/01/2023,CHQ NO 584297 CLEARING,TXN0274080,5200.00,,1947758.50
29/01/2023,ATM/WDL/792416944539/HDFC ATM KORAMANGALA,TXN0274081,79.00,,1947679.50
29/01/2023,NEFT/20035067/SMITHA PILLAI/KKBK0283526/42300341036274,TXN0274082,999.00,,1946680.50
29/01/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274083,,1200.00,1947880.50
30/01/2023,UPI/DR/342378949452/NIKHIL GUPTA/KKBK0283526/nikhil602@paytm,TXN0274084,1680.00,,1946200.50
30/01/2023,UPI/DR/838924790021/ANITHA KRISHNAN/KKBK0283526/anitha960@ybl,TXN0274085,2380.00,,1943820.50
30/01/2023,UPI/DR/814907985874/LATHA MURTHY/KKBK0283526/latha896@oksbi,TXN0274086,1250.00,,1942570.50
30/01/2023,CHQ NO 707618 CLEARING,TXN0274087,3499.00,,1939071.50
30/01/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274088,,18500.00,1957571.50
31/01/2023,UPI/DR/736982085138/ADITYA KUMAR/KKBK0283526/aditya726@paytm,TXN0274089,850.00,,1956721.50
31/01/2023,NEFT/77916960/RAVI KUMAR SHARMA/KKBK0283526/16878092382141,TXN0274090,,2500.00,1959221.50
01/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274091,,2500.00,1961721.50
01/02/2023,NEFT/53925686/ARUN SHARMA/KKBK0283526/33206323845319,TXN0274092,310.00,,1961411.50
01/02/2023,UPI/DR/525362868350/RESHMA KHAN/KKBK0283526/reshma445@okaxis,TXN0274093,3499.00,,1957912.50
01/02/2023,IMPS/P2P/20807165/SMITHA PILLAI/7143193887,TXN0274094,,32000.00,1989912.50
01/02/2023,UPI/DR/6866834255/GEETA DEVI/KKBK0283526/geeta68@ybl,TXN0274095,1680.00,,1988232.50
01/02/2023,CHQ NO 234075 CLEARING,TXN0274096,79.00,,1988153.50
01/02/2023,UPI/DR/804801488857/NADIA HUSSAIN/KKBK0283526/nadia79@oksbi,TXN0274097,120.00,,1988033.50
01/02/2023,NEFT/61914128/KAVYA REDDY/KKBK0283526/21704901691030,TXN0274098,,2500.00,1990533.50
01/02/2023,CHQ NO 448190 CLEARING,TXN0274099,850.00,,1989683.50
01/02/2023,UPI/CR/413697075100/CHANDAN SHARMA/KKBK0283526/chandan123@oksbi,TXN0274100,,11200.00,2000883.50
02/02/2023,UPI/CR/11313165/IMRAN KHAN/KKBK0283526/imran806@oksbi,TXN0274101,,1200.00,2002083.50
02/02/2023,ATM/WDL/225879643677/SBI ATM JAYANAGAR BLR,TXN0274102,699.00,,2001384.50
03/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274103,,2500.00,2003884.50
03/02/2023,NEFT/463987993443/KARTHIK MENON/KKBK0283526/21866709842124,TXN0274104,79.00,,2003805.50
03/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274105,,2500.00,2006305.50
03/02/2023,UPI/DR/085098924349/SURESH BABU/KKBK0283526/suresh479@ybl,TXN0274106,120.00,,2006185.50
05/02/2023,CHQ NO 248442 CLEARING,TXN0274107,120.00,,2006065.50
05/02/2023,UPI/DR/3004202734/RESHMA KHAN/KKBK0283526/reshma732@oksbi,TXN0274108,79.00,,2005986.50
06/02/2023,UPI/CR/281364781111/ROHIT SHARMA/KKBK0283526/rohit33@oksbi,TXN0274109,,850.00,2006836.50
06/02/2023,NEFT/19297967/KAVERI MENON/KKBK0283526/29979229834002,TXN0274110,,500.00,2007336.50
06/02/2023,UPI/CR/3767475581/SANTOSH KUMAR/KKBK0283526/santosh988@okaxis,TXN0274111,,32000.00,2039336.50
06/02/2023,UPI/CR/041834430639/TANVI RAO/KKBK0283526/tanvi900@okhdfc,TXN0274112,,7600.00,2046936.50
07/02/2023,IMPS/P2P/06194773/PADMA RAO/7683612550,TXN0274113,,24000.00,2070936.50
07/02/2023,UPI/DR/07874362/NILESH KULKARNI/KKBK0283526/nilesh25@ybl,TXN0274114,3499.00,,2067437.50
07/02/2023,UPI/DR/4440270815/PADMA RAO/KKBK0283526/padma699@oksbi,TXN0274115,249.00,,2067188.50
07/02/2023,UPI/CR/9497976885/RAHUL SINGH/KKBK0283526/rahul642@ybl,TXN0274116,,32000.00,2099188.50
07/02/2023,UPI/DR/16183815/KAVYA REDDY/KKBK0283526/kavya435@okhdfc,TXN0274117,699.00,,2098489.50
07/02/2023,UPI/DR/04653328/NILESH KULKARNI/KKBK0283526/nilesh635@ybl,TXN0274118,120.00,,2098369.50
07/02/2023,UPI/CR/71621475/DIVYA MENON/KKBK0283526/divya175@paytm,TXN0274119,,1200.00,2099569.50
07/02/2023,NEFT/06888949/ANITHA KRISHNAN/KKBK0283526/04333400183127,TXN0274120,120.00,,2099449.50
07/02/2023,NEFT/114578370461/NIKHIL GUPTA/KKBK0283526/72642626926113,TXN0274121,5200.00,,2094249.50
08/02/2023,NEFT/09715595/VINAY PATIL/KKBK0283526/83902483037400,TXN0274122,,850.00,2095099.50
08/02/2023,ATM/WDL/75301688/HDFC ATM KORAMANGALA,TXN0274123,249.00,,2094850.50
08/02/2023,NEFT/6200665447/TANVI RAO/KKBK0283526/31287547486167,TXN0274124,,500.00,2095350.50
08/02/2023,UPI/DR/13346508/ARCHANA PILLAI/KKBK0283526/archana960@ybl,TXN0274125,5200.00,,2090150.50
09/02/2023,UPI/DR/753833356661/DIVYA MENON/KKBK0283526/divya554@oksbi,TXN0274126,120.00,,2090030.50
09/02/2023,ATM/WDL/6698038732/HDFC ATM KORAMANGALA,TXN0274127,2380.00,,2087650.50
09/02/2023,IMPS/P2P/0951677325/NIKHIL GUPTA/7321637490,TXN0274128,,11200.00,2098850.50
09/02/2023,CHQ NO 156271 CLEARING,TXN0274129,49.00,,2098801.50
09/02/2023,UPI/CR/35267478/SUNITA DEVI/KKBK0283526/sunita940@oksbi,TXN0274130,,2500.00,2101301.50
09/02/2023,UPI/DR/529953024856/SHAHID KHAN/KKBK0283526/shahid154@oksbi,TXN0274131,449.00,,2100852.50
09/02/2023,IMPS/P2P/58689307/SAVITHA DEVI/7651662600,TXN0274132,,500.00,2101352.50
10/02/2023,ATM/WDL/0607206838/SBI ATM JAYANAGAR BLR,TXN0274133,49.00,,2101303.50
11/02/2023,CHQ NO 767164 CLEARING,TXN0274134,3499.00,,2097804.50
12/02/2023,UPI/DR/173622972948/MOHAN DAS/KKBK0283526/mohan410@paytm,TXN0274135,1250.00,,2096554.50
12/02/2023,UPI/CR/764784361471/GEETA DEVI/KKBK0283526/geeta447@oksbi,TXN0274136,,1200.00,2097754.50
13/02/2023,CHQ NO 810548 CLEARING,TXN0274137,850.00,,2096904.50
13/02/2023,UPI/DR/064495688343/KIRAN REDDY/KKBK0283526/kiran648@okhdfc,TXN0274138,79.00,,2096825.50
13/02/2023,CHQ NO 670362 CLEARING,TXN0274139,79.00,,2096746.50
13/02/2023,NEFT/1223597882/SURESH NAIR/KKBK0283526/32740190501902,TXN0274140,2380.00,,2094366.50
14/02/2023,ATM/WDL/4220242931/CANARA ATM MYSURU,TXN0274141,2380.00,,2091986.50
14/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274142,,4800.00,2096786.50
14/02/2023,NEFT/586036752353/RANJIT SINGH/KKBK0283526/25843113336045,TXN0274143,,500.00,2097286.50
14/02/2023,UPI/DR/734854338612/TARA SINGH/KKBK0283526/tara527@oksbi,TXN0274144,850.00,,2096436.50
14/02/2023,IMPS/P2P/21907175/ARUN SHARMA/9565454743,TXN0274145,,4800.00,2101236.50
15/02/2023,UPI/DR/0513229124/RAJENDRA PRASAD/KKBK0283526/rajendra39@oksbi,TXN0274146,1680.00,,2099556.50
15/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274147,,2500.00,2102056.50
15/02/2023,CHQ NO 671352 CLEARING,TXN0274148,79.00,,2101977.50
16/02/2023,UPI/DR/35852378/ANAND KUMAR/KKBK0283526/anand314@okaxis,TXN0274149,850.00,,2101127.50
16/02/2023,IMPS/P2P/4865483680/NIKHIL GUPTA/7654547276,TXN0274150,,500.00,2101627.50
17/02/2023,UPI/DR/5834781622/SUSHMA RAO/KKBK0283526/sushma502@oksbi,TXN0274151,699.00,,2100928.50
17/02/2023,UPI/DR/4541594478/RAJESH VERMA/KKBK0283526/rajesh639@okaxis,TXN0274152,310.00,,2100618.50
17/02/2023,UPI/CR/228409556807/POOJA SHARMA/KKBK0283526/pooja910@okaxis,TXN0274153,,24000.00,2124618.50
17/02/2023,IMPS/P2P/48640599/KIRAN REDDY/8778975493,TXN0274154,,7600.00,2132218.50
17/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274155,,32000.00,2164218.50
17/02/2023,UPI/CR/4442543897/VIKRAM NAIR/KKBK0283526/vikram851@oksbi,TXN0274156,,7600.00,2171818.50
18/02/2023,ATM/WDL/846268546481/SBI ATM JAYANAGAR BLR,TXN0274157,120.00,,2171698.50
18/02/2023,UPI/DR/460033332020/POOJA SHARMA/KKBK0283526/pooja83@okhdfc,TXN0274158,1250.00,,2170448.50
18/02/2023,NEFT/2343156866/MEERA PILLAI/KKBK0283526/26588153522594,TXN0274159,,24000.00,2194448.50
18/02/2023,CHQ NO 842333 CLEARING,TXN0274160,999.00,,2193449.50
18/02/2023,ATM/WDL/848718278658/CANARA ATM MYSURU,TXN0274161,249.00,,2193200.50
19/02/2023,ATM/WDL/73265912/HDFC ATM KORAMANGALA,TXN0274162,5200.00,,2188000.50
19/02/2023,CHQ NO 623041 CLEARING,TXN0274163,3499.00,,2184501.50
19/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274164,,18500.00,2203001.50
20/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274165,,500.00,2203501.50
20/02/2023,NEFT/686895384798/NILESH KULKARNI/KKBK0283526/52461980907984,TXN0274166,49.00,,2203452.50
20/02/2023,CHQ NO 448705 CLEARING,TXN0274167,699.00,,2202753.50
21/02/2023,CHQ NO 010652 CLEARING,TXN0274168,120.00,,2202633.50
21/02/2023,ATM/WDL/4221977518/HDFC ATM KORAMANGALA,TXN0274169,999.00,,2201634.50
21/02/2023,UPI/CR/221413517940/SNEHA PATIL/KKBK0283526/sneha268@ybl,TXN0274170,,7600.00,2209234.50
22/02/2023,NEFT/677707784053/KAVERI MENON/KKBK0283526/59054137689797,TXN0274171,7800.00,,2201434.50
22/02/2023,CHQ NO 948538 CLEARING,TXN0274172,249.00,,2201185.50
22/02/2023,IMPS/P2P/330021921575/NILESH KULKARNI/8252700429,TXN0274173,,11200.00,2212385.50
22/02/2023,CHQ NO 456197 CLEARING,TXN0274174,120.00,,2212265.50
23/02/2023,ATM/WDL/77559955/CANARA ATM MYSURU,TXN0274175,79.00,,2212186.50
23/02/2023,ATM/WDL/0441535608/HDFC ATM KORAMANGALA,TXN0274176,1250.00,,2210936.50
23/02/2023,UPI/CR/7733549215/SANTOSH KUMAR/KKBK0283526/santosh727@okaxis,TXN0274177,,2500.00,2213436.50
23/02/2023,CHQ NO 024031 CLEARING,TXN0274178,2380.00,,2211056.50
24/02/2023,NEFT/98101307/PREETHI IYER/KKBK0283526/87809083676231,TXN0274179,1250.00,,2209806.50
24/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274180,,32000.00,2241806.50
24/02/2023,ATM/WDL/828870949375/HDFC ATM KORAMANGALA,TXN0274181,120.00,,2241686.50
25/02/2023,CHQ NO 411460 CLEARING,TXN0274182,120.00,,2241566.50
26/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274183,,18500.00,2260066.50
26/02/2023,IMPS/P2P/07750789/SMITHA PILLAI/8834220973,TXN0274184,,18500.00,2278566.50
26/02/2023,IMPS/P2P/09909803/SANJANA HEGDE/7559155163,TXN0274185,,1200.00,2279766.50
26/02/2023,IMPS/P2P/22568591/HARISH MENON/7414785039,TXN0274186,,24000.00,2303766.50
26/02/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274187,,1200.00,2304966.50
27/02/2023,CHQ NO 551492 CLEARING,TXN0274188,249.00,,2304717.50
27/02/2023,IMPS/P2P/2495777950/SURESH BABU/7146022475,TXN0274189,,11200.00,2315917.50
27/02/2023,ATM/WDL/6434680401/SBI ATM JAYANAGAR BLR,TXN0274190,5200.00,,2310717.50
27/02/2023,ATM/WDL/86820006/CANARA ATM MYSURU,TXN0274191,699.00,,2310018.50
28/02/2023,UPI/DR/9711623001/SANTOSH KUMAR/KKBK0283526/santosh871@ybl,TXN0274192,1250.00,,2308768.50
28/02/2023,UPI/DR/7529153688/HARISH MENON/KKBK0283526/harish508@ybl,TXN0274193,79.00,,2308689.50
01/03/2023,CHQ NO 741259 CLEARING,TXN0274194,2380.00,,2306309.50
01/03/2023,CHQ NO 044077 CLEARING,TXN0274195,850.00,,2305459.50
01/03/2023,CHQ NO 576728 CLEARING,TXN0274196,2380.00,,2303079.50
01/03/2023,UPI/DR/010524370619/SMITHA PILLAI/KKBK0283526/smitha726@ybl,TXN0274197,2380.00,,2300699.50
01/03/2023,NEFT/656714631547/PRIYA NAIR/KKBK0283526/40118798295332,TXN0274198,,11200.00,2311899.50
01/03/2023,IMPS/P2P/847784703370/ANAND KUMAR/9125094103,TXN0274199,,32000.00,2343899.50
01/03/2023,UPI/DR/27356786/KIRAN REDDY/KKBK0283526/kiran393@okhdfc,TXN0274200,79.00,,2343820.50
02/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274201,,2500.00,2346320.50
02/03/2023,UPI/DR/3005291453/SANTOSH KUMAR/KKBK0283526/santosh707@okhdfc,TXN0274202,79.00,,2346241.50
02/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274203,,7600.00,2353841.50
02/03/2023,ATM/WDL/35825234/HDFC ATM KORAMANGALA,TXN0274204,1680.00,,2352161.50
02/03/2023,CHQ NO 538715 CLEARING,TXN0274205,310.00,,2351851.50
03/03/2023,ATM/WDL/641024051099/CANARA ATM MYSURU,TXN0274206,3499.00,,2348352.50
03/03/2023,UPI/CR/595075837405/ARCHANA PILLAI/KKBK0283526/archana601@oksbi,TXN0274207,,1200.00,2349552.50
03/03/2023,ATM/WDL/92640549/HDFC ATM KORAMANGALA,TXN0274208,249.00,,2349303.50
04/03/2023,UPI/DR/4535645635/RAHUL SINGH/KKBK0283526/rahul222@oksbi,TXN0274209,699.00,,2348604.50
04/03/2023,NEFT/78834602/DEEPA NAIR/KKBK0283526/87450508207947,TXN0274210,,4800.00,2353404.50
04/03/2023,CHQ NO 186983 CLEARING,TXN0274211,79.00,,2353325.50
04/03/2023,IMPS/P2P/79603891/TANVI RAO/7352809770,TXN0274212,,500.00,2353825.50
04/03/2023,ATM/WDL/9638376847/CANARA ATM MYSURU,TXN0274213,699.00,,2353126.50
04/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274214,,850.00,2353976.50
05/03/2023,CHQ NO 207368 CLEARING,TXN0274215,79.00,,2353897.50
05/03/2023,UPI/DR/41037432/LATHA MURTHY/KKBK0283526/latha553@oksbi,TXN0274216,1680.00,,2352217.50
06/03/2023,UPI/DR/5590152123/NILESH KULKARNI/KKBK0283526/nilesh47@oksbi,TXN0274217,5200.00,,2347017.50
06/03/2023,NEFT/2627025573/FARHAN KHAN/KKBK0283526/02294995339397,TXN0274218,120.00,,2346897.50
06/03/2023,UPI/DR/70361807/DEEPAK JOSHI/KKBK0283526/deepak313@ybl,TXN0274219,1250.00,,2345647.50
06/03/2023,NEFT/7119194586/TANVI RAO/KKBK0283526/17392794245264,TXN0274220,,32000.00,2377647.50
07/03/2023,CHQ NO 324426 CLEARING,TXN0274221,49.00,,2377598.50
07/03/2023,NEFT/22898607/RAVI KUMAR SHARMA/KKBK0283526/32667959957777,TXN0274222,120.00,,2377478.50
07/03/2023,ATM/WDL/212193240737/HDFC ATM KORAMANGALA,TXN0274223,449.00,,2377029.50
07/03/2023,UPI/DR/14571732/SAVITHA DEVI/KKBK0283526/savitha217@okhdfc,TXN0274224,850.00,,2376179.50
07/03/2023,IMPS/P2P/49647233/RAJENDRA PRASAD/8931656583,TXN0274225,,7600.00,2383779.50
08/03/2023,UPI/DR/67905643/HARISH MENON/KKBK0283526/harish576@paytm,TXN0274226,5200.00,,2378579.50
08/03/2023,UPI/DR/009945526064/RAJESH VERMA/KKBK0283526/rajesh899@okaxis,TXN0274227,79.00,,2378500.50
08/03/2023,UPI/DR/3974597651/SHEELA DEVI/KKBK0283526/sheela942@paytm,TXN0274228,999.00,,2377501.50
08/03/2023,ATM/WDL/3720306667/CANARA ATM MYSURU,TXN0274229,2380.00,,2375121.50
08/03/2023,CHQ NO 800134 CLEARING,TXN0274230,310.00,,2374811.50
10/03/2023,CHQ NO 537502 CLEARING,TXN0274231,7800.00,,2367011.50
10/03/2023,IMPS/P2P/4365149531/ROHIT SHARMA/7293349851,TXN0274232,,18500.00,2385511.50
10/03/2023,UPI/DR/4517518778/BINDHU NAIR/KKBK0283526/bindhu170@okhdfc,TXN0274233,449.00,,2385062.50
10/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274234,,850.00,2385912.50
10/03/2023,UPI/DR/7177145386/DEEPAK JOSHI/KKBK0283526/deepak427@paytm,TXN0274235,7800.00,,2378112.50
10/03/2023,NEFT/367793905627/RAHUL SINGH/KKBK0283526/37582796539836,TXN0274236,1680.00,,2376432.50
11/03/2023,UPI/DR/775448802729/SMITHA PILLAI/KKBK0283526/smitha559@oksbi,TXN0274237,79.00,,2376353.50
11/03/2023,UPI/DR/3709285750/KIRAN REDDY/KKBK0283526/kiran129@ybl,TXN0274238,3499.00,,2372854.50
11/03/2023,ATM/WDL/1347336774/CANARA ATM MYSURU,TXN0274239,5200.00,,2367654.50
11/03/2023,CHQ NO 692849 CLEARING,TXN0274240,1680.00,,2365974.50
12/03/2023,UPI/DR/97375947/KIRAN REDDY/KKBK0283526/kiran697@oksbi,TXN0274241,2380.00,,2363594.50
12/03/2023,NEFT/3133208593/ADITYA KUMAR/KKBK0283526/44326496765992,TXN0274242,,1200.00,2364794.50
12/03/2023,UPI/DR/603685670913/DIVYA MENON/KKBK0283526/divya929@ybl,TXN0274243,3499.00,,2361295.50
12/03/2023,UPI/DR/1098427150/LALITHA DEVI/KKBK0283526/lalitha568@ybl,TXN0274244,5200.00,,2356095.50
12/03/2023,NEFT/33711113/MOHAN DAS/KKBK0283526/10050825714283,TXN0274245,699.00,,2355396.50
13/03/2023,NEFT/38401363/ANAND KUMAR/KKBK0283526/20853169217999,TXN0274246,1680.00,,2353716.50
14/03/2023,NEFT/46952533/MALLIKA DAS/KKBK0283526/42705531310556,TXN0274247,,11200.00,2364916.50
14/03/2023,CHQ NO 072855 CLEARING,TXN0274248,79.00,,2364837.50
14/03/2023,UPI/DR/658078724035/GOPAL VERMA/KKBK0283526/gopal39@okhdfc,TXN0274249,699.00,,2364138.50
14/03/2023,UPI/DR/3709887625/DEEPAK JOSHI/KKBK0283526/deepak898@okhdfc,TXN0274250,5200.00,,2358938.50
15/03/2023,CHQ NO 118079 CLEARING,TXN0274251,120.00,,2358818.50
15/03/2023,NEFT/2944893575/MEERA PILLAI/KKBK0283526/75587541096989,TXN0274252,7800.00,,2351018.50
15/03/2023,IMPS/P2P/910567679045/NIKHIL GUPTA/7107738980,TXN0274253,,1200.00,2352218.50
15/03/2023,NEFT/70817748/LAKSHMI VENKAT/KKBK0283526/79435714777633,TXN0274254,,4800.00,2357018.50
15/03/2023,IMPS/P2P/9101847943/ANAND KUMAR/8052160011,TXN0274255,,11200.00,2368218.50
15/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274256,,7600.00,2375818.50
15/03/2023,UPI/DR/130162473563/MEENA IYER/KKBK0283526/meena624@okhdfc,TXN0274257,1250.00,,2374568.50
16/03/2023,UPI/DR/038069001472/MOHAMMED IRFAN/KKBK0283526/mohammed966@okaxis,TXN0274258,49.00,,2374519.50
16/03/2023,CHQ NO 280600 CLEARING,TXN0274259,2380.00,,2372139.50
16/03/2023,ATM/WDL/515167353696/SBI ATM JAYANAGAR BLR,TXN0274260,2380.00,,2369759.50
16/03/2023,CHQ NO 702515 CLEARING,TXN0274261,999.00,,2368760.50
16/03/2023,CHQ NO 336776 CLEARING,TXN0274262,79.00,,2368681.50
16/03/2023,ATM/WDL/1630503074/CANARA ATM MYSURU,TXN0274263,850.00,,2367831.50
16/03/2023,UPI/DR/553917102730/KAVERI MENON/KKBK0283526/kaveri358@paytm,TXN0274264,999.00,,2366832.50
16/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274265,,32000.00,2398832.50
16/03/2023,UPI/DR/391546234764/TANVI RAO/KKBK0283526/tanvi299@paytm,TXN0274266,249.00,,2398583.50
17/03/2023,UPI/CR/58993082/DEEPA NAIR/KKBK0283526/deepa271@okaxis,TXN0274267,,2500.00,2401083.50
17/03/2023,CHQ NO 140285 CLEARING,TXN0274268,3499.00,,2397584.50
17/03/2023,UPI/DR/31652553/PADMA RAO/KKBK0283526/padma536@okhdfc,TXN0274269,1680.00,,2395904.50
17/03/2023,UPI/DR/707805879899/GEETA DEVI/KKBK0283526/geeta560@okhdfc,TXN0274270,1250.00,,2394654.50
17/03/2023,CHQ NO 344062 CLEARING,TXN0274271,49.00,,2394605.50
18/03/2023,UPI/DR/58760315/LATHA MURTHY/KKBK0283526/latha631@ybl,TXN0274272,7800.00,,2386805.50
19/03/2023,UPI/CR/90627433/VIKRAM NAIR/KKBK0283526/vikram180@ybl,TXN0274273,,32000.00,2418805.50
19/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274274,,1200.00,2420005.50
19/03/2023,UPI/CR/9822865504/KARTHIK MENON/KKBK0283526/karthik738@ybl,TXN0274275,,32000.00,2452005.50
19/03/2023,IMPS/P2P/459779857569/VINAY PATIL/8915412564,TXN0274276,,850.00,2452855.50
19/03/2023,UPI/CR/9734137267/SHEELA DEVI/KKBK0283526/sheela650@okhdfc,TXN0274277,,500.00,2453355.50
20/03/2023,UPI/DR/3959047409/MEERA PILLAI/KKBK0283526/meera168@oksbi,TXN0274278,310.00,,2453045.50
20/03/2023,UPI/DR/11614212/ANAND KUMAR/KKBK0283526/anand624@okhdfc,TXN0274279,310.00,,2452735.50
21/03/2023,NEFT/42101262/TANVI RAO/KKBK0283526/98458881422909,TXN0274280,699.00,,2452036.50
21/03/2023,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,TXN0274281,,18500.00,2470536.50
21/03/2023,UPI/DR/646958682239/SANJANA HEGDE/KKBK0283526/sanjana992@okaxis,TXN0274282,449.00,,2470087.50
22/03/2023,UPI/DR/4259453372/VENKAT RAO/KKBK0283526/venkat25@paytm,TXN0274283,120.00,,2469967.50
22/03/2023,UPI/DR/354669542035/DEEPAK JOSHI/KKBK0283526/deepak126@okaxis,TXN0274284,999.00,,2468968.50
22/03/2023,CHQ NO 520765 CLEARING,TXN0274285,850.00,,2468118.50
22/03/2023,UPI/CR/20591686/SHEELA DEVI/KKBK0283526/sheela304@ybl,TXN0274286,,500.00,2468618.50
22/03/2023,UPI/DR/6821779934/VENKAT RAO/KKBK0283526/venkat835@paytm,TXN0274287,7800.00,,2460818.50
22/03/2023,UPI/DR/7682778782/KAVERI MENON/KKBK0283526/kaveri186@ybl,TXN0274288,79.00,,2460739.50
23/03/2023,ATM/WDL/76341827/CANARA ATM MYSURU,TXN0274289,999.00,,2459740.50
23/03/2023,UPI/DR/10373260/DEEPA NAIR/KKBK0283526/deepa524@okhdfc,TXN0274290,850.00,,2458890.50
23/03/2023,NEFT/100417332026/REKHA PILLAI/KKBK0283526/22869746415042,TXN0274291,,850.00,2459740.50
24/03/2023,CHQ NO 192797 CLEARING,TXN0274292,49.00,,2459691.50
24/03/2023,UPI/DR/787075650741/PADMA RAO/KKBK0283526/padma763@ybl,TXN0274293,699.00,,2458992.50
24/03/2023,CHQ NO 635811 CLEARING,TXN0274294,1680.00,,2457312.50
25/03/2023,UPI/DR/96949172/LAKSHMI VENKAT/KKBK0283526/lakshmi528@ybl,TXN0274295,310.00,,2457002.50
26/03/2023,UPI/DR/8462552805/ARUN SHARMA/KKBK0283526/arun677@ybl,TXN0274296,850.00,,2456152.50
26/03/2023,NEFT/37445641/NAVEEN KUMAR/KKBK0283526/01103892128607,TXN0274297,,850.00,2457002.50
26/03/2023,ATM/WDL/9339640428/HDFC ATM KORAMANGALA,TXN0274298,999.00,,2456003.50
26/03/2023,UPI/CR/2600635347/ANAND KUMAR/KKBK0283526/anand19@okaxis,TXN0274299,,850.00,2456853.50
26/03/2023,UPI/DR/0284987728/ROHIT SHARMA/KKBK0283526/rohit806@okhdfc,TXN0274300,850.00,,2456003.50
27/03/2023,NEFT/64970574/RAJENDRA PRASAD/KKBK0283526/93602912960732,TXN0274301,49.00,,2455954.50
27/03/2023,UPI/DR/26154374/ROHIT SHARMA/KKBK0283526/rohit267@oksbi,TXN0274302,7800.00,,2448154.50
27/03/2023,UPI/DR/1281097401/SUNIL YADAV/KKBK0283526/sunil15@okaxis,TXN0274303,999.00,,2447155.50
27/03/2023,NEFT/007696293916/RESHMA KHAN/KKBK0283526/32629716140298,TXN0274304,,7600.00,2454755.50
27/03/2023,UPI/DR/1127095452/KAVITHA RAO/KKBK0283526/kavitha223@paytm,TXN0274305,249.00,,2454506.50
28/03/2023,NEFT/6636864020/MALLIKA DAS/KKBK0283526/32854762466847,TXN0274306,,24000.00,2478506.50
28/03/2023,UPI/CR/470919210429/RAMESH GOWDA/KKBK0283526/ramesh510@paytm,TXN0274307,,24000.00,2502506.50
28/03/2023,UPI/CR/92516430/FATIMA SHEIKH/KKBK0283526/fatima340@okhdfc,TXN0274308,,1200.00,2503706.50
29/03/2023,UPI/DR/64575306/GEETA DEVI/KKBK0283526/geeta255@okhdfc,TXN0274309,5200.00,,2498506.50
