Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
9 Sep 2023,9 Sep 2023,POS/8413/MEDPLUS/SECUNDERABAD,548875440946,120.0,,399359.14
9 Sep 2023,9 Sep 2023,TO TRANSFER-UPI/397177348477/kavyareddy812@ybl,397177348477,850.0,,398509.14
10 Sep 2023,10 Sep 2023,TO TRANSFER-UPI/951589808225/santoshiye48@okhdfcbank,951589808225,449.0,,398060.14
11 Sep 2023,11 Sep 2023,ATM WDL/6450/MARATHAHALLI,718307975962,850.0,,397210.14
12 Sep 2023,12 Sep 2023,TO CLEARING-CIT RELIANCE FRESH 985626,872861039449,79.0,,397131.14
12 Sep 2023,12 Sep 2023,POS/7309/BPCL/MANGALURU,136538808943,120.0,,397011.14
16 Sep 2023,16 Sep 2023,POS/9565/AIRTEL/INDIRANAGAR,998593059822,999.0,,396012.14
16 Sep 2023,16 Sep 2023,TO CLEARING-CIT MEDPLUS 624114,271526341075,120.0,,395892.14
16 Sep 2023,16 Sep 2023,ATM WDL/7239/HSR LAYOUT,905122862619,449.0,,395443.14
17 Sep 2023,17 Sep 2023,TO CLEARING-CIT JIO 117647,804589871072,999.0,,394444.14
17 Sep 2023,17 Sep 2023,BY TRANSFER-INB IMPS341378338810/9087521175/XX8383/Remitly Tr-,MAC0001189364,,11200.0,405644.14
17 Sep 2023,17 Sep 2023,ATM WDL/4758/KUKATPALLY,279937666026,120.0,,405524.14
19 Sep 2023,19 Sep 2023,TO TRANSFER-UPI/483883133548/kavyareddy582@oksbi,483883133548,1250.0,,404274.14
19 Sep 2023,19 Sep 2023,ATM WDL/0559/HSR LAYOUT,681567616854,249.0,,404025.14
20 Sep 2023,20 Sep 2023,ATM WDL/1306/MYSURU,180816234884,120.0,,403905.14
23 Sep 2023,23 Sep 2023,BY TRANSFER-INB IMPS939801989454/9369358206/XX6451/Remitly Tr-,MAC8035856870,,11200.0,415105.14
23 Sep 2023,23 Sep 2023,ATM WDL/8098/JAYANAGAR,623122437349,449.0,,414656.14
24 Sep 2023,24 Sep 2023,TO CLEARING-CIT BOOKMYSHOW 269384,072614120671,449.0,,414207.14
24 Sep 2023,24 Sep 2023,POS/7163/IRCTC/HSR LAYOUT,836096194501,449.0,,413758.14
25 Sep 2023,25 Sep 2023,CREDIT INTEREST CAPITALISED,186614281105,,70.51,413828.65
25 Sep 2023,25 Sep 2023,GST ON BANK CHARGES,333505078307,17.7,,413810.95
25 Sep 2023,25 Sep 2023,ATM WDL/2011/BANJARA HILLS,648837468384,850.0,,412960.95
28 Sep 2023,28 Sep 2023,TO TRANSFER-UPI/027938849058/vinaypatil744@ybl,027938849058,2380.0,,410580.95
28 Sep 2023,28 Sep 2023,TO CLEARING-CIT AMAZON 495777,536851923928,3499.0,,407081.95
29 Sep 2023,29 Sep 2023,ATM WDL/3656/HSR LAYOUT,967969886895,120.0,,406961.95
30 Sep 2023,30 Sep 2023,TO CLEARING-CIT JIO 176501,718700212816,7800.0,,399161.95
1 Oct 2023,1 Oct 2023,BY TRANSFER-7626496302199 SALARY VINAY PATIL,521212212693,,31250.0,430411.95
1 Oct 2023,1 Oct 2023,TO TRANSFER-UPI/039445044546/kavyareddy151@paytm,039445044546,310.0,,430101.95
3 Oct 2023,3 Oct 2023,POS/8709/MEDPLUS/INDIRANAGAR,862332646854,999.0,,429102.95
3 Oct 2023,3 Oct 2023,TO CLEARING-CIT ZOMATO 580332,963432436583,2380.0,,426722.95
4 Oct 2023,4 Oct 2023,TO TRANSFER-UPI/568630634760/meerapilla378@oksbi,568630634760,449.0,,426273.95
4 Oct 2023,4 Oct 2023,TO TRANSFER-UPI/506734177558/anjalirao393@paytm,506734177558,249.0,,426024.95
5 Oct 2023,5 Oct 2023,TO CLEARING-CIT IOCL 595140,083385684267,249.0,,425775.95
5 Oct 2023,5 Oct 2023,POS/2052/ZOMATO/HYDERABAD,238657384378,449.0,,425326.95
6 Oct 2023,6 Oct 2023,POS/8121/ZOMATO/KORAMANGALA,598335743113,3499.0,,421827.95
6 Oct 2023,6 Oct 2023,TO TRANSFER-UPI/629714172363/lathadevi78@paytm,629714172363,2380.0,,419447.95
7 Oct 2023,7 Oct 2023,NEFT DR-HDFC0596314-RAHUL SINGH-448336577440-RENT,485494761089,22000.0,,397447.95
12 Oct 2023,12 Oct 2023,TO CLEARING-CIT RELIANCE FRESH 585373,984220605141,3499.0,,393948.95
13 Oct 2023,13 Oct 2023,ATM WDL/3419/SECUNDERABAD,207155686925,310.0,,393638.95
13 Oct 2023,13 Oct 2023,TO CLEARING-CIT HPCL 783918,068859395711,999.0,,392639.95
14 Oct 2023,14 Oct 2023,BY TRANSFER-INB IMPS306560152692/9710841655/XX2968/Remitly Tr-,MAC8441322907,,11200.0,403839.95
14 Oct 2023,14 Oct 2023,POS/4260/ZOMATO/BTM LAYOUT,307953915477,79.0,,403760.95
16 Oct 2023,16 Oct 2023,TO CLEARING-CIT BOOKMYSHOW 994380,369087420143,1250.0,,402510.95
19 Oct 2023,19 Oct 2023,ATM WDL/6823/PUNE,957122152194,1680.0,,400830.95
23 Oct 2023,23 Oct 2023,TO CLEARING-CIT OLA 361612,027010929674,5200.0,,395630.95
25 Oct 2023,25 Oct 2023,POS/9781/DMART/JAYANAGAR,395583796953,850.0,,394780.95
25 Oct 2023,25 Oct 2023,ATM WDL/8302/MANGALURU,182650412062,1680.0,,393100.95
26 Oct 2023,26 Oct 2023,BY TRANSFER-INB IMPS585620094940/5787553501/XX0488/Remitly Tr-,MAC2160562628,,11200.0,404300.95
26 Oct 2023,26 Oct 2023,TO CLEARING-CIT AIRTEL 730484,875973845529,850.0,,403450.95
3 Nov 2023,3 Nov 2023,BY TRANSFER-5451507821731 SALARY VINAY PATIL,854073962079,,31250.0,434700.95
3 Nov 2023,3 Nov 2023,NEFT DR-HDFC0785568-MEERA PILLAI-083360435247-RENT,749092047821,18000.0,,416700.95
5 Nov 2023,5 Nov 2023,TO TRANSFER-UPI/911007972828/arjunmehta122@paytm,911007972828,449.0,,416251.95
5 Nov 2023,5 Nov 2023,ATM WDL/3263/MUMBAI,369204937867,1680.0,,414571.95
6 Nov 2023,6 Nov 2023,ATM WDL/0078/SECUNDERABAD,351405800170,7800.0,,406771.95
11 Nov 2023,11 Nov 2023,TO TRANSFER-UPI/626465078800/rohitsharm410@paytm,626465078800,3499.0,,403272.95
13 Nov 2023,13 Nov 2023,POS/7618/APOLLO PHARMACY/HYDERABAD,146283508062,249.0,,403023.95
13 Nov 2023,13 Nov 2023,BY TRANSFER-INB IMPS046730800856/3781187552/XX8324/Remitly Tr-,MAC9865245083,,850.0,403873.95
14 Nov 2023,14 Nov 2023,TO CLEARING-CIT RELIANCE FRESH 008302,921440824805,999.0,,402874.95
15 Nov 2023,15 Nov 2023,TO TRANSFER-UPI/993743831092/rahulsingh805@oksbi,993743831092,310.0,,402564.95
15 Nov 2023,15 Nov 2023,TO CLEARING-CIT RELIANCE FRESH 730478,476137034672,1680.0,,400884.95
16 Nov 2023,16 Nov 2023,TO CLEARING-CIT IRCTC 298291,157328261209,449.0,,400435.95
17 Nov 2023,17 Nov 2023,BY TRANSFER-INB IMPS309455731455/9492625564/XX0302/Remitly Tr-,MAC1144686248,,4800.0,405235.95
17 Nov 2023,17 Nov 2023,TO CLEARING-CIT FLIPKART 266106,814737580026,120.0,,405115.95
20 Nov 2023,20 Nov 2023,POS/0895/IRCTC/MYSURU,783939921909,120.0,,404995.95
20 Nov 2023,20 Nov 2023,ATM WDL/0531/BANJARA HILLS,246413964292,120.0,,404875.95
23 Nov 2023,23 Nov 2023,BY TRANSFER-INB IMPS472875567859/6882117009/XX0310/Remitly Tr-,MAC3414052567,,4800.0,409675.95
24 Nov 2023,24 Nov 2023,TO CLEARING-CIT ZOMATO 265253,484667570683,699.0,,408976.95
24 Nov 2023,24 Nov 2023,POS/3364/APOLLO PHARMACY/MYSURU,838673239231,5200.0,,403776.95
25 Nov 2023,25 Nov 2023,POS/2053/IRCTC/MYSURU,835159845117,999.0,,402777.95
26 Nov 2023,26 Nov 2023,BY TRANSFER-INB IMPS856641067978/7924388242/XX7410/Remitly Tr-,MAC1575106755,,18500.0,421277.95
26 Nov 2023,26 Nov 2023,TO CLEARING-CIT BESCOM 506570,057135856175,120.0,,421157.95
27 Nov 2023,27 Nov 2023,BY TRANSFER-INB IMPS219561745850/4411373825/XX3954/Remitly Tr-,MAC6739540227,,1200.0,422357.95
28 Nov 2023,28 Nov 2023,POS/4808/IRCTC/HYDERABAD,837069977312,1250.0,,421107.95
28 Nov 2023,28 Nov 2023,POS/3106/ZOMATO/PUNE,642137103299,310.0,,420797.95
28 Nov 2023,28 Nov 2023,TO CLEARING-CIT ZOMATO 320141,128264541983,999.0,,419798.95
1 Dec 2023,1 Dec 2023,TO TRANSFER-UPI/163296881933/arjunmehta723@paytm,163296881933,310.0,,419488.95
1 Dec 2023,1 Dec 2023,POS/0152/BESCOM/WHITEFIELD,216908590754,120.0,,419368.95
2 Dec 2023,2 Dec 2023,BY TRANSFER-0761068768967 SALARY VINAY PATIL,105995300458,,32000.0,451368.95
2 Dec 2023,2 Dec 2023,TO CLEARING-CIT BPCL 619115,516395835213,249.0,,451119.95
3 Dec 2023,3 Dec 2023,NEFT DR-HDFC0029953-VIKRAM NAIR-406140402858-RENT,886045527659,31000.0,,420119.95
3 Dec 2023,3 Dec 2023,BY TRANSFER-INB IMPS773635407388/2614000200/XX6802/Remitly Tr-,MAC6303832499,,500.0,420619.95
4 Dec 2023,4 Dec 2023,BY TRANSFER-INB IMPS901283788488/3418487136/XX9354/Remitly Tr-,MAC3949787727,,500.0,421119.95
4 Dec 2023,4 Dec 2023,ATM WDL/1589/KUKATPALLY,220873501472,5200.0,,415919.95
4 Dec 2023,4 Dec 2023,ATM WDL/6480/HYDERABAD,765280355317,699.0,,415220.95
5 Dec 2023,5 Dec 2023,POS/6745/FLIPKART/MUMBAI,419694760184,2380.0,,412840.95
6 Dec 2023,6 Dec 2023,ATM WDL/3348/KUKATPALLY,262093937766,850.0,,411990.95
6 Dec 2023,6 Dec 2023,TO CLEARING-CIT BPCL 058308,371685406093,699.0,,411291.95
7 Dec 2023,7 Dec 2023,ATM WDL/1143/HSR LAYOUT,481088547171,310.0,,410981.95
8 Dec 2023,8 Dec 2023,POS/4222/SWIGGY/MUMBAI,623367017877,1250.0,,409731.95
8 Dec 2023,8 Dec 2023,ATM WDL/6977/BANJARA HILLS,095335218069,699.0,,409032.95
11 Dec 2023,11 Dec 2023,BY TRANSFER-INB IMPS134502952711/0866428100/XX8221/Remitly Tr-,MAC1776196748,,24000.0,433032.95
13 Dec 2023,13 Dec 2023,TO TRANSFER-UPI/799352227250/tarageorge484@paytm,799352227250,3499.0,,429533.95
14 Dec 2023,14 Dec 2023,TO TRANSFER-UPI/952626484636/meerapilla873@oksbi,952626484636,2380.0,,427153.95
15 Dec 2023,15 Dec 2023,POS/8657/RELIANCE FRESH/SECUNDERABAD,640736195384,2380.0,,424773.95
15 Dec 2023,15 Dec 2023,TO CLEARING-CIT RELIANCE FRESH 995028,979648209810,699.0,,424074.95
16 Dec 2023,16 Dec 2023,POS/0466/AMAZON/HSR LAYOUT,790737162269,1250.0,,422824.95
17 Dec 2023,17 Dec 2023,TO TRANSFER-UPI/284104505366/harishmeno910@paytm,284104505366,310.0,,422514.95
19 Dec 2023,19 Dec 2023,TO TRANSFER-UPI/802650340285/vikramnair965@paytm,802650340285,79.0,,422435.95
22 Dec 2023,22 Dec 2023,POS/4130/SWIGGY/PUNE,185249651724,310.0,,422125.95
23 Dec 2023,23 Dec 2023,TO CLEARING-CIT RELIANCE FRESH 775416,206236842652,120.0,,422005.95
23 Dec 2023,23 Dec 2023,BY TRANSFER-INB IMPS431080808011/8862256036/XX6116/Remitly Tr-,MAC8694670958,,24000.0,446005.95
23 Dec 2023,23 Dec 2023,ATM WDL/7821/HYDERABAD,072787415703,2380.0,,443625.95
23 Dec 2023,23 Dec 2023,TO CLEARING-CIT FLIPKART 402267,133272502416,1250.0,,442375.95
23 Dec 2023,23 Dec 2023,TO CLEARING-CIT ZOMATO 559546,937790641576,310.0,,442065.95
25 Dec 2023,25 Dec 2023,TO CLEARING-CIT ZOMATO 542838,115184035875,5200.0,,436865.95
26 Dec 2023,26 Dec 2023,BY TRANSFER-INB IMPS159119767350/5420622250/XX7975/Remitly Tr-,MAC6082733482,,7500.0,444365.95
28 Dec 2023,28 Dec 2023,POS/4988/MEDPLUS/KUKATPALLY,745303966448,2380.0,,441985.95
2 Jan 2024,2 Jan 2024,TO CLEARING-CIT UBER 712413,130856986742,449.0,,441536.95
3 Jan 2024,3 Jan 2024,BY TRANSFER-INB IMPS350840553160/5397061668/XX5972/Remitly Tr-,MAC3180879659,,2500.0,444036.95
3 Jan 2024,3 Jan 2024,BY TRANSFER-7706545666946 SALARY VINAY PATIL,800676204587,,32000.0,476036.95
3 Jan 2024,3 Jan 2024,ATM WDL/0331/BTM LAYOUT,192676346876,999.0,,475037.95
4 Jan 2024,4 Jan 2024,NEFT DR-HDFC0637912-ARJUN MEHTA-490718487437-RENT,422305177583,22000.0,,453037.95
5 Jan 2024,5 Jan 2024,ATM WDL/1109/HSR LAYOUT,103312378939,449.0,,452588.95
6 Jan 2024,6 Jan 2024,TO TRANSFER-UPI/076042895922/harishmeno587@ybl,076042895922,249.0,,452339.95
7 Jan 2024,7 Jan 2024,TO TRANSFER-UPI/483277582878/sunilshett773@okaxis,483277582878,2380.0,,449959.95
7 Jan 2024,7 Jan 2024,POS/2340/PVR CINEMAS/MANGALURU,183420596574,79.0,,449880.95
7 Jan 2024,7 Jan 2024,TO CLEARING-CIT MEDPLUS 623290,247247410167,1680.0,,448200.95
8 Jan 2024,8 Jan 2024,ATM WDL/7602/HYDERABAD,475639268477,999.0,,447201.95
9 Jan 2024,9 Jan 2024,TO CLEARING-CIT IRCTC 824285,874108498032,249.0,,446952.95
11 Jan 2024,11 Jan 2024,TO TRANSFER-UPI/404417166857/reshmakhan666@okaxis,404417166857,699.0,,446253.95
11 Jan 2024,11 Jan 2024,TO CLEARING-CIT BPCL 730599,182484458754,249.0,,446004.95
11 Jan 2024,11 Jan 2024,ATM WDL/5794/JAYANAGAR,437107969517,850.0,,445154.95
12 Jan 2024,12 Jan 2024,POS/3607/AMAZON/SECUNDERABAD,905956436892,850.0,,444304.95
12 Jan 2024,12 Jan 2024,TO TRANSFER-UPI/990219531570/santoshiye780@okaxis,990219531570,449.0,,443855.95
13 Jan 2024,13 Jan 2024,POS/2167/MEDPLUS/MUMBAI,687770400831,1250.0,,442605.95
13 Jan 2024,13 Jan 2024,ATM WDL/5080/MANGALURU,662470530436,79.0,,442526.95
14 Jan 2024,14 Jan 2024,BY TRANSFER-INB IMPS456799144126/5681333254/XX3734/Remitly Tr-,MAC6103523373,,500.0,443026.95
16 Jan 2024,16 Jan 2024,ATM WDL/0429/PUNE,038539690293,120.0,,442906.95
17 Jan 2024,17 Jan 2024,POS/5502/RELIANCE FRESH/KORAMANGALA,099230854514,699.0,,442207.95
17 Jan 2024,17 Jan 2024,ATM WDL/5869/BTM LAYOUT,262398729088,999.0,,441208.95
17 Jan 2024,17 Jan 2024,POS/2573/DMART/HSR LAYOUT,136086030459,449.0,,440759.95
18 Jan 2024,18 Jan 2024,TO TRANSFER-UPI/976133435168/mohandas76@oksbi,976133435168,120.0,,440639.95
20 Jan 2024,20 Jan 2024,BY TRANSFER-INB IMPS163241844658/0557600805/XX4707/Remitly Tr-,MAC3991560096,,2500.0,443139.95
23 Jan 2024,23 Jan 2024,TO TRANSFER-UPI/548776604058/reshmakhan295@okhdfcbank,548776604058,850.0,,442289.95
24 Jan 2024,24 Jan 2024,POS/0795/BPCL/KORAMANGALA,362832958101,7800.0,,434489.95
25 Jan 2024,25 Jan 2024,TO TRANSFER-UPI/085791988579/lathadevi909@ybl,085791988579,1680.0,,432809.95
27 Jan 2024,27 Jan 2024,TO CLEARING-CIT RELIANCE FRESH 212285,892887747637,3499.0,,429310.95
28 Jan 2024,28 Jan 2024,BY TRANSFER-INB IMPS561951649862/4657915731/XX5741/Remitly Tr-,MAC7457871711,,11200.0,440510.95
1 Feb 2024,1 Feb 2024,ATM WDL/4787/PUNE,162554914569,79.0,,440431.95
1 Feb 2024,1 Feb 2024,ATM WDL/0060/KORAMANGALA,776782704355,120.0,,440311.95
2 Feb 2024,2 Feb 2024,ATM WDL/1384/MUMBAI,969235162296,999.0,,439312.95
2 Feb 2024,2 Feb 2024,TO CLEARING-CIT UBER 480658,670436899693,1680.0,,437632.95
3 Feb 2024,3 Feb 2024,BY TRANSFER-6706384659377 SALARY VINAY PATIL,632802760017,,32000.0,469632.95
3 Feb 2024,3 Feb 2024,TO TRANSFER-UPI/048895410302/smitharao626@ybl,048895410302,449.0,,469183.95
5 Feb 2024,5 Feb 2024,TO CLEARING-CIT DMART 821403,238270734787,310.0,,468873.95
6 Feb 2024,6 Feb 2024,NEFT DR-HDFC0193939-VINAY PATIL-592234654927-RENT,554655336556,22000.0,,446873.95
7 Feb 2024,7 Feb 2024,TO TRANSFER-UPI/820878244483/lathadevi83@ybl,820878244483,3499.0,,443374.95
7 Feb 2024,7 Feb 2024,POS/9160/BESCOM/SECUNDERABAD,879722797040,3499.0,,439875.95
8 Feb 2024,8 Feb 2024,POS/6853/AMAZON/KUKATPALLY,732327799743,249.0,,439626.95
8 Feb 2024,8 Feb 2024,POS/1803/IRCTC/MYSURU,316224061884,999.0,,438627.95
8 Feb 2024,8 Feb 2024,POS/5284/MEDPLUS/HSR LAYOUT,437990457677,1250.0,,437377.95
11 Feb 2024,11 Feb 2024,ATM WDL/5737/MUMBAI,563876294873,310.0,,437067.95
11 Feb 2024,11 Feb 2024,BY TRANSFER-INB IMPS749948752357/7818241875/XX2096/Remitly Tr-,MAC1127471169,,11200.0,448267.95
12 Feb 2024,12 Feb 2024,TO TRANSFER-UPI/738525803371/rajeshverm989@oksbi,738525803371,5200.0,,443067.95
13 Feb 2024,13 Feb 2024,ATM WDL/9972/HYDERABAD,059330983549,310.0,,442757.95
14 Feb 2024,14 Feb 2024,TO CLEARING-CIT IRCTC 617686,389575483017,3499.0,,439258.95
15 Feb 2024,15 Feb 2024,BY TRANSFER-INB IMPS557985146912/7394624002/XX7012/Remitly Tr-,MAC6186126848,,24000.0,463258.95
15 Feb 2024,15 Feb 2024,ATM WDL/8009/MARATHAHALLI,622873041433,1250.0,,462008.95
16 Feb 2024,16 Feb 2024,POS/2922/ZOMATO/WHITEFIELD,650238290074,5200.0,,456808.95
16 Feb 2024,16 Feb 2024,TO CLEARING-CIT ZOMATO 982148,280053350217,49.0,,456759.95
17 Feb 2024,17 Feb 2024,BY TRANSFER-INB IMPS203506321520/6464608689/XX0901/Remitly Tr-,MAC9088908793,,1200.0,457959.95
19 Feb 2024,19 Feb 2024,ATM WDL/7219/JAYANAGAR,181344381651,5200.0,,452759.95
19 Feb 2024,19 Feb 2024,TO CLEARING-CIT SWIGGY 337352,036142310462,79.0,,452680.95
20 Feb 2024,20 Feb 2024,POS/9994/RELIANCE FRESH/MANGALURU,257068658845,850.0,,451830.95
21 Feb 2024,21 Feb 2024,BY TRANSFER-INB IMPS790927784772/1427241942/XX9007/Remitly Tr-,MAC5286126390,,24000.0,475830.95
27 Feb 2024,27 Feb 2024,POS/8755/ZOMATO/MUMBAI,950374853265,1680.0,,474150.95
27 Feb 2024,27 Feb 2024,ATM WDL/5870/HYDERABAD,136632386404,5200.0,,468950.95
28 Feb 2024,28 Feb 2024,POS/5154/MEDPLUS/KUKATPALLY,441205866629,699.0,,468251.95
1 Mar 2024,1 Mar 2024,BY TRANSFER-INB IMPS144149297614/9167813222/XX7745/Remitly Tr-,MAC1721722986,,2500.0,470751.95
1 Mar 2024,1 Mar 2024,TO TRANSFER-UPI/152528820808/sunilshett345@okaxis,152528820808,1680.0,,469071.95
1 Mar 2024,1 Mar 2024,TO CLEARING-CIT UBER 408597,946006483836,249.0,,468822.95
1 Mar 2024,1 Mar 2024,TO TRANSFER-UPI/977361011304/reshmakhan688@paytm,977361011304,999.0,,467823.95
2 Mar 2024,2 Mar 2024,BY TRANSFER-3745375005845 SALARY VINAY PATIL,757897900007,,32500.0,500323.95
2 Mar 2024,2 Mar 2024,ATM WDL/6683/SECUNDERABAD,298090913700,850.0,,499473.95
3 Mar 2024,3 Mar 2024,TO CLEARING-CIT SWIGGY 948968,315375062528,249.0,,499224.95
4 Mar 2024,4 Mar 2024,ATM WDL/1520/JAYANAGAR,000516188557,5200.0,,494024.95
6 Mar 2024,6 Mar 2024,NEFT DR-HDFC0711668-PRIYA NAIR-492363289024-RENT,003687634152,31000.0,,463024.95
9 Mar 2024,9 Mar 2024,TO CLEARING-CIT AMAZON 454887,236032973611,1250.0,,461774.95
9 Mar 2024,9 Mar 2024,TO TRANSFER-UPI/587398516246/farhankhan740@ybl,587398516246,699.0,,461075.95
10 Mar 2024,10 Mar 2024,TO CLEARING-CIT HPCL 532197,245266207738,310.0,,460765.95
11 Mar 2024,11 Mar 2024,TO CLEARING-CIT SWIGGY 763211,645105544397,449.0,,460316.95
12 Mar 2024,12 Mar 2024,ATM WDL/5610/MUMBAI,078211143786,699.0,,459617.95
13 Mar 2024,13 Mar 2024,BY TRANSFER-INB IMPS643401883642/5919268468/XX5960/Remitly Tr-,MAC2012282383,,500.0,460117.95
16 Mar 2024,16 Mar 2024,BY TRANSFER-INB IMPS568976692940/9521587951/XX9360/Remitly Tr-,MAC5104928322,,500.0,460617.95
16 Mar 2024,16 Mar 2024,POS/6533/RELIANCE FRESH/KUKATPALLY,774910925019,79.0,,460538.95
17 Mar 2024,17 Mar 2024,POS/4813/JIO/INDIRANAGAR,262898364079,449.0,,460089.95
17 Mar 2024,17 Mar 2024,TO TRANSFER-UPI/119479697190/kavyareddy264@ybl,119479697190,2380.0,,457709.95
18 Mar 2024,18 Mar 2024,POS/3778/BESCOM/WHITEFIELD,357359321379,1680.0,,456029.95
18 Mar 2024,18 Mar 2024,ATM WDL/8046/BANJARA HILLS,285583282894,850.0,,455179.95
21 Mar 2024,21 Mar 2024,POS/7857/BPCL/MYSURU,068967858897,850.0,,454329.95
22 Mar 2024,22 Mar 2024,ATM WDL/0318/HYDERABAD,279220680705,5200.0,,449129.95
22 Mar 2024,22 Mar 2024,BY TRANSFER-INB IMPS963231564010/0187427177/XX9864/Remitly Tr-,MAC4908330710,,850.0,449979.95
23 Mar 2024,23 Mar 2024,ATM WDL/5289/MUMBAI,706849265185,699.0,,449280.95
23 Mar 2024,23 Mar 2024,TO TRANSFER-UPI/979650888835/kavyareddy824@paytm,979650888835,3499.0,,445781.95
24 Mar 2024,24 Mar 2024,TO TRANSFER-UPI/771486736388/smitharao560@ybl,771486736388,79.0,,445702.95
25 Mar 2024,25 Mar 2024,CREDIT INTEREST CAPITALISED,123557497468,,48.19,445751.14
25 Mar 2024,25 Mar 2024,GST ON BANK CHARGES,581099509306,17.7,,445733.44
25 Mar 2024,25 Mar 2024,TO CLEARING-CIT AMAZON 809060,037624559675,310.0,,445423.44
26 Mar 2024,26 Mar 2024,ATM WDL/6094/MARATHAHALLI,987107063117,5200.0,,440223.44
26 Mar 2024,26 Mar 2024,TO TRANSFER-UPI/081949858735/lathadevi487@oksbi,081949858735,5200.0,,435023.44
27 Mar 2024,27 Mar 2024,ATM WDL/4277/HYDERABAD,719845147102,449.0,,434574.44
27 Mar 2024,27 Mar 2024,TO CLEARING-CIT IRCTC 274476,872787444737,850.0,,433724.44
27 Mar 2024,27 Mar 2024,NEFT-810379092976-NEXA INFOTECH-REIMB-284450-HDFC0777565,041732186471,,24000.0,457724.44
28 Mar 2024,28 Mar 2024,BY TRANSFER-INB IMPS177564198755/7993801189/XX8784/Remitly Tr-,MAC1354745058,,7500.0,465224.44
2 Apr 2024,2 Apr 2024,ATM WDL/8072/HYDERABAD,504524032560,699.0,,464525.44
3 Apr 2024,3 Apr 2024,TO TRANSFER-UPI/104393110662/ayeshakhan183@paytm,104393110662,249.0,,464276.44
3 Apr 2024,3 Apr 2024,BY TRANSFER-9129382605358 SALARY VINAY PATIL,562507725044,,32500.0,496776.44
3 Apr 2024,3 Apr 2024,ATM WDL/0332/PUNE,487026598672,449.0,,496327.44
6 Apr 2024,6 Apr 2024,NEFT DR-HDFC0879851-ROHIT SHARMA-136599616987-RENT,893109331162,22000.0,,474327.44
7 Apr 2024,7 Apr 2024,TO CLEARING-CIT FLIPKART 458187,270583524013,5200.0,,469127.44
7 Apr 2024,7 Apr 2024,ATM WDL/1962/KUKATPALLY,595660179306,850.0,,468277.44
8 Apr 2024,8 Apr 2024,TO CLEARING-CIT HPCL 702851,490356207941,1680.0,,466597.44
8 Apr 2024,8 Apr 2024,TO TRANSFER-UPI/560497140589/sunilshett18@oksbi,560497140589,850.0,,465747.44
14 Apr 2024,14 Apr 2024,TO CLEARING-CIT UBER 217386,492678529830,310.0,,465437.44
15 Apr 2024,15 Apr 2024,TO CLEARING-CIT MEDPLUS 768052,798455913637,699.0,,464738.44
16 Apr 2024,16 Apr 2024,TO CLEARING-CIT MEDPLUS 567763,031025543289,999.0,,463739.44
17 Apr 2024,17 Apr 2024,TO CLEARING-CIT BPCL 091159,953865349635,79.0,,463660.44
17 Apr 2024,17 Apr 2024,BY TRANSFER-INB IMPS482580386275/5718938667/XX5293/Remitly Tr-,MAC0361327727,,1200.0,464860.44
18 Apr 2024,18 Apr 2024,ATM WDL/5260/BANJARA HILLS,142581833031,449.0,,464411.44
18 Apr 2024,18 Apr 2024,TO TRANSFER-UPI/080482906301/kiranreddy253@oksbi,080482906301,1250.0,,463161.44
18 Apr 2024,18 Apr 2024,ATM WDL/0821/MARATHAHALLI,921272748550,249.0,,462912.44
18 Apr 2024,18 Apr 2024,POS/8243/BESCOM/PUNE,064044728873,2380.0,,460532.44
18 Apr 2024,18 Apr 2024,POS/7843/OLA/SECUNDERABAD,709032615433,699.0,,459833.44
19 Apr 2024,19 Apr 2024,POS/9702/BPCL/KUKATPALLY,408296981762,3499.0,,456334.44
20 Apr 2024,20 Apr 2024,POS/1545/PVR CINEMAS/MUMBAI,170250180251,5200.0,,451134.44
21 Apr 2024,21 Apr 2024,TO CLEARING-CIT MEDPLUS 621228,832337376697,120.0,,451014.44
21 Apr 2024,21 Apr 2024,TO TRANSFER-UPI/897030386251/rohitsharm247@oksbi,897030386251,49.0,,450965.44
24 Apr 2024,24 Apr 2024,TO CLEARING-CIT IRCTC 528663,624559577891,249.0,,450716.44
25 Apr 2024,25 Apr 2024,TO TRANSFER-UPI/274408970828/gopalnaik592@okhdfcbank,274408970828,999.0,,449717.44
26 Apr 2024,26 Apr 2024,TO CLEARING-CIT RELIANCE FRESH 673503,315360613200,79.0,,449638.44
26 Apr 2024,26 Apr 2024,POS/1172/DMART/HYDERABAD,833443901742,449.0,,449189.44
28 Apr 2024,28 Apr 2024,TO TRANSFER-UPI/728192266595/mohandas782@paytm,728192266595,310.0,,448879.44
29 Apr 2024,29 Apr 2024,BY TRANSFER-INB IMPS573888218993/2074802920/XX7997/Remitly Tr-,MAC9180054137,,18500.0,467379.44
1 May 2024,1 May 2024,BY TRANSFER-INB IMPS457857841660/9116910152/XX5899/Remitly Tr-,MAC5871119903,,11200.0,478579.44
1 May 2024,1 May 2024,TO CLEARING-CIT OLA 306297,360278022415,999.0,,477580.44
3 May 2024,3 May 2024,BY TRANSFER-1595558251602 SALARY VINAY PATIL,005237728910,,32500.0,510080.44
4 May 2024,4 May 2024,POS/1510/MEDPLUS/KORAMANGALA,813605383016,249.0,,509831.44
5 May 2024,5 May 2024,TO TRANSFER-UPI/226432603138/rajeshverm277@oksbi,226432603138,5200.0,,504631.44
